,SC,DKS,DISH,ORI,SLG,UHS,JEF,UGI,UTHR,FAF,KIM,SEB,FNF,QRTEA,NXST,VST,CACI,BWA,EVRG,IVZ,PNW,PHM,ARW,INGR,TPR,MHK,TOL,MTG,NWSA,CACC,ATO,KNX,MRO,MDU,UNM,BKH,BG,POR,VER,XRX,MOS,AMKR,ESGR,AFG,RDN,ESNT,LKQ,STLD,KMPR,SLM,EQT,OMF,MTZ,SIGI,FL,WPC,EVR,KBH,CLR,CUZ,JLL,BERY,AL,LNT,BPOP,PINC,THG,AYI,LPX,SF,SNX,WLK,WHR,FHN,SWI,HII,GL,IDA,RS,SLGN,UHAL,OGS,TKR,VLY,ZION,PB,PAG,BOKF,EQH,CBOE,CSL,NYCB,AIZ,CF,CLH,HSIC,JBL,NRG,THO,VNT,JNPR,HIW,AN,CIEN,KRC,LAZ,DOC,SAIC,BC,CW,HR,SEIC,REYN,PWR,CNA,MSM,ACI,RE,OZK,MMS,SNA,ALSN,GPK,ASGN,HE,WU,UBSI,SNV,PPC,COG,RBC,RGA,CASY,ESI,LOPE,NEU,TXT,CC,SRC,WCC,PRGO,AAP,JAZZ,LEG,ACC,BRX,AMG,ACHC,G,NNN,SCI,STOR,SON,STWD,HRC,CCK,NI,BXMT,CR,CFR,FLO,LNC,OHI,OSK,PRI,WWD,PSN,WRK,PNFP,LPLA,CMA,FCN,EWBC,FCNCA,GNTX,LEA,AGCO,CDK,HUN,KSS,CRI,REG,IPG,RHI,ALLE,NDSN,LECO,DCI,RXN,TAP,EME,FLS,NVST,LW,DEI,CFX,AXTA,NLY,Y,AOS,BLDR,AGNC,OC,CNP,VOYA,OGE,POST,DXC,ASH,NWL,WRB,TRGP,NFG,M,SSB,CHRW,Axis Capital Holdings Limited,WBS,HFC,ROLL,PII,PSB,PVH,WEA.,VMI,AXS,WAL,EHC,COLM,HTA,AWI,HUBB,LSTR,NABL WI,LFUS,SUM
07/09/2021,1.06,0.92,0.83,0.82,0.82,0.81,0.8,0.8,0.8,0.79,0.79,0.78,0.77,0.77,0.76,0.75,0.75,0.74,0.74,0.74,0.74,0.74,0.73,0.73,0.73,0.72,0.72,0.72,0.72,0.72,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.7,0.7,0.7,0.69,0.69,0.69,0.68,0.68,0.67,0.67,0.66,0.65,0.65,0.64,0.64,0.63,0.63,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.59,0.58,0.58,0.58,0.57,0.57,0.57,0.57,0.57,0.56,0.56,0.56,0.56,0.55,0.55,0.55,0.55,0.54,0.54,0.54,0.54,0.52,0.51,0.5,0.5,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.36,0.36,0.36,0.35,0.35,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.43
07/12/2021,0.83,0.74,0.73,0.74,0.58,0.77,0.69,0.74,0.62,0.76,0.75,0.75,0.75,0.71,0.73,0.15,0.6,0.58,0.6,0.58,0.6,0.72,0.73,0.0,0.0,0.76,0.57,0.74,0.44,0.58,0.6,0.81,0.43,0.59,0.72,0.6,0.73,0.59,0.0,0.76,0.73,0.71,0.74,0.73,0.73,0.72,0.46,0.61,0.71,0.56,0.43,0.75,0.43,0.58,0.75,0.31,0.57,0.72,0.3,0.46,0.59,0.6,0.75,0.45,0.59,0.6,0.75,0.27,0.73,0.45,0.58,0.59,0.61,0.57,0.46,0.58,0.58,0.45,0.74,0.44,0.58,0.58,0.44,0.44,0.58,0.59,0.77,0.58,0.0,0.29,0.0,0.61,0.3,0.44,0.29,0.31,0.44,0.15,0.72,0.29,0.0,0.0,0.8,0.45,0.75,0.3,0.45,0.45,0.44,0.45,0.45,0.3,0.43,0.29,0.58,0.3,0.3,0.58,0.59,0.45,0.45,0.45,0.44,0.29,0.44,0.45,0.43,0.44,0.44,0.59,0.44,0.58,0.45,0.3,0.6,0.43,0.0,0.15,0.15,0.3,0.15,0.31,0.46,0.29,0.0,0.0,0.51,0.0,0.0,0.45,0.3,0.15,0.3,0.3,0.31,0.3,0.3,0.29,0.3,0.29,0.44,0.29,0.3,0.29,0.28,0.15,0.15,0.15,0.3,0.15,0.57,0.29,0.3,0.28,0.44,0.29,0.44,0.59,0.75,0.72,0.45,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.74,0.6,0.0,0.74,0.74,0.72,0.61,0.6,0.59,0.45,0.45,0.44,0.43,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19
07/13/2021,0.83,0.74,0.73,0.74,0.58,0.77,0.69,0.74,0.62,0.76,0.75,0.75,0.75,0.71,0.73,0.15,0.6,0.58,0.6,0.58,0.6,0.72,0.73,0.0,0.0,0.76,0.57,0.74,0.44,0.58,0.6,0.81,0.43,0.59,0.72,0.6,0.73,0.59,0.0,0.76,0.73,0.71,0.74,0.73,0.73,0.72,0.46,0.61,0.71,0.56,0.43,0.75,0.43,0.58,0.75,0.31,0.57,0.72,0.3,0.46,0.59,0.6,0.75,0.45,0.59,0.6,0.75,0.27,0.73,0.45,0.58,0.59,0.61,0.57,0.46,0.58,0.58,0.45,0.74,0.44,0.58,0.58,0.44,0.44,0.58,0.59,0.77,0.58,0.0,0.29,0.0,0.61,0.3,0.44,0.29,0.31,0.44,0.15,0.72,0.29,0.0,0.0,0.8,0.45,0.75,0.3,0.45,0.45,0.44,0.45,0.45,0.3,0.43,0.29,0.58,0.3,0.3,0.58,0.59,0.45,0.45,0.45,0.44,0.29,0.44,0.45,0.43,0.44,0.44,0.59,0.44,0.58,0.45,0.3,0.6,0.43,0.0,0.15,0.15,0.3,0.15,0.31,0.46,0.29,0.0,0.0,0.51,0.0,0.0,0.45,0.3,0.15,0.3,0.3,0.31,0.3,0.3,0.29,0.3,0.29,0.44,0.29,0.3,0.29,0.28,0.15,0.15,0.15,0.3,0.15,0.57,0.29,0.3,0.28,0.44,0.29,0.44,0.59,0.75,0.72,0.45,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.74,0.6,0.0,0.74,0.74,0.72,0.61,0.6,0.59,0.45,0.45,0.44,0.43,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19
07/14/2021,0.83,0.75,0.73,0.74,0.58,0.78,0.69,0.74,0.62,0.76,0.75,0.75,0.75,0.71,0.73,0.15,0.6,0.58,0.6,0.58,0.6,0.72,0.73,0.0,0.0,0.76,0.57,0.74,0.44,0.58,0.6,0.81,0.43,0.59,0.72,0.6,0.73,0.59,0.0,0.76,0.73,0.71,0.74,0.73,0.73,0.72,0.46,0.61,0.71,0.56,0.43,0.75,0.43,0.58,0.75,0.31,0.57,0.72,0.3,0.46,0.59,0.6,0.75,0.45,0.59,0.6,0.75,0.27,0.73,0.45,0.58,0.59,0.61,0.57,0.46,0.58,0.58,0.45,0.74,0.44,0.58,0.58,0.44,0.44,0.58,0.59,0.77,0.58,0.0,0.29,0.15,0.61,0.3,0.44,0.29,0.31,0.44,0.15,0.72,0.29,0.0,0.15,0.8,0.45,0.75,0.3,0.45,0.45,0.44,0.45,0.45,0.3,0.43,0.29,0.58,0.3,0.3,0.58,0.6,0.45,0.45,0.45,0.44,0.29,0.44,0.45,0.43,0.44,0.44,0.59,0.44,0.58,0.45,0.3,0.6,0.43,0.0,0.0,0.15,0.3,0.15,0.31,0.46,0.29,0.0,0.0,0.51,0.0,0.15,0.45,0.3,0.15,0.3,0.3,0.31,0.3,0.3,0.29,0.3,0.29,0.44,0.29,0.3,0.29,0.28,0.0,0.15,0.0,0.3,0.15,0.57,0.29,0.3,0.28,0.44,0.29,0.44,0.59,0.75,0.72,0.45,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.74,0.6,0.0,0.74,0.74,0.73,0.61,0.6,0.59,0.45,0.45,0.44,0.44,0.3,0.3,0.29,0.29,0.29,0.29,0.0,0.28,0.28,0.0,0.0,0.15,0.0,0.0,0.0,0.29,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,96.24
07/15/2021,0.83,0.74,0.73,0.74,0.59,0.78,0.69,0.74,0.61,0.76,0.75,0.73,0.76,0.72,0.73,0.15,0.6,0.58,0.6,0.59,0.6,0.72,0.73,0.0,0.0,0.76,0.57,0.74,0.44,0.58,0.61,0.8,0.43,0.59,0.73,0.6,0.73,0.59,0.0,0.75,0.73,0.72,0.73,0.74,0.74,0.73,0.46,0.62,0.71,0.57,0.42,0.76,0.44,0.57,0.75,0.31,0.57,0.72,0.3,0.46,0.59,0.6,0.74,0.45,0.59,0.6,0.76,0.27,0.73,0.45,0.57,0.59,0.61,0.58,0.45,0.57,0.58,0.45,0.74,0.44,0.58,0.58,0.44,0.44,0.58,0.59,0.78,0.58,0.0,0.29,0.0,0.62,0.3,0.43,0.3,0.31,0.44,0.15,0.72,0.29,0.0,0.15,0.82,0.44,0.76,0.3,0.45,0.45,0.44,0.45,0.45,0.3,0.42,0.29,0.58,0.3,0.3,0.58,0.6,0.44,0.45,0.45,0.44,0.29,0.44,0.45,0.43,0.44,0.43,0.6,0.44,0.6,0.44,0.3,0.6,0.43,0.0,0.0,0.15,0.3,0.0,0.3,0.46,0.29,0.0,0.15,0.51,0.0,0.15,0.45,0.31,0.15,0.3,0.3,0.3,0.3,0.3,0.29,0.3,0.29,0.44,0.3,0.3,0.29,0.28,0.0,0.15,0.0,0.3,0.15,0.57,0.29,0.3,0.28,0.44,0.29,0.44,0.59,0.75,0.72,0.45,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.74,0.59,0.0,0.75,0.73,0.73,0.6,0.6,0.59,0.45,0.46,0.45,0.44,0.3,0.3,0.29,0.3,0.28,0.29,0.0,0.28,0.28,0.0,0.0,0.15,0.0,0.0,0.0,0.3,0.16,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,96.32
07/16/2021,0.83,0.75,0.72,0.74,0.58,0.78,0.7,0.74,0.61,0.75,0.75,0.73,0.75,0.71,0.74,0.15,0.61,0.59,0.61,0.59,0.61,0.71,0.74,0.0,0.0,0.76,0.56,0.74,0.44,0.59,0.61,0.82,0.43,0.59,0.73,0.6,0.73,0.6,0.0,0.74,0.73,0.72,0.73,0.74,0.73,0.73,0.46,0.61,0.71,0.57,0.43,0.75,0.44,0.57,0.74,0.31,0.59,0.71,0.3,0.46,0.58,0.6,0.74,0.45,0.59,0.6,0.75,0.27,0.71,0.46,0.57,0.59,0.6,0.57,0.45,0.57,0.59,0.45,0.74,0.44,0.59,0.59,0.44,0.43,0.58,0.59,0.78,0.58,0.0,0.29,0.15,0.61,0.3,0.43,0.3,0.31,0.44,0.15,0.71,0.29,0.15,0.15,0.82,0.45,0.76,0.3,0.45,0.45,0.44,0.45,0.45,0.3,0.43,0.3,0.58,0.3,0.3,0.58,0.58,0.45,0.45,0.45,0.44,0.3,0.44,0.46,0.43,0.44,0.43,0.61,0.44,0.6,0.45,0.3,0.61,0.43,0.0,0.0,0.15,0.3,0.15,0.3,0.46,0.29,0.0,0.0,0.51,0.0,0.16,0.45,0.31,0.15,0.3,0.3,0.31,0.31,0.3,0.29,0.3,0.29,0.44,0.3,0.3,0.29,0.29,0.0,0.15,0.0,0.3,0.15,0.58,0.3,0.3,0.28,0.44,0.29,0.44,0.59,0.75,0.71,0.45,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.72,0.59,0.0,0.74,0.72,0.71,0.6,0.61,0.59,0.44,0.46,0.45,0.43,0.3,0.3,0.3,0.29,0.28,0.3,0.0,0.28,0.28,0.0,0.0,0.15,0.0,0.0,0.0,0.3,0.16,0.15,0.15,0.15,0.0,0.15,0.0,0.0,0.0,96.35
07/19/2021,0.84,0.74,0.71,0.74,0.58,0.78,0.74,0.75,0.61,0.75,0.76,0.76,0.76,0.69,0.73,0.15,0.61,0.58,0.63,0.58,0.62,0.71,0.73,0.0,0.0,0.74,0.56,0.75,0.43,0.6,0.63,0.83,0.4,0.6,0.73,0.62,0.72,0.62,0.0,0.74,0.71,0.71,0.79,0.75,0.75,0.74,0.46,0.62,0.71,0.58,0.4,0.75,0.43,0.58,0.7,0.32,0.56,0.72,0.28,0.47,0.59,0.6,0.74,0.46,0.58,0.61,0.75,0.27,0.69,0.45,0.56,0.57,0.61,0.57,0.44,0.57,0.59,0.47,0.75,0.44,0.59,0.6,0.43,0.44,0.58,0.59,0.78,0.58,0.0,0.29,0.15,0.62,0.3,0.43,0.29,0.3,0.43,0.0,0.71,0.29,0.15,0.16,0.81,0.45,0.76,0.29,0.45,0.45,0.43,0.44,0.46,0.3,0.43,0.29,0.59,0.3,0.3,0.58,0.6,0.45,0.45,0.45,0.44,0.3,0.46,0.46,0.44,0.45,0.43,0.56,0.44,0.6,0.45,0.3,0.59,0.43,0.0,0.0,0.15,0.29,0.15,0.3,0.45,0.28,0.0,0.0,0.49,0.0,0.16,0.46,0.31,0.16,0.3,0.29,0.3,0.31,0.31,0.29,0.3,0.29,0.45,0.29,0.3,0.29,0.29,0.0,0.0,0.0,0.3,0.15,0.58,0.29,0.3,0.29,0.44,0.29,0.43,0.59,0.75,0.69,0.43,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.71,0.6,0.0,0.73,0.72,0.71,0.62,0.61,0.6,0.44,0.45,0.45,0.44,0.31,0.28,0.29,0.28,0.29,0.3,0.0,0.28,0.27,0.0,0.0,0.16,0.0,0.0,0.0,0.31,0.16,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,96.31
07/20/2021,0.84,0.72,0.71,0.74,0.57,0.78,0.74,0.75,0.62,0.76,0.77,0.77,0.77,0.68,0.73,0.15,0.63,0.57,0.65,0.57,0.64,0.71,0.73,0.0,0.0,0.73,0.56,0.76,0.43,0.61,0.64,0.81,0.39,0.61,0.72,0.63,0.71,0.63,0.0,0.73,0.7,0.7,0.81,0.77,0.75,0.74,0.46,0.61,0.72,0.58,0.39,0.75,0.42,0.59,0.69,0.32,0.56,0.72,0.27,0.48,0.59,0.6,0.73,0.48,0.58,0.62,0.76,0.27,0.66,0.45,0.55,0.56,0.61,0.55,0.46,0.58,0.6,0.48,0.74,0.44,0.59,0.61,0.43,0.43,0.57,0.59,0.78,0.57,0.0,0.3,0.15,0.61,0.3,0.42,0.3,0.31,0.43,0.15,0.71,0.29,0.15,0.16,0.82,0.44,0.76,0.29,0.46,0.46,0.43,0.44,0.47,0.3,0.44,0.29,0.59,0.29,0.31,0.59,0.58,0.45,0.45,0.46,0.43,0.3,0.46,0.46,0.43,0.44,0.43,0.56,0.45,0.59,0.46,0.3,0.6,0.44,0.0,0.0,0.15,0.29,0.15,0.3,0.45,0.28,0.0,0.0,0.49,0.0,0.16,0.47,0.32,0.16,0.3,0.3,0.31,0.31,0.32,0.29,0.3,0.28,0.46,0.29,0.31,0.28,0.29,0.0,0.0,0.0,0.3,0.0,0.57,0.3,0.29,0.28,0.43,0.28,0.43,0.59,0.74,0.68,0.43,0.0,0.0,0.0,0.15,0.15,0.15,0.16,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.72,0.61,0.0,0.73,0.72,0.71,0.63,0.61,0.62,0.44,0.45,0.45,0.45,0.31,0.28,0.29,0.27,0.28,0.3,0.0,0.27,0.27,0.0,0.0,0.16,0.0,0.0,0.0,0.31,0.15,0.15,0.15,0.16,0.0,0.15,0.0,0.0,0.0,96.4
07/21/2021,0.84,0.72,0.71,0.74,0.57,0.78,0.74,0.75,0.62,0.76,0.77,0.77,0.77,0.68,0.73,0.15,0.63,0.57,0.65,0.57,0.64,0.71,0.73,0.0,0.0,0.73,0.56,0.76,0.43,0.61,0.64,0.81,0.39,0.61,0.72,0.63,0.71,0.63,0.0,0.73,0.7,0.7,0.81,0.77,0.75,0.74,0.46,0.61,0.72,0.58,0.39,0.75,0.42,0.59,0.69,0.32,0.56,0.72,0.27,0.48,0.59,0.6,0.73,0.48,0.58,0.62,0.76,0.27,0.66,0.45,0.55,0.56,0.61,0.55,0.46,0.58,0.6,0.48,0.74,0.44,0.59,0.61,0.43,0.43,0.57,0.59,0.78,0.57,0.0,0.3,0.15,0.61,0.3,0.42,0.3,0.31,0.43,0.15,0.71,0.29,0.15,0.16,0.82,0.44,0.76,0.29,0.46,0.46,0.43,0.44,0.47,0.3,0.44,0.29,0.59,0.29,0.31,0.59,0.58,0.45,0.45,0.46,0.43,0.3,0.46,0.46,0.43,0.44,0.43,0.56,0.45,0.59,0.46,0.3,0.6,0.44,0.0,0.0,0.15,0.29,0.15,0.3,0.45,0.28,0.0,0.0,0.49,0.0,0.16,0.47,0.32,0.16,0.3,0.3,0.31,0.31,0.32,0.29,0.3,0.28,0.46,0.29,0.31,0.28,0.29,0.0,0.0,0.0,0.3,0.0,0.57,0.3,0.29,0.28,0.43,0.28,0.43,0.59,0.74,0.68,0.43,0.0,0.0,0.0,0.15,0.15,0.15,0.16,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.72,0.61,0.0,0.73,0.72,0.71,0.63,0.61,0.62,0.44,0.45,0.45,0.45,0.31,0.28,0.29,0.27,0.28,0.3,0.0,0.27,0.27,0.0,0.0,0.16,0.0,0.0,0.0,0.31,0.15,0.15,0.15,0.16,0.0,0.15,0.0,0.0,0.0,96.4
07/22/2021,0.86,0.73,0.72,0.73,0.56,0.77,0.73,0.75,0.63,0.76,0.73,0.78,0.76,0.69,0.72,0.15,0.63,0.58,0.66,0.56,0.64,0.72,0.74,0.0,0.0,0.73,0.57,0.75,0.43,0.62,0.64,0.81,0.38,0.6,0.71,0.63,0.73,0.64,0.0,0.72,0.7,0.7,0.82,0.77,0.74,0.73,0.46,0.6,0.71,0.58,0.39,0.74,0.42,0.58,0.68,0.32,0.55,0.75,0.26,0.48,0.59,0.61,0.72,0.48,0.57,0.63,0.75,0.27,0.66,0.44,0.56,0.54,0.6,0.54,0.47,0.57,0.59,0.49,0.74,0.45,0.59,0.61,0.43,0.43,0.56,0.58,0.78,0.56,0.0,0.3,0.0,0.61,0.3,0.41,0.3,0.31,0.43,0.15,0.72,0.3,0.0,0.16,0.87,0.44,0.76,0.29,0.46,0.46,0.44,0.44,0.47,0.3,0.45,0.29,0.58,0.3,0.32,0.58,0.57,0.45,0.45,0.46,0.44,0.3,0.47,0.46,0.43,0.43,0.43,0.55,0.44,0.57,0.46,0.3,0.62,0.44,0.0,0.0,0.15,0.29,0.15,0.31,0.45,0.28,0.0,0.0,0.49,0.0,0.16,0.47,0.32,0.16,0.3,0.29,0.31,0.31,0.32,0.29,0.29,0.28,0.47,0.28,0.31,0.28,0.29,0.0,0.15,0.0,0.29,0.15,0.55,0.31,0.29,0.28,0.44,0.29,0.43,0.59,0.73,0.67,0.43,0.0,0.0,0.15,0.0,0.15,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.6,0.0,0.73,0.73,0.71,0.63,0.61,0.61,0.45,0.45,0.45,0.44,0.31,0.28,0.3,0.26,0.28,0.31,0.31,0.27,0.26,0.15,0.0,0.16,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.16,0.15,0.0,0.0,96.3
