,HYLS,CIM,KREF,NLY,AGNC,USAC,IEP,ILPT,DMLP,SHLX,GLPI,KNOP,ET,GTY,HMLP,MPW,HIG V7.875 04/15/42,MPLX,SRLP,NNN,JPM 6 PERP EE,AGNC V7 PERP C,PSXP,SUN,JPM 5.75 PERP DD,HIW,VER 6.7 PERP F,CAPL,CTL 6.75 06/15/57,C V0 10/30/40,CTL 6.5 09/01/56,HEP,APO 6.375 PERP A,VICI,MS V7.125 PERP E,MS V6.875 PERP F,USB V6.5 PERP F,C V6.875 PERP K,HBAN 6.25 PERP D,MNR 6.125 PERP C,BAC V6.45 12/15/66 K*,JPM 4.75 PERP GG,MMP,PNC V6.125 PERP P,MO,HR,SCHW 5.95 PERP D,NS,PAA,PPL 5.9 04/30/73 B,PAGP,EPD,BAC 6 PERP GG,CUBE,GLP,WFC 5.5 PERP X,WFC 5.625 PERP Y,BAC 5.875 PERP HH,"RenaissanceRe Holdings Ltd., Series E, 5.375%",LSI,PBFX,PSA,UVV,EVA,CQP,EXR,US Dollar,BSM,ABBV,PSB,ARE,EIX,GILD,IBM,PCH,VZ,MCY,PFE,SAFT,ELS,TGP,FR,ED,DUK,EGP,SO,BX,AMT,K,NFG,MRK,KHC,AGR,NWE,SR,TRNO,WU,FLO,KMB,AVA,AEP,CAH,EVRG,MSM,NI,SWX,BKH,GIS,OTTR,HE,POR,PEG,CNA,WABC,MMM,PEP,CSCO,LNT,AMGN,CPB,OGS,CAG,INGR,SJM,DTE,VNOM,AMH,DTM WI,n/a,PMT,ALX,NHI,CHSINC 7.875 PERP 1,CHSINC 8 PERP,AGNC V6.5 PERP E,IRM,CEQP,DKL,WFC V6.625 PERP R,NEE 5.25 06/01/76 K,FCPT,ENBL,KRC,PNW,ETR,EXC,IP,SRE,ALE,ORI,AXS,CFFN,FNF,HMN,HIG V7.875 04.15.42,CTL 6.5 09.01.56,CTL 6.75 06.15.57,C V0 10.30.40,BAC V6.45 12.15.66 K*,NEE 5.25 06.01.76 K,SUM
07/09/2021,19.8,1.67,1.58,1.51,1.44,1.36,1.22,1.13,1.07,1.07,1.06,1.04,1.01,1.0,1.0,0.96,0.95,0.94,0.94,0.93,0.91,0.9,0.9,0.9,0.89,0.86,0.85,0.84,0.84,0.83,0.83,0.82,0.81,0.81,0.8,0.8,0.8,0.79,0.79,0.78,0.77,0.77,0.77,0.77,0.76,0.76,0.76,0.74,0.74,0.73,0.72,0.71,0.7,0.7,0.7,0.7,0.7,0.69,0.69,0.68,0.63,0.63,0.61,0.59,0.59,0.57,0.54,0.52,0.51,0.51,0.5,0.5,0.5,0.49,0.49,0.48,0.46,0.45,0.45,0.44,0.43,0.43,0.42,0.42,0.42,0.42,0.41,0.4,0.4,0.4,0.39,0.39,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.34,0.34,0.34,0.33,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.29,0.29,0.29,0.27,0.18,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
07/12/2021,19.72,1.67,1.58,1.52,1.44,1.38,1.24,1.14,1.04,1.08,1.07,1.03,1.01,1.01,0.99,0.97,0.94,0.94,0.96,0.93,0.9,0.9,0.88,0.89,0.89,0.87,0.85,0.84,0.84,0.82,0.83,0.8,0.81,0.83,0.8,0.79,0.8,0.79,0.78,0.78,0.76,0.77,0.76,0.77,0.77,0.76,0.76,0.72,0.74,0.73,0.72,0.71,0.7,0.71,0.69,0.7,0.7,0.69,0.69,0.7,0.62,0.63,0.59,0.59,0.6,0.58,0.56,0.51,0.51,0.52,0.51,0.51,0.5,0.5,0.5,0.48,0.45,0.45,0.44,0.45,0.43,0.44,0.42,0.43,0.43,0.41,0.42,0.4,0.4,0.4,0.39,0.4,0.38,0.38,0.38,0.37,0.37,0.37,0.38,0.37,0.36,0.37,0.36,0.36,0.36,0.38,0.36,0.35,0.36,0.34,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.31,0.31,0.31,0.3,0.29,0.3,0.3,0.28,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/13/2021,19.72,1.67,1.58,1.52,1.44,1.38,1.24,1.14,1.04,1.08,1.07,1.03,1.01,1.01,0.99,0.97,0.94,0.94,0.96,0.93,0.9,0.9,0.88,0.89,0.89,0.87,0.85,0.84,0.84,0.82,0.83,0.8,0.81,0.83,0.8,0.79,0.8,0.79,0.78,0.78,0.76,0.77,0.76,0.77,0.77,0.76,0.76,0.72,0.74,0.73,0.72,0.71,0.7,0.71,0.69,0.7,0.7,0.69,0.69,0.7,0.62,0.63,0.59,0.59,0.6,0.58,0.56,0.51,0.51,0.52,0.51,0.51,0.5,0.5,0.5,0.48,0.45,0.45,0.44,0.45,0.43,0.44,0.42,0.43,0.43,0.41,0.42,0.4,0.4,0.4,0.39,0.4,0.38,0.38,0.38,0.37,0.37,0.37,0.38,0.37,0.36,0.37,0.36,0.36,0.36,0.38,0.36,0.35,0.36,0.34,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.31,0.31,0.31,0.3,0.29,0.3,0.3,0.28,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/23/2021,20.23,1.67,1.6,1.49,1.42,1.41,1.27,1.2,1.05,1.06,1.11,1.04,0.95,1.02,0.99,1.01,0.97,0.89,1.0,0.98,0.93,0.9,0.88,0.87,0.9,0.92,0.87,0.85,0.85,0.84,0.85,0.78,0.84,0.86,0.82,0.81,0.82,0.81,0.0,0.8,0.78,0.78,0.76,0.77,0.79,0.81,0.78,0.71,0.67,0.0,0.66,0.71,0.72,0.72,0.68,0.71,0.71,0.71,0.71,0.71,0.59,0.65,0.58,0.6,0.59,0.59,0.29,0.5,0.52,0.54,0.54,0.51,0.52,0.51,0.48,0.49,0.45,0.48,0.45,0.48,0.42,0.46,0.43,0.45,0.45,0.44,0.45,0.42,0.41,0.4,0.39,0.4,0.39,0.4,0.38,0.39,0.38,0.38,0.39,0.39,0.37,0.38,0.38,0.35,0.37,0.4,0.38,0.36,0.38,0.35,0.36,0.35,0.34,0.33,0.34,0.34,0.33,0.33,0.32,0.32,0.31,0.29,0.29,0.31,0.34,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97000000000004
08/03/2021,20.29,1.7,1.62,1.49,1.39,1.3,1.3,1.2,1.08,1.04,1.12,0.99,0.97,1.02,0.32,1.02,0.98,0.92,1.11,0.98,0.92,0.92,0.84,0.93,0.88,0.93,0.87,0.93,0.86,0.84,0.85,0.76,0.83,0.85,0.82,0.82,0.83,0.82,0.0,0.81,0.79,0.77,0.76,0.78,0.8,0.82,0.79,0.69,0.69,0.0,0.67,0.68,0.71,0.75,0.76,0.71,0.72,0.71,0.71,0.74,0.6,0.66,0.59,0.61,0.58,0.6,0.25,0.53,0.53,0.53,0.56,0.49,0.51,0.52,0.49,0.49,0.45,0.5,0.45,0.49,0.43,0.46,0.44,0.46,0.46,0.44,0.5,0.42,0.41,0.41,0.39,0.39,0.39,0.4,0.38,0.4,0.39,0.38,0.39,0.39,0.38,0.39,0.39,0.36,0.37,0.4,0.38,0.36,0.39,0.36,0.37,0.36,0.34,0.33,0.33,0.35,0.34,0.33,0.32,0.31,0.31,0.28,0.29,0.31,0.34,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/04/2021,20.29,1.7,1.62,1.49,1.39,1.3,1.3,1.2,1.08,1.04,1.12,0.99,0.97,1.02,0.32,1.02,0.98,0.92,1.11,0.98,0.92,0.92,0.84,0.93,0.88,0.93,0.87,0.93,0.86,0.84,0.85,0.76,0.83,0.85,0.82,0.82,0.83,0.82,0.0,0.81,0.79,0.77,0.76,0.78,0.8,0.82,0.79,0.69,0.69,0.0,0.67,0.68,0.71,0.75,0.76,0.71,0.72,0.71,0.71,0.74,0.6,0.66,0.59,0.61,0.58,0.6,0.25,0.53,0.53,0.53,0.56,0.49,0.51,0.52,0.49,0.49,0.45,0.5,0.45,0.49,0.43,0.46,0.44,0.46,0.46,0.44,0.5,0.42,0.41,0.41,0.39,0.39,0.39,0.4,0.38,0.4,0.39,0.38,0.39,0.39,0.38,0.39,0.39,0.36,0.37,0.4,0.38,0.36,0.39,0.36,0.37,0.36,0.34,0.33,0.33,0.35,0.34,0.33,0.32,0.31,0.31,0.28,0.29,0.31,0.34,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/05/2021,20.33,1.68,1.62,1.48,1.4,1.31,1.3,1.2,1.06,1.0,1.1,1.0,0.95,1.02,0.32,1.0,0.98,0.92,1.06,0.98,0.92,0.92,0.84,0.94,0.89,0.92,0.87,0.88,0.86,0.85,0.86,0.74,0.84,0.84,0.83,0.82,0.83,0.82,0.0,0.81,0.8,0.77,0.77,0.78,0.8,0.81,0.79,0.68,0.67,0.0,0.66,0.68,0.71,0.75,0.77,0.72,0.73,0.71,0.71,0.75,0.59,0.65,0.58,0.6,0.57,0.61,0.3,0.54,0.52,0.53,0.57,0.5,0.52,0.52,0.49,0.49,0.45,0.52,0.46,0.49,0.42,0.46,0.44,0.47,0.45,0.45,0.5,0.43,0.41,0.41,0.39,0.4,0.4,0.4,0.39,0.4,0.38,0.38,0.39,0.39,0.38,0.39,0.4,0.35,0.38,0.41,0.38,0.36,0.39,0.36,0.38,0.37,0.34,0.33,0.34,0.35,0.34,0.33,0.32,0.31,0.32,0.28,0.3,0.31,0.35,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/03/2021,20.81,1.81,1.67,1.57,1.47,1.32,1.26,1.24,1.11,0.94,1.2,0.99,0.94,1.04,0.26,1.02,1.0,0.94,0.7,0.98,0.92,0.94,0.85,0.93,0.9,0.92,0.0,0.87,0.89,0.87,0.87,0.7,0.85,0.86,0.84,0.84,0.84,0.82,0.0,0.83,0.81,0.78,0.82,0.8,0.86,0.79,0.8,0.69,0.66,0.0,0.64,0.69,0.73,0.83,0.59,0.72,0.72,0.72,0.0,0.81,0.54,0.7,0.58,0.63,0.57,0.66,0.0,0.51,0.56,0.56,0.59,0.53,0.56,0.53,0.5,0.5,0.45,0.55,0.49,0.51,0.42,0.48,0.46,0.47,0.48,0.47,0.56,0.45,0.41,0.42,0.4,0.38,0.42,0.42,0.37,0.4,0.37,0.39,0.41,0.39,0.4,0.36,0.42,0.35,0.38,0.41,0.4,0.36,0.43,0.37,0.4,0.38,0.35,0.34,0.34,0.35,0.37,0.35,0.31,0.3,0.31,0.29,0.3,0.3,0.36,0.2,0.16,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/23/2021,20.33,1.37,1.33,1.61,1.47,1.26,1.15,0.76,0.78,1.15,0.84,1.03,0.67,0.77,0.0,0.86,1.02,0.88,0.83,0.67,0.74,0.91,0.84,0.8,0.72,0.0,0.0,0.98,0.86,0.83,0.88,0.6,0.81,0.67,0.85,0.84,0.86,0.82,0.0,0.82,0.79,0.61,0.76,0.8,0.76,0.64,0.8,0.82,0.66,0.0,0.0,0.71,0.76,0.44,0.71,0.0,0.74,0.74,0.0,0.41,0.78,0.41,0.61,0.51,0.53,0.35,0.0,0.6,0.42,0.45,0.34,0.53,0.44,0.49,0.52,0.49,0.43,0.38,0.0,0.0,0.54,0.3,0.45,0.39,0.0,0.43,0.0,0.0,0.4,0.37,0.35,0.46,0.34,0.41,0.37,0.0,0.41,0.36,0.35,0.0,0.34,0.36,0.33,0.35,0.38,0.35,0.33,0.39,0.33,0.32,0.35,0.34,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.3,0.34,0.0,0.0,0.38,0.0,0.0,0.0,0.16,1.53,1.03,0.97,0.92,0.92,0.87,0.87,0.81,0.81,0.79,0.71,0.7,0.69,0.47,0.42,0.4,0.37,0.36,0.36,0.35,0.33,0.32,0.32,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999995
09/24/2021,20.32,1.38,1.33,1.62,1.48,1.29,1.15,0.76,0.77,1.12,0.84,1.04,0.68,0.77,0.0,0.88,1.02,0.89,0.83,0.67,0.74,0.91,0.84,0.8,0.73,0.0,0.0,0.97,0.86,0.83,0.88,0.59,0.81,0.67,0.85,0.84,0.86,0.82,0.0,0.82,0.78,0.62,0.76,0.8,0.75,0.64,0.8,0.81,0.66,0.0,0.0,0.71,0.76,0.44,0.71,0.0,0.74,0.74,0.0,0.41,0.78,0.41,0.61,0.51,0.53,0.35,0.0,0.62,0.43,0.45,0.34,0.53,0.44,0.48,0.52,0.49,0.43,0.38,0.0,0.0,0.55,0.3,0.45,0.38,0.0,0.43,0.0,0.0,0.4,0.37,0.35,0.46,0.34,0.41,0.37,0.0,0.4,0.36,0.35,0.0,0.34,0.35,0.33,0.35,0.38,0.34,0.33,0.38,0.33,0.32,0.35,0.34,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.3,0.34,0.0,0.0,0.38,0.0,0.0,0.0,0.16,1.54,1.03,0.97,0.93,0.92,0.88,0.87,0.8,0.81,0.79,0.7,0.69,0.7,0.48,0.42,0.4,0.36,0.36,0.36,0.35,0.33,0.32,0.32,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999995
