,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,COST,TXN,DHR,MCD,MDT,QCOM,PM,UPS,HON,ORCL,NEE,BMY,UNP,LIN,C,AMGN,LOW,INTU,SBUX,MS,JPMORGAN US GOVT MMKT FUN,RTX,BA,BLK,GS,AMAT,AMT,IBM,TGT,CAT,ISRG,AMD,GE,MMM,AXP,NOW,DE,SCHW,CVS,CHTR,SPGI,SQ,ANTM,LMT,ZTS,LRCX,FIS,PLD,MU,BKNG,TMUS,ZM,GILD,ADP,CCI,MO,SYK,MDLZ,TJX,COP,CI,PNC,DUK,EQIX,CB,MMC,BDX,TFC,UBER,ATVI,CSX,EL,CME,USB,GM,FDX,MELI,MRNA,COF,ILMN,CL,SO,FISV,SNAP,ADSK,EW,SHW,ICE,BX,NSC,ITW,TWLO,APD,ADI,BSX,REGN,D,PGR,GPN,F,EMR,MCO,ETN,HUM,WM,FCX,AON,NOC,NXPI,TWTR,DOCU,IDXX,HCA,ROKU,EOG,JCI,ROP,ECL,NEM,DG,VRTX,BIIB,CRWD,KMB,WDAY,ROST,MSCI,A,LHX,TROW,PSA,MRVL,KLAC,IQV,DOW,DLR,APH,SPG,SRE,SNPS,APTV,AEP,DXCM,INFO,GD,CNC,ALGN,TT,MTCH,EBAY,CMG,VEEV,TEL,LULU,PINS,MET,EXC,SLB,DD,ORLY,AIG,BAX,EA,SBAC,PPG,CASH OR CASH COLLATERAL,CARR,ANSGR.IS,RMD,SYY,MCHP,CTSH,PANW,SUM
07/09/2021,5.7,5.35,4.04,2.16,1.95,1.89,1.35,1.32,1.3,1.19,1.13,1.04,0.99,0.88,0.87,0.85,0.84,0.81,0.77,0.73,0.68,0.67,0.61,0.6,0.59,0.58,0.57,0.56,0.54,0.54,0.53,0.53,0.52,0.52,0.52,0.51,0.51,0.5,0.5,0.49,0.48,0.46,0.45,0.45,0.45,0.44,0.44,0.41,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.36,0.36,0.35,0.35,0.35,0.34,0.34,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.26,0.26,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.77
07/12/2021,5.8,5.33,4.06,2.14,1.92,1.88,1.35,1.27,1.29,1.2,1.14,1.03,0.99,0.9,0.87,0.85,0.83,0.82,0.77,0.74,0.68,0.66,0.6,0.59,0.58,0.58,0.58,0.56,0.54,0.54,0.52,0.53,0.52,0.52,0.52,0.51,0.5,0.51,0.5,0.49,0.48,0.46,0.46,0.45,0.45,0.45,0.44,0.41,0.39,0.39,0.4,0.41,0.37,0.38,0.38,0.39,0.36,0.36,0.35,0.35,0.35,0.34,0.36,0.33,0.34,0.32,0.32,0.32,0.32,0.32,0.31,0.3,0.29,0.28,0.29,0.3,0.28,0.28,0.28,0.27,0.27,0.26,0.25,0.24,0.24,0.24,0.24,0.22,0.23,0.24,0.22,0.23,0.22,0.21,0.22,0.22,0.22,0.22,0.22,0.23,0.21,0.21,0.21,0.21,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.19,0.19,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.80000000000001
07/13/2021,5.8,5.33,4.06,2.14,1.92,1.88,1.35,1.27,1.29,1.2,1.14,1.03,0.99,0.9,0.87,0.85,0.83,0.82,0.77,0.74,0.68,0.66,0.6,0.59,0.58,0.58,0.58,0.56,0.54,0.54,0.52,0.53,0.52,0.52,0.52,0.51,0.5,0.51,0.5,0.49,0.48,0.46,0.46,0.45,0.45,0.45,0.44,0.41,0.39,0.39,0.4,0.41,0.37,0.38,0.38,0.39,0.36,0.36,0.35,0.35,0.35,0.34,0.36,0.33,0.34,0.32,0.32,0.32,0.32,0.32,0.31,0.3,0.29,0.28,0.29,0.3,0.28,0.28,0.28,0.27,0.27,0.26,0.25,0.24,0.24,0.24,0.24,0.22,0.23,0.24,0.22,0.23,0.22,0.21,0.22,0.22,0.22,0.22,0.22,0.23,0.21,0.21,0.21,0.21,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.19,0.19,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.80000000000001
07/14/2021,5.8,5.33,4.06,2.14,1.92,1.88,1.35,1.27,1.29,1.2,1.14,1.03,0.99,0.9,0.87,0.85,0.83,0.82,0.77,0.74,0.68,0.66,0.6,0.59,0.58,0.58,0.58,0.56,0.54,0.54,0.52,0.53,0.52,0.52,0.52,0.51,0.5,0.51,0.5,0.49,0.48,0.46,0.46,0.45,0.45,0.45,0.44,0.41,0.39,0.39,0.4,0.41,0.37,0.38,0.38,0.39,0.36,0.36,0.35,0.35,0.35,0.34,0.36,0.33,0.34,0.32,0.32,0.32,0.32,0.32,0.31,0.3,0.29,0.28,0.29,0.3,0.28,0.28,0.28,0.27,0.27,0.26,0.25,0.24,0.24,0.24,0.24,0.22,0.23,0.24,0.22,0.23,0.22,0.21,0.22,0.22,0.22,0.22,0.22,0.23,0.21,0.21,0.21,0.21,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.19,0.19,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.80000000000001
07/15/2021,5.75,5.3,4.05,2.15,1.94,1.89,1.35,1.3,1.34,1.21,1.13,1.02,1.0,0.9,0.87,0.85,0.83,0.85,0.78,0.73,0.68,0.66,0.6,0.59,0.57,0.58,0.57,0.57,0.54,0.54,0.52,0.52,0.53,0.52,0.51,0.51,0.5,0.5,0.5,0.49,0.48,0.46,0.46,0.45,0.45,0.45,0.44,0.41,0.39,0.39,0.4,0.4,0.37,0.38,0.37,0.39,0.36,0.36,0.35,0.35,0.35,0.35,0.37,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.3,0.29,0.28,0.29,0.29,0.29,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.25,0.24,0.24,0.23,0.23,0.24,0.23,0.23,0.22,0.21,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.2,0.2,0.21,0.2,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.19,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.18,0.17,0.16,0.15,0.16,0.17,0.17,0.17,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.81
07/16/2021,5.82,5.39,4.02,2.15,1.95,1.9,1.35,1.29,1.31,1.2,1.14,1.04,1.01,0.9,0.86,0.85,0.86,0.85,0.77,0.74,0.68,0.66,0.61,0.59,0.58,0.59,0.57,0.57,0.54,0.54,0.51,0.54,0.53,0.53,0.52,0.51,0.5,0.51,0.5,0.49,0.48,0.46,0.46,0.45,0.45,0.45,0.44,0.41,0.39,0.39,0.4,0.4,0.37,0.38,0.37,0.38,0.36,0.36,0.35,0.35,0.36,0.35,0.37,0.33,0.32,0.33,0.33,0.32,0.32,0.32,0.32,0.3,0.29,0.28,0.29,0.29,0.29,0.28,0.28,0.27,0.27,0.25,0.25,0.24,0.25,0.24,0.24,0.23,0.23,0.24,0.22,0.23,0.22,0.21,0.22,0.22,0.22,0.22,0.22,0.23,0.21,0.2,0.21,0.2,0.2,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.19,0.19,0.2,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.17,0.17,0.15,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.01
07/19/2021,5.95,5.41,3.98,2.11,1.95,1.91,1.35,1.21,1.28,1.2,1.13,1.07,1.01,0.89,0.88,0.87,0.87,0.85,0.75,0.74,0.68,0.64,0.62,0.6,0.56,0.58,0.58,0.57,0.53,0.56,0.52,0.55,0.53,0.53,0.52,0.5,0.5,0.51,0.5,0.5,0.47,0.48,0.47,0.44,0.46,0.45,0.43,0.41,0.4,0.39,0.41,0.4,0.39,0.38,0.37,0.39,0.36,0.36,0.35,0.35,0.36,0.35,0.38,0.33,0.31,0.32,0.32,0.31,0.33,0.32,0.32,0.3,0.29,0.27,0.29,0.3,0.29,0.28,0.28,0.27,0.28,0.25,0.25,0.24,0.25,0.24,0.24,0.22,0.24,0.24,0.22,0.23,0.22,0.19,0.22,0.22,0.22,0.22,0.22,0.23,0.21,0.2,0.21,0.21,0.2,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.19,0.19,0.2,0.19,0.18,0.18,0.2,0.19,0.17,0.18,0.17,0.17,0.15,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.15,0.16,0.15,0.15,0.16,0.16,0.14,0.15,0.14,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.15,0.12,0.11,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.03999999999999
07/20/2021,5.91,5.44,3.95,2.1,1.97,1.93,1.36,1.16,1.28,1.18,1.14,1.08,1.02,0.89,0.88,0.89,0.87,0.84,0.74,0.75,0.68,0.62,0.6,0.6,0.57,0.57,0.58,0.58,0.54,0.56,0.52,0.55,0.53,0.52,0.53,0.49,0.51,0.51,0.49,0.5,0.48,0.47,0.47,0.44,0.47,0.45,0.44,0.41,0.4,0.39,0.41,0.41,0.39,0.39,0.37,0.39,0.36,0.37,0.36,0.35,0.36,0.35,0.39,0.33,0.31,0.32,0.32,0.3,0.33,0.32,0.32,0.29,0.29,0.27,0.28,0.3,0.28,0.28,0.28,0.27,0.28,0.25,0.26,0.24,0.25,0.24,0.24,0.22,0.24,0.24,0.22,0.23,0.23,0.2,0.22,0.22,0.23,0.23,0.22,0.23,0.21,0.19,0.21,0.2,0.21,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.19,0.19,0.2,0.18,0.18,0.18,0.22,0.18,0.18,0.18,0.17,0.17,0.14,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.16,0.16,0.15,0.15,0.16,0.16,0.14,0.15,0.14,0.15,0.16,0.16,0.16,0.15,0.13,0.13,0.14,0.13,0.14,0.14,0.15,0.15,0.12,0.11,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.12,0.1,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1
07/21/2021,5.91,5.44,3.95,2.1,1.97,1.93,1.36,1.16,1.28,1.18,1.14,1.08,1.02,0.89,0.88,0.89,0.87,0.84,0.74,0.75,0.68,0.62,0.6,0.6,0.57,0.57,0.58,0.58,0.54,0.56,0.52,0.55,0.53,0.52,0.53,0.49,0.51,0.51,0.49,0.5,0.48,0.47,0.47,0.44,0.47,0.45,0.44,0.41,0.4,0.39,0.41,0.41,0.39,0.39,0.37,0.39,0.36,0.37,0.36,0.35,0.36,0.35,0.39,0.33,0.31,0.32,0.32,0.3,0.33,0.32,0.32,0.29,0.29,0.27,0.28,0.3,0.28,0.28,0.28,0.27,0.28,0.25,0.26,0.24,0.25,0.24,0.24,0.22,0.24,0.24,0.22,0.23,0.23,0.2,0.22,0.22,0.23,0.23,0.22,0.23,0.21,0.19,0.21,0.2,0.21,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.19,0.19,0.2,0.18,0.18,0.18,0.22,0.18,0.18,0.18,0.17,0.17,0.14,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.16,0.16,0.15,0.15,0.16,0.16,0.14,0.15,0.14,0.15,0.16,0.16,0.16,0.15,0.13,0.13,0.14,0.13,0.14,0.14,0.15,0.15,0.12,0.11,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.12,0.1,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1
07/22/2021,5.84,5.45,3.98,2.11,1.96,1.92,1.35,1.22,1.3,1.16,1.15,1.06,1.01,0.91,0.89,0.9,0.84,0.82,0.73,0.75,0.68,0.61,0.62,0.6,0.57,0.58,0.58,0.59,0.55,0.56,0.52,0.56,0.53,0.53,0.54,0.48,0.51,0.51,0.5,0.51,0.49,0.46,0.48,0.45,0.47,0.45,0.43,0.41,0.4,0.4,0.4,0.41,0.39,0.39,0.37,0.39,0.35,0.37,0.36,0.36,0.36,0.35,0.39,0.32,0.3,0.31,0.32,0.31,0.33,0.32,0.32,0.29,0.29,0.27,0.28,0.3,0.28,0.29,0.27,0.26,0.28,0.26,0.26,0.24,0.25,0.24,0.25,0.22,0.23,0.24,0.22,0.22,0.22,0.2,0.22,0.22,0.23,0.23,0.21,0.23,0.2,0.19,0.2,0.2,0.21,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.18,0.19,0.18,0.25,0.18,0.18,0.19,0.17,0.17,0.15,0.16,0.17,0.18,0.17,0.18,0.17,0.17,0.16,0.16,0.15,0.15,0.16,0.16,0.14,0.14,0.14,0.15,0.16,0.16,0.16,0.15,0.12,0.13,0.14,0.14,0.14,0.15,0.15,0.15,0.12,0.11,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.15
