,CRCT,APPS,CELH,ROKU,GLBE,ATKR,INMD,TIGR,CDNA,RILY,FRHC,QFIN,CLF,SNAP,GNRC,FVRR,NET,UPST,NVCR,SE,ENPH,PINS,NVDA,SKY,PGNY,SPT,CRWD,HUBS,FIGS,COWN,SWBI,DLO,AVTR,MED,PRFT,SQ,ASML,OSTK,BX,SHOP,U.S. Bank Money Market Deposit Account,ESI,TSLA,JBL,CRL,SCHW,KKR,JCOM,CRNC,ZS,ACM Research Inc Class A,GRWG,WAL,LOVE,TBIO,MRNA,EVR,UCTT,JEF,DECK,Overstock.com Inc,Jabil Inc,ASAN,BILL,IIPR,CUBI,DOCU,LFST,LGI Homes Inc,LGIH,LifeStance Health Group Inc Ordinary Shares,SGH,DBX,WB,GOOGL,WST,EXPD,TROW,CCS,FIGS Inc Class A,Smith & Wesson Brands Inc,HZO,AN,CPRT,DE,COOP,CROX,SF,FND,The Trade Desk Inc A,FB,DDOG,SITM,CVNA,IT,MRVI,DOCS,RCII,ALGN,TPX,KLIC,TASK,RGEN,MPWR,AXON,ARES,n/a,603087.SS,DVAX,SWAV,MNDY,STEP,AXNX,BLDR,LSPD.TO,S,ZI,WSM,MELI,MATX,INSP,TNDM,SUM
07/09/2021,3.68,3.62,3.55,3.54,3.47,3.44,3.41,3.37,3.36,3.17,3.14,3.07,3.06,2.99,2.99,2.96,2.95,2.91,2.88,2.85,2.1,2.09,2.07,2.06,1.98,1.97,1.94,1.94,1.93,1.88,1.2,1.13,1.01,1.0,0.99,0.99,0.97,0.97,0.95,0.95,0.54,0.51,0.5,0.5,0.5,0.49,0.49,0.49,0.48,0.48,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
07/12/2021,2.47,3.12,3.39,3.36,3.59,3.59,3.54,2.64,3.03,2.09,3.26,2.91,3.13,3.01,3.29,2.09,3.23,3.46,2.65,2.05,1.04,2.07,1.07,2.11,2.17,2.15,2.24,1.1,0.95,1.01,0.87,1.0,0.53,0.0,0.54,0.0,0.52,0.0,0.53,0.0,0.3,0.0,0.0,0.52,0.0,0.0,0.0,0.54,0.57,0.55,0.0,3.61,3.17,2.68,2.15,1.98,1.05,1.0,1.0,0.53,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93999999999998
07/13/2021,2.47,3.12,3.39,3.36,3.59,3.59,3.54,2.64,3.03,2.09,3.26,2.91,3.13,3.01,3.29,2.09,3.23,3.46,2.65,2.05,1.04,2.07,1.07,2.11,2.17,2.15,2.24,1.1,0.95,1.01,0.87,1.0,0.53,0.0,0.54,0.0,0.52,0.0,0.53,0.0,0.3,0.0,0.0,0.52,0.0,0.0,0.0,0.54,0.57,0.55,0.0,3.61,3.17,2.68,2.15,1.98,1.05,1.0,1.0,0.53,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93999999999998
07/14/2021,2.57,3.06,3.49,3.43,3.51,3.59,3.68,2.62,3.04,2.01,3.13,2.33,3.12,2.92,3.3,2.11,3.3,3.6,2.78,2.08,1.05,2.06,1.07,2.11,2.18,2.16,2.25,1.11,0.95,1.02,0.85,0.97,0.54,0.0,0.54,0.0,0.52,0.52,0.54,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.57,0.56,0.0,3.55,3.17,2.77,2.24,2.12,1.03,0.98,0.97,0.54,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/15/2021,2.96,0.0,3.55,3.08,3.66,3.49,4.13,0.0,2.86,2.88,3.34,2.8,3.22,2.97,3.6,1.93,3.44,0.0,0.0,2.05,1.02,1.88,2.0,1.96,2.91,1.96,2.92,1.92,0.97,0.0,0.0,1.02,0.5,0.98,1.0,0.0,1.02,0.0,0.51,0.49,0.26,0.0,0.0,0.5,0.0,0.0,0.0,0.99,0.98,0.99,0.0,3.4,3.14,0.0,2.09,3.22,1.94,0.0,0.49,1.0,0.0,0.0,3.48,2.0,0.52,0.51,0.5,0.48,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
07/16/2021,2.96,0.0,3.55,3.08,3.66,3.49,4.13,0.0,2.86,2.88,3.34,2.8,3.22,2.97,3.6,1.93,3.44,0.0,0.0,2.05,1.02,1.88,2.0,1.96,2.91,1.96,2.92,1.92,0.97,0.0,0.0,1.02,0.5,0.98,1.0,0.0,1.02,0.0,0.51,0.49,0.26,0.0,0.0,0.5,0.0,0.0,0.0,0.99,0.98,0.99,0.0,3.4,3.14,0.0,2.09,3.22,1.94,0.0,0.49,1.0,0.0,0.0,3.48,2.0,0.52,0.51,0.5,0.48,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
07/19/2021,3.07,0.0,3.33,3.03,3.67,3.56,4.14,0.0,2.75,2.86,3.4,3.13,3.14,2.95,3.62,1.84,3.45,0.0,0.0,2.11,0.96,1.84,1.99,1.96,2.83,1.88,2.92,1.86,0.91,0.0,0.0,1.07,0.52,0.95,1.04,0.0,1.06,0.0,0.51,0.49,0.38,0.0,0.0,0.51,0.0,0.0,0.0,1.0,0.96,1.01,0.0,3.09,3.16,0.0,2.11,3.41,1.94,0.0,0.53,1.01,0.0,0.0,3.6,2.02,0.52,0.5,0.49,0.0,0.0,0.48,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
07/20/2021,3.22,0.0,3.24,3.01,3.52,3.6,4.07,0.0,2.75,2.87,3.4,3.3,3.14,2.88,3.62,1.8,3.43,0.0,0.0,2.08,0.94,1.86,1.93,1.96,2.81,1.86,2.89,1.87,0.89,0.0,0.0,1.01,0.53,0.98,1.04,0.0,1.05,0.0,0.54,0.49,0.39,0.0,0.0,0.51,0.0,0.0,0.0,1.01,0.96,0.99,0.0,3.05,3.24,0.0,2.14,3.63,1.96,0.0,0.54,1.01,0.0,0.0,3.6,1.96,0.53,0.51,0.5,0.0,0.0,0.48,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/21/2021,3.12,0.0,3.2,2.98,3.75,3.59,4.23,0.0,2.8,2.79,3.39,3.26,2.91,2.85,3.63,1.77,3.46,0.0,0.0,2.08,0.94,1.84,1.86,1.96,2.75,1.89,2.92,1.91,0.89,0.0,0.0,0.95,0.53,0.96,1.04,0.0,1.04,0.0,0.54,0.49,0.39,0.0,0.0,0.5,0.0,0.0,0.0,1.01,0.97,1.01,0.0,2.94,3.16,0.0,2.18,4.03,1.92,0.0,0.53,1.0,0.0,0.0,3.54,2.0,0.54,0.49,0.51,0.0,0.0,0.48,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/22/2021,3.12,0.0,3.2,2.98,3.75,3.59,4.23,0.0,2.8,2.79,3.39,3.26,2.91,2.85,3.63,1.77,3.46,0.0,0.0,2.08,0.94,1.84,1.86,1.96,2.75,1.89,2.92,1.91,0.89,0.0,0.0,0.95,0.53,0.96,1.04,0.0,1.04,0.0,0.54,0.49,0.39,0.0,0.0,0.5,0.0,0.0,0.0,1.01,0.97,1.01,0.0,2.94,3.16,0.0,2.18,4.03,1.92,0.0,0.53,1.0,0.0,0.0,3.54,2.0,0.54,0.49,0.51,0.0,0.0,0.48,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
