,MSFT,GOOG,GOOGL,NVDA,TSLA,V,HD,PG,MA,PYPL,DIS,ADBE,VZ,CRM,INTC,CSCO,KO,PEP,ABBV,NKE,MRK,ACN,TXN,MCD,ORCL,UPS,LIN,UNP,BMY,LOW,AMGN,INTU,BLK,SBUX,AMAT,IBM,TGT,AMT,CAT,AXP,AMD,MMM,NOW,DE,SCHW,SPGI,ZTS,BKNG,PLD,LRCX,MDLZ,GILD,ADP,CI,COP,PNC,CME,CSX,EL,TFC,EQIX,CB,BDX,MMC,SHW,ITW,ILMN,NSC,EW,ICE,CL,ADSK,APD,MCO,ADI,ETN,HUM,HCA,PGR,IDXX,ECL,BIIB,VRTX,NEM,ROP,JCI,IQV,TROW,A,KMB,SLB,TEL,TT,ALGN,INFO,WDAY,DLR,CNC,APTV,DXCM,SRE,SPG,XTSLA,ALL,PRU,EA,PPG,BK,MCHP,PH,CDNS,MAR,SYY,MPC,TRV,HPQ,MSI,CTSH,SBAC,RMD,GIS,IFF,PSX,CMI,HLT,FTNT,ROK,SWKS,FRC,ADM,SWK,PXD,MTD,FAST,WLTW,AVB,PCAR,GLW,OKTA,VLO,SIVB,ANSS,AJG,WST,VFC,ES,NUE,EQR,OXY,CBRE,KEYS,WEC,STT,AMP,AWK,ZBRA,CPRT,KSU,WY,BBY,LH,DELL,BLL,KR,KHC,CERN,HES,KDP,ED,OKE,HIG,WORK,EXPD,TRU,DOV,XYL,PPL,TSCO,KMX,MKC,TDOC,WAT,FTV,URI,GRMN,NTRS,CLX,SPLK,DRI,KEY,ALB,PAYC,GWW,COO,FE,HBAN,TRMB,LNG,CMS,AVY,DGX,AMCR,TECH,DVN,OMC,ABC,HOLX,PEAK,DRE,DPZ,ULTA,CAG,RF,CFG,RCL,IEX,MTB,ANSGR.IS,ALLY,USD,PODD,ON,HPE,POOL,PFG,MS,STE,SUM
07/09/2021,9.84,3.79,3.75,2.54,2.51,2.01,1.7,1.66,1.65,1.61,1.56,1.41,1.15,1.14,1.13,1.11,1.09,1.02,1.01,1.01,0.98,0.96,0.87,0.86,0.79,0.75,0.75,0.74,0.74,0.7,0.7,0.68,0.67,0.67,0.62,0.61,0.61,0.61,0.58,0.57,0.57,0.56,0.54,0.51,0.5,0.49,0.46,0.45,0.45,0.44,0.44,0.43,0.43,0.41,0.4,0.39,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.33,0.33,0.33,0.32,0.31,0.31,0.31,0.29,0.29,0.29,0.28,0.28,0.27,0.26,0.26,0.25,0.25,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.47
07/12/2021,9.89,3.79,3.74,2.45,2.49,2.0,1.71,1.68,1.63,1.63,1.56,1.44,1.15,1.12,1.12,1.12,1.1,1.03,1.02,1.02,0.98,0.98,0.86,0.86,0.81,0.76,0.75,0.73,0.74,0.7,0.7,0.69,0.67,0.68,0.6,0.63,0.62,0.61,0.58,0.57,0.54,0.57,0.55,0.51,0.49,0.5,0.47,0.44,0.45,0.43,0.44,0.42,0.43,0.4,0.4,0.39,0.37,0.35,0.36,0.35,0.37,0.35,0.36,0.36,0.35,0.35,0.34,0.32,0.34,0.33,0.33,0.32,0.32,0.31,0.3,0.3,0.29,0.29,0.29,0.28,0.27,0.28,0.26,0.25,0.25,0.25,0.24,0.23,0.23,0.23,0.21,0.22,0.22,0.23,0.21,0.21,0.22,0.21,0.2,0.21,0.21,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.15,0.16,0.16,0.16,0.16,0.17,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.15,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.12,0.11,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.46
07/13/2021,9.89,3.79,3.74,2.45,2.49,2.0,1.71,1.68,1.63,1.63,1.56,1.44,1.15,1.12,1.12,1.12,1.1,1.03,1.02,1.02,0.98,0.98,0.86,0.86,0.81,0.76,0.75,0.73,0.74,0.7,0.7,0.69,0.67,0.68,0.6,0.63,0.62,0.61,0.58,0.57,0.54,0.57,0.55,0.51,0.49,0.5,0.47,0.44,0.45,0.43,0.44,0.42,0.43,0.4,0.4,0.39,0.37,0.35,0.36,0.35,0.37,0.35,0.36,0.36,0.35,0.35,0.34,0.32,0.34,0.33,0.33,0.32,0.32,0.31,0.3,0.3,0.29,0.29,0.29,0.28,0.27,0.28,0.26,0.25,0.25,0.25,0.24,0.23,0.23,0.23,0.21,0.22,0.22,0.23,0.21,0.21,0.22,0.21,0.2,0.21,0.21,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.15,0.16,0.16,0.16,0.16,0.17,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.15,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.12,0.11,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.46
07/14/2021,9.81,3.76,3.72,2.44,2.48,1.99,1.71,1.66,1.63,1.64,1.58,1.42,1.14,1.11,1.12,1.12,1.1,1.02,1.01,1.01,0.97,0.98,0.86,0.87,0.83,0.76,0.75,0.73,0.74,0.7,0.7,0.68,0.68,0.68,0.61,0.62,0.61,0.61,0.58,0.58,0.54,0.57,0.55,0.51,0.5,0.49,0.46,0.44,0.46,0.43,0.44,0.42,0.43,0.41,0.4,0.4,0.37,0.36,0.36,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.33,0.33,0.33,0.33,0.32,0.32,0.31,0.3,0.3,0.29,0.29,0.29,0.28,0.27,0.27,0.25,0.25,0.25,0.25,0.24,0.23,0.23,0.22,0.21,0.22,0.22,0.23,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.15,0.17,0.17,0.16,0.16,0.17,0.15,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.15,0.12,0.13,0.13,0.14,0.13,0.14,0.14,0.13,0.12,0.11,0.12,0.12,0.13,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4
07/15/2021,9.81,3.76,3.72,2.44,2.48,1.99,1.71,1.66,1.63,1.64,1.58,1.42,1.14,1.11,1.12,1.12,1.1,1.02,1.01,1.01,0.97,0.98,0.86,0.87,0.83,0.76,0.75,0.73,0.74,0.7,0.7,0.68,0.68,0.68,0.61,0.62,0.61,0.61,0.58,0.58,0.54,0.57,0.55,0.51,0.5,0.49,0.46,0.44,0.46,0.43,0.44,0.42,0.43,0.41,0.4,0.4,0.37,0.36,0.36,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.33,0.33,0.33,0.33,0.32,0.32,0.31,0.3,0.3,0.29,0.29,0.29,0.28,0.27,0.27,0.25,0.25,0.25,0.25,0.24,0.23,0.23,0.22,0.21,0.22,0.22,0.23,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.15,0.17,0.17,0.16,0.16,0.17,0.15,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.15,0.12,0.13,0.13,0.14,0.13,0.14,0.14,0.13,0.12,0.11,0.12,0.12,0.13,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4
07/16/2021,9.91,3.8,3.77,2.47,2.53,2.02,1.68,1.66,1.67,1.65,1.64,1.43,1.14,1.1,1.14,1.11,1.11,1.04,1.02,1.01,0.97,0.98,0.87,0.87,0.82,0.75,0.75,0.72,0.74,0.7,0.7,0.68,0.68,0.69,0.62,0.62,0.62,0.61,0.58,0.58,0.54,0.57,0.54,0.51,0.51,0.48,0.47,0.44,0.46,0.44,0.44,0.42,0.43,0.41,0.4,0.4,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.32,0.33,0.33,0.33,0.32,0.31,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.27,0.26,0.25,0.25,0.25,0.25,0.24,0.23,0.22,0.22,0.21,0.22,0.22,0.24,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.2,0.19,0.19,0.18,0.18,0.19,0.17,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.15,0.17,0.16,0.16,0.16,0.17,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.16,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.15,0.12,0.13,0.13,0.13,0.12,0.14,0.14,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.66
07/19/2021,9.94,3.82,3.77,2.32,2.47,2.08,1.71,1.69,1.71,1.63,1.65,1.43,1.15,1.08,1.12,1.12,1.14,1.06,1.02,1.01,0.97,0.99,0.86,0.87,0.81,0.76,0.75,0.73,0.75,0.71,0.7,0.68,0.66,0.69,0.6,0.62,0.63,0.62,0.57,0.58,0.52,0.58,0.54,0.51,0.5,0.49,0.47,0.44,0.46,0.43,0.45,0.42,0.44,0.41,0.38,0.4,0.37,0.36,0.37,0.37,0.37,0.37,0.35,0.35,0.35,0.36,0.33,0.33,0.33,0.33,0.33,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.27,0.28,0.27,0.25,0.26,0.25,0.25,0.25,0.23,0.23,0.22,0.23,0.2,0.22,0.23,0.23,0.21,0.2,0.22,0.21,0.2,0.21,0.21,0.21,0.12,0.19,0.2,0.2,0.2,0.2,0.18,0.2,0.19,0.19,0.18,0.17,0.19,0.17,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.16,0.17,0.16,0.16,0.15,0.17,0.15,0.14,0.16,0.15,0.15,0.14,0.13,0.16,0.15,0.13,0.14,0.13,0.15,0.14,0.15,0.12,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.15,0.12,0.13,0.13,0.13,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.59
07/20/2021,9.94,3.82,3.77,2.32,2.47,2.08,1.71,1.69,1.71,1.63,1.65,1.43,1.15,1.08,1.12,1.12,1.14,1.06,1.02,1.01,0.97,0.99,0.86,0.87,0.81,0.76,0.75,0.73,0.75,0.71,0.7,0.68,0.66,0.69,0.6,0.62,0.63,0.62,0.57,0.58,0.52,0.58,0.54,0.51,0.5,0.49,0.47,0.44,0.46,0.43,0.45,0.42,0.44,0.41,0.38,0.4,0.37,0.36,0.37,0.37,0.37,0.37,0.35,0.35,0.35,0.36,0.33,0.33,0.33,0.33,0.33,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.27,0.28,0.27,0.25,0.26,0.25,0.25,0.25,0.23,0.23,0.22,0.23,0.2,0.22,0.23,0.23,0.21,0.2,0.22,0.21,0.2,0.21,0.21,0.21,0.12,0.19,0.2,0.2,0.2,0.2,0.18,0.2,0.19,0.19,0.18,0.17,0.19,0.17,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.16,0.17,0.16,0.16,0.15,0.17,0.15,0.14,0.16,0.15,0.15,0.14,0.13,0.16,0.15,0.13,0.14,0.13,0.15,0.14,0.15,0.12,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.15,0.12,0.13,0.13,0.13,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.59
07/21/2021,9.99,3.86,3.79,2.23,2.46,2.09,1.72,1.72,1.7,1.63,1.62,1.44,1.16,1.09,1.11,1.13,1.15,1.07,1.03,1.01,0.98,0.98,0.85,0.87,0.83,0.75,0.75,0.73,0.75,0.71,0.71,0.68,0.66,0.69,0.58,0.62,0.62,0.62,0.56,0.58,0.52,0.57,0.54,0.51,0.49,0.5,0.47,0.44,0.47,0.42,0.45,0.43,0.44,0.41,0.37,0.39,0.37,0.36,0.37,0.36,0.37,0.37,0.36,0.36,0.36,0.36,0.34,0.33,0.33,0.33,0.34,0.32,0.31,0.32,0.29,0.3,0.3,0.3,0.28,0.28,0.27,0.25,0.26,0.25,0.25,0.25,0.24,0.23,0.23,0.23,0.19,0.22,0.23,0.23,0.21,0.2,0.22,0.21,0.2,0.21,0.21,0.2,0.12,0.2,0.19,0.2,0.2,0.2,0.18,0.19,0.19,0.18,0.18,0.17,0.2,0.17,0.19,0.18,0.18,0.18,0.18,0.18,0.16,0.18,0.16,0.18,0.17,0.15,0.17,0.16,0.16,0.14,0.17,0.15,0.14,0.16,0.15,0.15,0.14,0.13,0.16,0.15,0.13,0.14,0.13,0.15,0.14,0.15,0.12,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.15,0.12,0.13,0.13,0.13,0.12,0.14,0.14,0.13,0.12,0.1,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.63
07/22/2021,10.0,3.84,3.77,2.34,2.5,2.05,1.73,1.74,1.63,1.65,1.58,1.45,1.16,1.1,1.12,1.13,1.15,1.08,1.03,1.01,0.98,0.99,0.86,0.86,0.84,0.77,0.75,0.72,0.75,0.71,0.72,0.69,0.65,0.68,0.59,0.62,0.63,0.63,0.56,0.56,0.53,0.58,0.55,0.5,0.48,0.5,0.47,0.43,0.47,0.43,0.46,0.43,0.43,0.4,0.37,0.38,0.37,0.36,0.37,0.35,0.38,0.36,0.36,0.36,0.36,0.36,0.35,0.32,0.32,0.33,0.34,0.32,0.31,0.32,0.3,0.3,0.3,0.3,0.28,0.29,0.27,0.25,0.26,0.24,0.25,0.25,0.23,0.23,0.23,0.24,0.19,0.22,0.23,0.22,0.21,0.21,0.22,0.21,0.2,0.21,0.21,0.19,0.12,0.19,0.19,0.2,0.2,0.2,0.18,0.19,0.19,0.18,0.18,0.17,0.19,0.17,0.18,0.18,0.18,0.19,0.19,0.18,0.15,0.17,0.16,0.18,0.17,0.16,0.17,0.16,0.16,0.14,0.17,0.15,0.14,0.16,0.15,0.15,0.15,0.13,0.15,0.15,0.13,0.14,0.13,0.15,0.14,0.15,0.12,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.12,0.12,0.13,0.14,0.12,0.14,0.15,0.13,0.12,0.1,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.67000000000002
07/23/2021,9.94,3.84,3.77,2.29,2.52,2.04,1.74,1.71,1.65,1.65,1.59,1.45,1.14,1.09,1.11,1.12,1.13,1.07,1.02,1.01,0.96,0.98,0.86,0.87,0.84,0.76,0.75,0.72,0.74,0.7,0.71,0.69,0.67,0.69,0.6,0.62,0.63,0.62,0.56,0.57,0.52,0.58,0.55,0.51,0.49,0.5,0.47,0.43,0.47,0.43,0.45,0.43,0.43,0.41,0.37,0.38,0.37,0.35,0.37,0.36,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.32,0.33,0.33,0.33,0.32,0.31,0.32,0.29,0.3,0.29,0.34,0.27,0.28,0.27,0.24,0.25,0.24,0.26,0.25,0.23,0.23,0.23,0.23,0.19,0.22,0.23,0.23,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.2,0.12,0.19,0.19,0.2,0.19,0.2,0.18,0.19,0.19,0.18,0.18,0.17,0.19,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.15,0.17,0.17,0.18,0.17,0.16,0.17,0.16,0.16,0.14,0.17,0.15,0.14,0.16,0.15,0.15,0.15,0.13,0.16,0.15,0.13,0.14,0.13,0.15,0.14,0.15,0.12,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.12,0.13,0.13,0.13,0.12,0.14,0.15,0.13,0.12,0.1,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.53
