,NTLA,CROX,LSCC,SGMS,IIVI,DNLI,FATE,STAA,TXRH,UPWK,TTEK,SLAB,HQY,EGP,RDFN,ARWR,VRNS,FOXF,SWAV,OMCL,HALO,LHCG,PFGC,BL,JCOM,TWST,APPS,FFIN,HELE,QTWO,AEO,SYNA,SAIA,RPD,BEAM,NVRO,APPN,MMS,MEDP,WSC,NEO,WK,POWI,INSP,NOVT,MSTR,TGTX,SSD,BJ,CRNC,BPMC,ENSG,CDNA,SEM,NEOG,AMN,ASAN,BBIO,WING,SAIL,EXPO,KBR,TRUP,APLS,ACIW,ASGN,SONO,SMTC,LPRO,AEIS,EYE,ALRM,ALKS,CCMP,BCPC,JBT,SPT,DDD,CNMD,SHAK,LPSN,UFPI,ONEM,MTDR,OSTK,FUBO,AQUA,RLI,CDLX,BOX,PGNY,TENB,ITRI,QLYS,NSA,BE,AMBA,MGNI,FELE,BCO,GKOS,BLKB,HLI,RHP,DEN,SPSC,KNSL,ENV,SFIX,SHOO,NUVA,PZZA,HGV,CBRL,EXLS,WDFC,BHVN,VG,SAVA,IRDM,ATRC,SWN,LGIH,VIAV,CVLT,MUSA,CSOD,MED,CELH,VC,ABG,NSP,ARVN,PD,KLIC,SDGR,AIT,NGVT,LANC,ALTR,ATKR,RETA,SIG,KWR,RXN,HLNE,LIVN,BAND,LCII,RCII,CCOI,EDIT,NARI,SAFM,MIME,GTLS,ROG,WBT,NKLA,CBT,PTCT,APAM,MXL,TEX,MTSI,KOD,BIGC,BMI,TNET,AJRD,ACAD,CWST,INSM,MMSI,ALGT,ITCI,ENR,PACB,EGHT,KTB,FN,RCM,RIOT,ALLK,ACCD,DIOD,AMEH,DOOR,FIX,MP,SFBS,HRI,MNTV,GRWG,SKY,EAT,IBP,LTHM,DORM,NSTG,AXNX,PRFT,KRTX,STMP,WWW,OMI,FOCS,TWOU,EVTC,PSB,DRNA,IIPR,CARG,HCAT,APPF,AAON,YELP,INOV,PHR,PCRX,HLIO,THRM,EXPI,CYRX,FOLD,SI,SUM
07/09/2021,0.66,0.48,0.48,0.47,0.47,0.46,0.46,0.45,0.44,0.44,0.44,0.44,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.4,0.4,0.4,0.39,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.35,0.35,0.35,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.99999999999999
07/12/2021,0.69,0.49,0.48,0.45,0.46,0.45,0.46,0.45,0.43,0.43,0.44,0.43,0.42,0.44,0.41,0.44,0.42,0.43,0.42,0.43,0.42,0.43,0.4,0.41,0.41,0.4,0.35,0.38,0.35,0.37,0.35,0.36,0.36,0.37,0.31,0.35,0.35,0.36,0.35,0.34,0.34,0.34,0.32,0.32,0.32,0.32,0.33,0.31,0.32,0.29,0.31,0.3,0.29,0.3,0.3,0.3,0.3,0.31,0.31,0.3,0.31,0.32,0.28,0.28,0.29,0.29,0.27,0.27,0.28,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.26,0.25,0.26,0.26,0.26,0.26,0.24,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.21,0.23,0.23,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.23,0.22,0.22,0.23,0.24,0.28,0.23,0.27,0.23,0.24,0.24,0.24,0.23,0.22,0.23,0.22,0.22,0.21,0.21,0.23,0.22,0.24,0.23,0.21,0.23,0.23,0.22,0.21,0.2,0.21,0.22,0.2,0.21,0.21,0.2,0.21,0.2,0.21,0.21,0.21,0.21,0.2,0.21,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.19,0.19,0.2,0.19,0.21,0.22,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.2,0.19,0.2,0.18,0.0,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.18,0.18,0.18,0.18,0.18,0.0,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.09
07/13/2021,0.69,0.49,0.48,0.45,0.46,0.45,0.46,0.45,0.43,0.43,0.44,0.43,0.42,0.44,0.41,0.44,0.42,0.43,0.42,0.43,0.42,0.43,0.4,0.41,0.41,0.4,0.35,0.38,0.35,0.37,0.35,0.36,0.36,0.37,0.31,0.35,0.35,0.36,0.35,0.34,0.34,0.34,0.32,0.32,0.32,0.32,0.33,0.31,0.32,0.29,0.31,0.3,0.29,0.3,0.3,0.3,0.3,0.31,0.31,0.3,0.31,0.32,0.28,0.28,0.29,0.29,0.27,0.27,0.28,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.26,0.25,0.26,0.26,0.26,0.26,0.24,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.21,0.23,0.23,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.23,0.22,0.22,0.23,0.24,0.28,0.23,0.27,0.23,0.24,0.24,0.24,0.23,0.22,0.23,0.22,0.22,0.21,0.21,0.23,0.22,0.24,0.23,0.21,0.23,0.23,0.22,0.21,0.2,0.21,0.22,0.2,0.21,0.21,0.2,0.21,0.2,0.21,0.21,0.21,0.21,0.2,0.21,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.19,0.19,0.2,0.19,0.21,0.22,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.2,0.19,0.2,0.18,0.0,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.18,0.18,0.18,0.18,0.18,0.0,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.09
07/14/2021,0.67,0.49,0.48,0.45,0.46,0.43,0.47,0.44,0.44,0.44,0.44,0.43,0.42,0.44,0.41,0.44,0.42,0.43,0.42,0.42,0.42,0.42,0.42,0.4,0.4,0.39,0.35,0.39,0.34,0.37,0.36,0.36,0.36,0.37,0.31,0.34,0.34,0.35,0.35,0.34,0.33,0.34,0.32,0.33,0.31,0.32,0.34,0.31,0.32,0.28,0.31,0.3,0.29,0.3,0.29,0.3,0.3,0.3,0.31,0.3,0.3,0.32,0.28,0.28,0.29,0.29,0.27,0.27,0.28,0.27,0.27,0.27,0.27,0.28,0.27,0.28,0.26,0.25,0.26,0.26,0.26,0.26,0.24,0.26,0.27,0.25,0.25,0.25,0.26,0.24,0.24,0.25,0.24,0.24,0.24,0.21,0.23,0.23,0.24,0.25,0.22,0.24,0.24,0.25,0.24,0.24,0.24,0.25,0.23,0.23,0.22,0.24,0.23,0.23,0.23,0.23,0.28,0.23,0.24,0.23,0.24,0.24,0.24,0.23,0.22,0.23,0.21,0.22,0.21,0.2,0.23,0.22,0.24,0.23,0.21,0.22,0.23,0.22,0.21,0.2,0.21,0.22,0.2,0.21,0.21,0.2,0.21,0.19,0.22,0.21,0.21,0.22,0.21,0.21,0.22,0.22,0.21,0.21,0.2,0.21,0.2,0.2,0.19,0.21,0.19,0.21,0.21,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.18,0.19,0.18,0.0,0.2,0.18,0.18,0.18,0.0,0.19,0.0,0.0,0.18,0.0,0.18,0.19,0.18,0.0,0.0,0.18,0.18,0.25,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.06
07/15/2021,0.67,0.49,0.48,0.45,0.46,0.43,0.47,0.44,0.44,0.44,0.44,0.43,0.42,0.44,0.41,0.44,0.42,0.43,0.42,0.42,0.42,0.42,0.42,0.4,0.4,0.39,0.35,0.39,0.34,0.37,0.36,0.36,0.36,0.37,0.31,0.34,0.34,0.35,0.35,0.34,0.33,0.34,0.32,0.33,0.31,0.32,0.34,0.31,0.32,0.28,0.31,0.3,0.29,0.3,0.29,0.3,0.3,0.3,0.31,0.3,0.3,0.32,0.28,0.28,0.29,0.29,0.27,0.27,0.28,0.27,0.27,0.27,0.27,0.28,0.27,0.28,0.26,0.25,0.26,0.26,0.26,0.26,0.24,0.26,0.27,0.25,0.25,0.25,0.26,0.24,0.24,0.25,0.24,0.24,0.24,0.21,0.23,0.23,0.24,0.25,0.22,0.24,0.24,0.25,0.24,0.24,0.24,0.25,0.23,0.23,0.22,0.24,0.23,0.23,0.23,0.23,0.28,0.23,0.24,0.23,0.24,0.24,0.24,0.23,0.22,0.23,0.21,0.22,0.21,0.2,0.23,0.22,0.24,0.23,0.21,0.22,0.23,0.22,0.21,0.2,0.21,0.22,0.2,0.21,0.21,0.2,0.21,0.19,0.22,0.21,0.21,0.22,0.21,0.21,0.22,0.22,0.21,0.21,0.2,0.21,0.2,0.2,0.19,0.21,0.19,0.21,0.21,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.18,0.19,0.18,0.0,0.2,0.18,0.18,0.0,0.18,0.19,0.0,0.0,0.18,0.18,0.18,0.19,0.18,0.0,0.0,0.18,0.18,0.25,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.06
07/16/2021,0.65,0.5,0.48,0.44,0.46,0.41,0.43,0.42,0.45,0.47,0.45,0.44,0.43,0.45,0.39,0.43,0.41,0.43,0.41,0.43,0.42,0.41,0.42,0.4,0.4,0.38,0.36,0.39,0.34,0.37,0.37,0.37,0.36,0.37,0.28,0.35,0.34,0.36,0.35,0.35,0.34,0.35,0.33,0.34,0.32,0.3,0.33,0.32,0.33,0.28,0.3,0.31,0.28,0.3,0.3,0.31,0.31,0.3,0.31,0.3,0.31,0.32,0.27,0.28,0.29,0.3,0.28,0.28,0.29,0.27,0.28,0.27,0.26,0.29,0.28,0.28,0.26,0.22,0.26,0.25,0.25,0.26,0.23,0.26,0.28,0.24,0.24,0.26,0.26,0.24,0.24,0.25,0.24,0.24,0.25,0.2,0.23,0.22,0.25,0.26,0.22,0.23,0.25,0.26,0.24,0.23,0.24,0.25,0.24,0.23,0.23,0.24,0.23,0.23,0.23,0.23,0.29,0.23,0.26,0.23,0.24,0.24,0.23,0.23,0.22,0.23,0.22,0.21,0.22,0.21,0.24,0.23,0.23,0.22,0.22,0.21,0.23,0.22,0.22,0.21,0.21,0.21,0.2,0.21,0.22,0.21,0.21,0.2,0.22,0.21,0.22,0.2,0.21,0.21,0.22,0.22,0.21,0.2,0.19,0.22,0.2,0.2,0.2,0.21,0.19,0.21,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.18,0.19,0.2,0.2,0.19,0.0,0.0,0.18,0.0,0.19,0.18,0.0,0.0,0.19,0.19,0.18,0.0,0.0,0.19,0.18,0.19,0.19,0.0,0.18,0.18,0.18,0.26,0.18,0.0,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.190000000000005
07/19/2021,0.64,0.51,0.48,0.42,0.47,0.4,0.42,0.42,0.45,0.39,0.46,0.44,0.43,0.47,0.39,0.44,0.41,0.44,0.38,0.44,0.41,0.42,0.42,0.4,0.41,0.37,0.35,0.41,0.36,0.37,0.36,0.37,0.37,0.38,0.28,0.35,0.31,0.37,0.36,0.35,0.33,0.34,0.33,0.32,0.32,0.29,0.33,0.33,0.34,0.28,0.3,0.31,0.27,0.3,0.31,0.31,0.31,0.29,0.32,0.29,0.32,0.33,0.27,0.28,0.29,0.31,0.27,0.28,0.29,0.26,0.28,0.26,0.26,0.29,0.29,0.29,0.25,0.21,0.26,0.24,0.24,0.27,0.21,0.25,0.25,0.23,0.25,0.27,0.27,0.24,0.24,0.25,0.24,0.23,0.26,0.2,0.23,0.21,0.25,0.26,0.0,0.24,0.25,0.27,0.24,0.24,0.25,0.25,0.22,0.23,0.23,0.25,0.23,0.23,0.24,0.24,0.3,0.23,0.22,0.23,0.24,0.23,0.24,0.24,0.22,0.24,0.22,0.22,0.2,0.21,0.25,0.23,0.22,0.21,0.22,0.21,0.24,0.22,0.23,0.21,0.22,0.21,0.2,0.21,0.22,0.21,0.21,0.2,0.23,0.22,0.23,0.2,0.2,0.22,0.22,0.22,0.22,0.21,0.2,0.22,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.19,0.2,0.18,0.19,0.0,0.18,0.2,0.2,0.18,0.0,0.19,0.0,0.0,0.19,0.19,0.18,0.0,0.19,0.19,0.18,0.0,0.18,0.18,0.19,0.2,0.19,0.0,0.0,0.19,0.0,0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.190000000000005
07/20/2021,0.64,0.51,0.48,0.42,0.47,0.4,0.42,0.42,0.45,0.39,0.46,0.44,0.43,0.47,0.39,0.44,0.41,0.44,0.38,0.44,0.41,0.42,0.42,0.4,0.41,0.37,0.35,0.41,0.36,0.37,0.36,0.37,0.37,0.38,0.28,0.35,0.31,0.37,0.36,0.35,0.33,0.34,0.33,0.32,0.32,0.29,0.33,0.33,0.34,0.28,0.3,0.31,0.27,0.3,0.31,0.31,0.31,0.29,0.32,0.29,0.32,0.33,0.27,0.28,0.29,0.31,0.27,0.28,0.29,0.26,0.28,0.26,0.26,0.29,0.29,0.29,0.25,0.21,0.26,0.24,0.24,0.27,0.21,0.25,0.25,0.23,0.25,0.27,0.27,0.24,0.24,0.25,0.24,0.23,0.26,0.2,0.23,0.21,0.25,0.26,0.0,0.24,0.25,0.27,0.24,0.24,0.25,0.25,0.22,0.23,0.23,0.25,0.23,0.23,0.24,0.24,0.3,0.23,0.22,0.23,0.24,0.23,0.24,0.24,0.22,0.24,0.22,0.22,0.2,0.21,0.25,0.23,0.22,0.21,0.22,0.21,0.24,0.22,0.23,0.21,0.22,0.21,0.2,0.21,0.22,0.21,0.21,0.2,0.23,0.22,0.23,0.2,0.2,0.22,0.22,0.22,0.22,0.21,0.2,0.22,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.19,0.2,0.18,0.19,0.0,0.18,0.2,0.2,0.18,0.0,0.19,0.0,0.0,0.19,0.19,0.18,0.0,0.19,0.19,0.18,0.0,0.18,0.18,0.19,0.2,0.19,0.0,0.0,0.19,0.0,0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.190000000000005
07/21/2021,0.63,0.5,0.47,0.41,0.47,0.41,0.44,0.42,0.46,0.39,0.46,0.43,0.43,0.47,0.38,0.45,0.42,0.43,0.4,0.45,0.41,0.43,0.41,0.41,0.42,0.37,0.35,0.4,0.37,0.38,0.35,0.36,0.36,0.39,0.29,0.35,0.32,0.37,0.37,0.35,0.34,0.35,0.33,0.34,0.32,0.28,0.33,0.33,0.34,0.28,0.31,0.32,0.27,0.3,0.31,0.31,0.31,0.3,0.32,0.3,0.32,0.33,0.27,0.28,0.29,0.31,0.27,0.27,0.28,0.26,0.28,0.26,0.26,0.28,0.29,0.29,0.25,0.19,0.26,0.24,0.25,0.26,0.21,0.24,0.24,0.24,0.25,0.28,0.27,0.24,0.23,0.25,0.23,0.24,0.26,0.2,0.22,0.21,0.26,0.26,0.0,0.24,0.25,0.27,0.23,0.24,0.26,0.25,0.21,0.23,0.23,0.25,0.23,0.23,0.25,0.24,0.32,0.23,0.21,0.23,0.24,0.23,0.24,0.24,0.22,0.25,0.22,0.21,0.19,0.2,0.25,0.23,0.23,0.22,0.22,0.21,0.23,0.22,0.23,0.2,0.22,0.21,0.19,0.21,0.22,0.22,0.21,0.2,0.23,0.22,0.23,0.2,0.2,0.22,0.22,0.22,0.22,0.21,0.19,0.21,0.21,0.2,0.19,0.21,0.19,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.18,0.19,0.0,0.19,0.2,0.2,0.19,0.0,0.2,0.0,0.0,0.19,0.18,0.18,0.0,0.19,0.19,0.18,0.0,0.18,0.18,0.18,0.18,0.19,0.0,0.0,0.19,0.0,0.27,0.0,0.18,0.18,0.0,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.19
07/22/2021,0.66,0.51,0.48,0.4,0.46,0.41,0.45,0.43,0.44,0.41,0.46,0.44,0.42,0.47,0.39,0.46,0.43,0.45,0.4,0.45,0.41,0.43,0.4,0.42,0.42,0.38,0.36,0.4,0.37,0.38,0.36,0.36,0.36,0.4,0.3,0.36,0.33,0.37,0.36,0.35,0.35,0.36,0.33,0.33,0.32,0.27,0.33,0.33,0.34,0.29,0.32,0.32,0.27,0.29,0.31,0.31,0.32,0.29,0.32,0.3,0.33,0.33,0.29,0.29,0.29,0.3,0.27,0.27,0.28,0.25,0.28,0.26,0.26,0.28,0.29,0.28,0.26,0.2,0.26,0.24,0.27,0.26,0.22,0.22,0.24,0.24,0.25,0.27,0.26,0.24,0.25,0.25,0.23,0.24,0.26,0.2,0.22,0.21,0.25,0.25,0.18,0.24,0.25,0.26,0.22,0.24,0.25,0.25,0.23,0.22,0.22,0.25,0.23,0.22,0.24,0.24,0.31,0.23,0.22,0.24,0.24,0.22,0.24,0.23,0.23,0.25,0.22,0.21,0.2,0.2,0.25,0.23,0.23,0.22,0.22,0.22,0.23,0.21,0.23,0.21,0.22,0.21,0.0,0.21,0.21,0.21,0.21,0.21,0.23,0.22,0.23,0.21,0.2,0.22,0.23,0.22,0.22,0.21,0.19,0.2,0.2,0.2,0.19,0.2,0.19,0.2,0.2,0.19,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.18,0.2,0.0,0.18,0.2,0.2,0.18,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.0,0.19,0.19,0.19,0.0,0.19,0.0,0.18,0.18,0.19,0.0,0.0,0.19,0.18,0.27,0.0,0.19,0.0,0.0,0.18,0.0,0.19,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.34
