,SPXL,ProShares UltraPro S&P500,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,JPM,JNJ,V,HD,UNH,BRK.B,PYPL,PG,DIS,MA,BAC,ADBE,XOM,CMCSA,INTC,VZ,NFLX,PFE,CRM,CSCO,KO,T,PEP,ABT,MRK,ABBV,CVX,TMO,WMT,NKE,LLY,ACN,AVGO,WFC,MCD,TXN,COST,Us Dollars,MDT,DHR,ORCL,QCOM,PM,HON,UNP,C,BMY,NEE,UPS,LOW,AMGN,SBUX,RTX,BA,IBM,CHTR,AMAT,TGT,GS,INTU,AMT,CAT,GE,MMM,AMD,MS,DE,CVS,AXP,NOW,ISRG,SPGI,ANTM,BLK,MO,ZTS,GILD,PLD,MDLZ,MU,LMT,LRCX,FIS,SCHW,CI,USB,SYK,CCI,SQ,ADP,BKNG,TFC,CSX,PNC,TJX,CME,DUK,GM,COF,FDX,MMC,CL,ATVI,NSC,ILMN,SNAP,COP,BDX,SHW,BX,SO,ADSK,EW,ITW,APD,ICE,EQIX,EL,CB,ETN,D,ADI,FISV,BSX,WM,EMR,DD,F,UBER,MCO,TMUS,PGR,BIIB,HUM,GPN,HCA,DG,ECL,NOC,EBAY,TWTR,JCI,VRTX,EOG,IDXX,NEM,DOW,GD,LHX,ROP,SLB,KLAC,TT,TEL,TROW,KMB,A,HPQ,ZM,PSA,EXC,ROST,REGN,IQV,MET,DOCU,AEP,BK,INFO,SPG,ORLY,ALL,PRU,BAX,CNC,ALXN,MSCI,CMG,EA,AIG,SNPS,MPC,PPG,APH,VEEV,SYY,SRE,WDAY,PH,DLR,TRV,OTIS,MSI,WELL,PANW,CDNS,MRVL,FTNT,YUM,CTSH,DXCM,UPRO,WBA,n/a,RMD,MAR,AZO,SUM
07/09/2021,10.36,10.33,5.61,5.47,4.17,2.17,1.87,1.87,1.4,1.11,1.08,1.04,0.93,0.92,0.89,0.88,0.78,0.78,0.76,0.76,0.75,0.65,0.63,0.62,0.56,0.54,0.54,0.51,0.49,0.49,0.49,0.49,0.48,0.47,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.42,0.41,0.41,0.41,0.4,0.39,0.39,0.39,0.38,0.37,0.37,0.37,0.35,0.35,0.35,0.34,0.34,0.34,0.33,0.31,0.31,0.31,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.26,0.26,0.25,0.25,0.24,0.23,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.37
07/12/2021,10.23,10.21,5.79,5.5,4.46,2.13,1.88,1.89,1.36,1.08,1.06,1.04,0.93,0.92,0.89,0.87,0.8,0.79,0.75,0.75,0.72,0.67,0.6,0.62,0.55,0.54,0.54,0.5,0.49,0.49,0.49,0.47,0.49,0.48,0.46,0.47,0.45,0.46,0.45,0.46,0.46,0.45,0.43,0.39,0.41,0.4,0.41,0.4,0.39,0.39,0.4,0.36,0.36,0.36,0.34,0.33,0.35,0.35,0.34,0.33,0.33,0.32,0.3,0.31,0.29,0.29,0.28,0.29,0.27,0.29,0.28,0.27,0.26,0.27,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.22,0.21,0.21,0.21,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.25
07/13/2021,10.23,10.21,5.79,5.5,4.46,2.13,1.88,1.89,1.36,1.08,1.06,1.04,0.93,0.92,0.89,0.87,0.8,0.79,0.75,0.75,0.72,0.67,0.6,0.62,0.55,0.54,0.54,0.5,0.49,0.49,0.49,0.47,0.49,0.48,0.46,0.47,0.45,0.46,0.45,0.46,0.46,0.45,0.43,0.39,0.41,0.4,0.41,0.4,0.39,0.39,0.4,0.36,0.36,0.36,0.34,0.33,0.35,0.35,0.34,0.33,0.33,0.32,0.3,0.31,0.29,0.29,0.28,0.29,0.27,0.29,0.28,0.27,0.26,0.27,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.22,0.21,0.21,0.21,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.25
07/14/2021,10.41,10.39,5.78,5.44,4.39,2.13,1.86,1.87,1.35,1.08,1.08,1.03,0.93,0.91,0.89,0.87,0.81,0.78,0.75,0.75,0.73,0.65,0.6,0.61,0.55,0.54,0.53,0.5,0.48,0.49,0.49,0.47,0.48,0.47,0.45,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.43,0.4,0.41,0.4,0.41,0.34,0.39,0.39,0.41,0.37,0.36,0.37,0.34,0.34,0.35,0.34,0.34,0.33,0.33,0.32,0.3,0.31,0.29,0.29,0.28,0.29,0.28,0.28,0.28,0.27,0.26,0.27,0.25,0.25,0.25,0.24,0.24,0.24,0.23,0.22,0.22,0.21,0.21,0.21,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.31
07/15/2021,10.48,10.45,5.73,5.4,4.37,2.13,1.88,1.88,1.4,1.09,1.09,1.03,0.92,0.91,0.89,0.87,0.81,0.78,0.78,0.75,0.74,0.65,0.6,0.61,0.56,0.54,0.53,0.5,0.48,0.48,0.48,0.47,0.48,0.47,0.45,0.46,0.44,0.45,0.45,0.45,0.45,0.45,0.43,0.4,0.41,0.4,0.4,0.34,0.39,0.39,0.4,0.37,0.36,0.37,0.34,0.34,0.35,0.34,0.34,0.33,0.32,0.32,0.3,0.3,0.29,0.28,0.28,0.29,0.28,0.28,0.28,0.27,0.26,0.27,0.24,0.26,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.35
07/16/2021,10.42,10.39,5.8,5.49,4.34,2.13,1.89,1.89,1.37,1.09,1.07,1.03,0.94,0.9,0.9,0.87,0.81,0.78,0.78,0.77,0.73,0.65,0.6,0.61,0.56,0.54,0.54,0.5,0.48,0.49,0.49,0.47,0.49,0.47,0.45,0.46,0.44,0.45,0.45,0.45,0.45,0.45,0.43,0.39,0.41,0.4,0.4,0.34,0.39,0.39,0.4,0.37,0.36,0.37,0.34,0.34,0.35,0.34,0.34,0.33,0.33,0.32,0.3,0.29,0.29,0.28,0.28,0.29,0.28,0.28,0.28,0.27,0.26,0.27,0.24,0.26,0.25,0.24,0.24,0.23,0.24,0.22,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4
07/19/2021,10.38,10.34,5.93,5.51,4.29,2.09,1.89,1.9,1.34,1.02,1.07,1.03,0.97,0.92,0.91,0.87,0.8,0.79,0.79,0.78,0.71,0.66,0.58,0.61,0.55,0.54,0.54,0.51,0.47,0.49,0.5,0.47,0.5,0.46,0.45,0.46,0.43,0.45,0.45,0.45,0.44,0.46,0.43,0.41,0.41,0.4,0.41,0.35,0.38,0.39,0.4,0.37,0.36,0.38,0.34,0.34,0.35,0.35,0.34,0.33,0.33,0.32,0.3,0.29,0.29,0.28,0.28,0.29,0.28,0.28,0.28,0.27,0.26,0.27,0.24,0.26,0.24,0.24,0.24,0.23,0.24,0.22,0.22,0.21,0.21,0.21,0.2,0.21,0.21,0.19,0.2,0.2,0.21,0.19,0.19,0.19,0.18,0.19,0.18,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.12,0.12,0.11,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.27
07/20/2021,10.21,10.18,5.89,5.54,4.53,2.09,1.9,1.92,1.34,0.98,1.06,1.03,0.97,0.92,0.91,0.87,0.8,0.81,0.77,0.78,0.7,0.66,0.57,0.61,0.55,0.55,0.53,0.52,0.48,0.49,0.51,0.47,0.5,0.47,0.46,0.47,0.43,0.46,0.46,0.45,0.45,0.46,0.42,0.4,0.41,0.4,0.41,0.36,0.39,0.4,0.41,0.37,0.36,0.38,0.34,0.33,0.35,0.36,0.34,0.34,0.33,0.32,0.3,0.28,0.29,0.28,0.27,0.29,0.28,0.28,0.29,0.26,0.25,0.27,0.23,0.26,0.24,0.24,0.24,0.24,0.24,0.23,0.22,0.21,0.21,0.21,0.2,0.22,0.21,0.19,0.2,0.19,0.21,0.19,0.19,0.19,0.18,0.2,0.18,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.11,0.1,0.09,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.26
07/21/2021,10.21,10.18,5.89,5.54,4.53,2.09,1.9,1.92,1.34,0.98,1.06,1.03,0.97,0.92,0.91,0.87,0.8,0.81,0.77,0.78,0.7,0.66,0.57,0.61,0.55,0.55,0.53,0.52,0.48,0.49,0.51,0.47,0.5,0.47,0.46,0.47,0.43,0.46,0.46,0.45,0.45,0.46,0.42,0.4,0.41,0.4,0.41,0.36,0.39,0.4,0.41,0.37,0.36,0.38,0.34,0.33,0.35,0.36,0.34,0.34,0.33,0.32,0.3,0.28,0.29,0.28,0.27,0.29,0.28,0.28,0.29,0.26,0.25,0.27,0.23,0.26,0.24,0.24,0.24,0.24,0.24,0.23,0.22,0.21,0.21,0.21,0.2,0.22,0.21,0.19,0.2,0.19,0.21,0.19,0.19,0.19,0.18,0.2,0.18,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.11,0.1,0.09,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.26
07/22/2021,10.21,10.18,5.89,5.54,4.53,2.09,1.9,1.92,1.34,0.98,1.06,1.03,0.97,0.92,0.91,0.87,0.8,0.81,0.77,0.78,0.7,0.66,0.57,0.61,0.55,0.55,0.53,0.52,0.48,0.49,0.51,0.47,0.5,0.47,0.46,0.47,0.43,0.46,0.46,0.45,0.45,0.46,0.42,0.4,0.41,0.4,0.41,0.36,0.39,0.4,0.41,0.37,0.36,0.38,0.34,0.33,0.35,0.36,0.34,0.34,0.33,0.32,0.3,0.28,0.29,0.28,0.27,0.29,0.28,0.28,0.29,0.26,0.25,0.27,0.23,0.26,0.24,0.24,0.24,0.24,0.24,0.23,0.22,0.21,0.21,0.21,0.2,0.22,0.21,0.19,0.2,0.19,0.21,0.19,0.19,0.19,0.18,0.2,0.18,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.11,0.1,0.09,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.26
