,GOOGL,TXN,RBLX,AMAT,DELL,NXPI,HPQ,CRL,WAT,TGT,HCA,LH,LOW,HD,LKQ,CNHI.MI,URI,CAT,MO,FCX,KHC,EXC,SYF,DFS,RJF,COF,ALLY,FYBR,RF,LGF.A,LBRDK,ET,KMI,AVID,CAMT,NVMI,TTEC,CNDT,ON,NSIT,SNX,ARW,CMBM,AVT,DDS,EVRI,ASO,BKE,NRG,SGFY,CROX,TGH,CYH,S7V.,MYRG,MRVI,FL,THC,HRI,SEM,CWH,AES,INNV,TVTY,MOH,PAG,KTB,MYOV,AGCO,SAFM,BECN,ALHC,ATH,R,NAVI,AAWW,OMF,SC,BCC,COKE,DAR,HTH,UNFI,EVR,SPB,RIG,GWB,SNEX,BHF,ZION,TSE,BG,LPX,PACW,FHN,RFP,PAGP,NS,INT,ABCL,Cash/Receivables/Payables,AGPXX,SBH,AbCellera Biologics Inc Ordinary Shares,Securities Lending - Bnym,Interest/Overdraft,SUM
07/09/2021,4.08,3.72,3.72,3.65,3.63,3.62,3.48,2.62,2.56,2.48,2.34,2.32,2.3,2.3,2.25,2.19,2.16,2.03,2.02,1.95,1.93,1.68,1.46,1.45,1.4,1.38,1.32,1.29,1.23,1.21,1.15,1.12,1.04,0.93,0.74,0.73,0.73,0.71,0.7,0.69,0.67,0.66,0.63,0.63,0.54,0.5,0.48,0.46,0.45,0.44,0.43,0.41,0.41,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.37,0.37,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.25,0.24,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/12/2021,4.02,3.67,3.66,3.57,3.67,3.56,3.43,2.65,2.61,2.49,2.36,2.33,2.29,2.3,2.3,2.18,2.18,2.05,2.04,1.96,1.93,1.67,1.47,1.5,1.4,1.42,1.35,1.3,1.24,1.14,1.16,1.11,1.04,0.94,0.71,0.72,0.72,0.71,0.69,0.69,0.68,0.66,0.63,0.64,0.55,0.49,0.47,0.46,0.46,0.42,0.44,0.4,0.42,0.39,0.4,0.37,0.4,0.39,0.39,0.37,0.38,0.36,0.35,0.36,0.36,0.36,0.36,0.33,0.35,0.34,0.35,0.32,0.33,0.33,0.35,0.33,0.33,0.33,0.33,0.31,0.3,0.3,0.3,0.28,0.28,0.27,0.29,0.28,0.28,0.28,0.28,0.27,0.29,0.28,0.27,0.27,0.24,0.22,0.22,0.21,0.0,0.08,0.0,0.0,0.0,0.0,100.00999999999998
07/13/2021,4.02,3.67,3.66,3.57,3.67,3.56,3.43,2.65,2.61,2.49,2.36,2.33,2.29,2.3,2.3,2.18,2.18,2.05,2.04,1.96,1.93,1.67,1.47,1.5,1.4,1.42,1.35,1.3,1.24,1.14,1.16,1.11,1.04,0.94,0.71,0.72,0.72,0.71,0.69,0.69,0.68,0.66,0.63,0.64,0.55,0.49,0.47,0.46,0.46,0.42,0.44,0.4,0.42,0.39,0.4,0.37,0.4,0.39,0.39,0.37,0.38,0.36,0.35,0.36,0.36,0.36,0.36,0.33,0.35,0.34,0.35,0.32,0.33,0.33,0.35,0.33,0.33,0.33,0.33,0.31,0.3,0.3,0.3,0.28,0.28,0.27,0.29,0.28,0.28,0.28,0.28,0.27,0.29,0.28,0.27,0.27,0.24,0.22,0.22,0.21,0.0,0.08,0.0,0.0,0.0,0.0,100.00999999999998
07/14/2021,4.02,3.67,3.66,3.57,3.67,3.56,3.43,2.65,2.61,2.49,2.36,2.33,2.29,2.3,2.3,2.18,2.18,2.05,2.04,1.96,1.93,1.67,1.47,1.5,1.4,1.42,1.35,1.3,1.24,1.14,1.16,1.11,1.04,0.94,0.71,0.72,0.71,0.71,0.69,0.69,0.68,0.66,0.63,0.63,0.55,0.49,0.47,0.46,0.46,0.42,0.44,0.4,0.42,0.0,0.4,0.37,0.4,0.39,0.39,0.37,0.38,0.36,0.35,0.36,0.36,0.36,0.36,0.33,0.35,0.34,0.35,0.32,0.33,0.33,0.35,0.33,0.33,0.33,0.33,0.31,0.3,0.3,0.3,0.28,0.28,0.27,0.29,0.28,0.28,0.28,0.28,0.27,0.29,0.28,0.27,0.27,0.24,0.22,0.22,0.0,0.0,0.08,0.39,0.21,0.0,0.0,99.99
07/15/2021,4.06,3.69,3.66,3.61,3.54,3.62,3.32,2.64,2.6,2.52,2.37,2.32,2.28,2.29,2.31,2.2,2.2,2.05,2.03,1.95,1.92,1.68,1.49,1.54,1.42,1.45,1.36,1.3,1.25,1.13,1.13,1.09,1.03,0.95,0.72,0.71,0.72,0.72,0.7,0.68,0.67,0.66,0.6,0.63,0.56,0.49,0.47,0.46,0.45,0.44,0.44,0.4,0.43,0.39,0.4,0.38,0.4,0.39,0.39,0.37,0.39,0.37,0.35,0.36,0.36,0.37,0.36,0.32,0.35,0.33,0.35,0.32,0.33,0.33,0.35,0.33,0.34,0.33,0.33,0.32,0.3,0.3,0.29,0.28,0.28,0.27,0.29,0.28,0.28,0.28,0.28,0.27,0.29,0.28,0.27,0.28,0.23,0.22,0.22,0.2,0.0,0.08,0.0,0.0,0.0,0.0,100.03
07/16/2021,4.13,3.73,3.6,3.65,3.47,3.67,3.26,2.67,2.63,2.55,2.39,2.34,2.3,2.29,2.31,2.2,2.19,2.05,2.04,1.94,1.91,1.68,1.49,1.55,1.43,1.45,1.37,1.31,1.24,1.1,1.13,1.09,1.03,0.93,0.73,0.71,0.72,0.71,0.7,0.68,0.66,0.66,0.61,0.64,0.56,0.48,0.45,0.46,0.45,0.43,0.44,0.4,0.41,0.39,0.41,0.37,0.39,0.39,0.4,0.38,0.38,0.36,0.35,0.36,0.36,0.37,0.35,0.32,0.35,0.34,0.35,0.32,0.32,0.33,0.35,0.33,0.33,0.33,0.33,0.33,0.3,0.29,0.29,0.29,0.28,0.26,0.29,0.29,0.28,0.28,0.28,0.27,0.28,0.27,0.27,0.27,0.23,0.21,0.22,0.2,0.0,0.08,0.0,0.0,0.0,0.0,100.04
07/19/2021,4.18,3.73,3.36,3.62,3.52,3.55,3.29,2.7,2.7,2.6,2.44,2.35,2.35,2.36,2.32,2.19,2.22,2.04,2.1,1.89,1.96,1.74,1.48,1.55,1.44,1.45,1.38,1.31,1.26,1.06,1.13,1.05,1.02,0.94,0.72,0.7,0.73,0.72,0.68,0.69,0.67,0.67,0.57,0.65,0.55,0.46,0.44,0.45,0.45,0.41,0.45,0.4,0.4,0.4,0.41,0.37,0.37,0.39,0.39,0.36,0.38,0.36,0.32,0.35,0.38,0.37,0.35,0.31,0.34,0.34,0.35,0.32,0.33,0.34,0.36,0.33,0.34,0.34,0.29,0.34,0.31,0.3,0.29,0.28,0.29,0.23,0.29,0.29,0.29,0.28,0.27,0.27,0.27,0.28,0.27,0.27,0.23,0.21,0.22,0.19,0.0,0.09,0.0,0.0,0.0,0.0,100.04
07/20/2021,4.24,3.74,3.42,3.53,3.51,3.52,3.27,2.76,2.73,2.62,2.46,2.38,2.39,2.39,2.33,2.18,2.19,2.04,2.12,1.85,1.98,1.78,1.47,1.53,1.42,1.45,1.38,1.33,1.23,1.06,1.17,1.05,1.02,0.93,0.71,0.7,0.73,0.7,0.67,0.69,0.66,0.67,0.57,0.65,0.54,0.44,0.43,0.43,0.46,0.43,0.44,0.39,0.41,0.0,0.41,0.37,0.37,0.39,0.39,0.37,0.38,0.36,0.31,0.35,0.38,0.37,0.35,0.32,0.34,0.35,0.35,0.31,0.32,0.33,0.36,0.33,0.34,0.34,0.28,0.35,0.31,0.29,0.28,0.28,0.31,0.22,0.29,0.29,0.28,0.28,0.26,0.27,0.26,0.27,0.26,0.26,0.22,0.22,0.22,0.0,0.0,0.08,0.39,0.19,0.0,0.0,100.03999999999998
07/21/2021,4.24,3.74,3.42,3.53,3.51,3.52,3.27,2.76,2.73,2.62,2.46,2.38,2.39,2.39,2.33,2.18,2.19,2.04,2.12,1.85,1.98,1.78,1.47,1.53,1.42,1.45,1.38,1.33,1.23,1.06,1.17,1.05,1.02,0.93,0.71,0.7,0.73,0.7,0.67,0.69,0.66,0.67,0.57,0.65,0.54,0.44,0.43,0.43,0.46,0.43,0.44,0.39,0.41,0.0,0.41,0.37,0.37,0.39,0.39,0.37,0.38,0.36,0.31,0.35,0.38,0.37,0.35,0.32,0.34,0.35,0.35,0.31,0.32,0.33,0.36,0.33,0.34,0.34,0.28,0.35,0.31,0.29,0.28,0.28,0.31,0.22,0.29,0.29,0.28,0.28,0.26,0.27,0.26,0.27,0.26,0.26,0.22,0.22,0.22,0.0,0.0,0.08,0.39,0.19,0.0,0.0,100.03999999999998
07/22/2021,4.24,3.74,3.42,3.53,3.51,3.52,3.27,2.76,2.73,2.62,2.46,2.38,2.39,2.39,2.33,2.18,2.19,2.04,2.12,1.85,1.98,1.78,1.47,1.53,1.42,1.45,1.38,1.33,1.23,1.06,1.17,1.05,1.02,0.93,0.71,0.7,0.73,0.7,0.67,0.69,0.66,0.67,0.57,0.65,0.54,0.44,0.43,0.43,0.46,0.43,0.44,0.39,0.41,0.0,0.41,0.37,0.37,0.39,0.39,0.37,0.38,0.36,0.31,0.35,0.38,0.37,0.35,0.32,0.34,0.35,0.35,0.31,0.32,0.33,0.36,0.33,0.34,0.34,0.28,0.35,0.31,0.29,0.28,0.28,0.31,0.22,0.29,0.29,0.28,0.28,0.26,0.27,0.26,0.27,0.26,0.26,0.22,0.22,0.22,0.0,0.0,0.08,0.39,0.19,0.0,0.0,100.03999999999998
