,LASR,MAXN,ZIP,AXON,NVDA,AZO,APLS,CMG,TPD.,RVLV,CGNX,EVA,MJC.,FTCI,QCOM,MU,LITE,FB,DCP,GDDY,BBDC,INVH,ALRM,WELL,TGT,BPMC,TSCO,CTRE,RXT,ICE,TGLS,CRM,UNH,UPS,TXRH,AMH,HUBS,BLMN,ALL,DISH,BSM,UNP,XLRN,ADC,MHK,RNG,SBAC,NOG,DG,OXY,AQUA,EPD,LNG,ANGO,CB,PCH,PSTG,QTS,TARS,RGNX,HCAT,SSNC,EPR,RCII,UNIT,PLD,CDNA,AJG,AVT,JBL,MCHP,GDS,PII,BABA,WCN.TO,NNN,CWST,FANG,KMPR,LPRO,EQIX,WLTW,HR,LBAI,EVRI,CI,WY,BSX,GLPI,AVAH,FIS,ATUS,ORI,IIIV,PCAR,PXD,COP,MNRL,PHM,CASH,SBNY,WMB,PRMW.TO,SNX,RUTH,RWT,DLR,KRP,LMRK,HQY,WCC,MRO,ZION,TDS,LOB,FCPT,USM,FSS,DVN,ET,PING,OCUL,ACHC,TRGP,AX,VICI,CVS,FHN,ENV,QURE,FWRD,OBNK,MPC,DCOM,VSAT,AMK,ALGT,MDC,OSBC,EXK.,PACW,OCFC,ARGO,FOA,LADR,BANR,WTFC,TSC,TRTX,CBAY,TBK,SMG,MMS,MIRM,CNOB,TBBK,PLAY,HWC,MBIN,APA,PPBI,VBTX,KBH,VLO,ALK,SKYW,WNC,ARKO,FLXN,SATS,VBIV,NREF,MIXT,SMBK,LEVL,SLGL,PYPD,AGPXX,Cash/Receivables/Payables,WOW,HBAN,NOVA,EL,DAR,DAL,NWL,n/a,AR,AAP,DHI,EHC,TPX,ATRS,EXAS,OFLX,ITRI,BYRN,SWCH,PRMW,WCN,SUM
07/09/2021,0.68,0.66,0.64,0.63,0.63,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.53,0.53,0.53,0.53,0.53,0.53,0.51,0.51,0.48,0.48,0.47,0.43,0.39,0.28,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
07/12/2021,0.62,0.62,0.61,0.64,0.61,0.63,0.6,0.63,0.61,0.63,0.62,0.61,0.58,0.56,0.6,0.58,0.59,0.59,0.59,0.59,0.59,0.61,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.6,0.59,0.58,0.59,0.6,0.6,0.61,0.59,0.59,0.6,0.58,0.58,0.58,0.55,0.59,0.6,0.57,0.59,0.57,0.59,0.58,0.58,0.58,0.58,0.6,0.59,0.6,0.57,0.58,0.59,0.57,0.59,0.58,0.58,0.59,0.58,0.59,0.56,0.58,0.58,0.58,0.57,0.53,0.58,0.56,0.58,0.58,0.57,0.56,0.57,0.58,0.57,0.57,0.57,0.56,0.57,0.57,0.6,0.57,0.58,0.53,0.57,0.58,0.57,0.57,0.57,0.56,0.57,0.57,0.56,0.58,0.6,0.57,0.57,0.59,0.56,0.57,0.58,0.56,0.56,0.55,0.59,0.56,0.57,0.56,0.6,0.57,0.57,0.57,0.58,0.56,0.58,0.55,0.56,0.57,0.56,0.57,0.56,0.56,0.56,0.54,0.56,0.56,0.55,0.55,0.58,0.56,0.55,0.54,0.56,0.54,0.56,0.56,0.56,0.53,0.55,0.55,0.56,0.56,0.54,0.56,0.56,0.53,0.56,0.54,0.55,0.56,0.53,0.56,0.56,0.54,0.53,0.54,0.53,0.51,0.53,0.53,0.54,0.52,0.51,0.51,0.48,0.48,0.42,0.43,0.38,0.29,0.15,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
07/13/2021,0.62,0.62,0.61,0.64,0.61,0.63,0.6,0.63,0.61,0.63,0.62,0.61,0.58,0.56,0.6,0.58,0.59,0.59,0.59,0.59,0.59,0.61,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.6,0.59,0.58,0.59,0.6,0.6,0.61,0.59,0.59,0.6,0.58,0.58,0.58,0.55,0.59,0.6,0.57,0.59,0.57,0.59,0.58,0.58,0.58,0.58,0.6,0.59,0.6,0.57,0.58,0.59,0.57,0.59,0.58,0.58,0.59,0.58,0.59,0.56,0.58,0.58,0.58,0.57,0.53,0.58,0.56,0.58,0.58,0.57,0.56,0.57,0.58,0.57,0.57,0.57,0.56,0.57,0.57,0.6,0.57,0.58,0.53,0.57,0.58,0.57,0.57,0.57,0.56,0.57,0.57,0.56,0.58,0.6,0.57,0.57,0.59,0.56,0.57,0.58,0.56,0.56,0.55,0.59,0.56,0.57,0.56,0.6,0.57,0.57,0.57,0.58,0.56,0.58,0.55,0.56,0.57,0.56,0.57,0.56,0.56,0.56,0.54,0.56,0.56,0.55,0.55,0.58,0.56,0.55,0.54,0.56,0.54,0.56,0.56,0.56,0.53,0.55,0.55,0.56,0.56,0.54,0.56,0.56,0.53,0.56,0.54,0.55,0.56,0.53,0.56,0.56,0.54,0.53,0.54,0.53,0.51,0.53,0.53,0.54,0.52,0.51,0.51,0.48,0.48,0.42,0.43,0.38,0.29,0.15,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
07/15/2021,0.62,0.63,0.63,0.64,0.62,0.63,0.59,0.64,0.62,0.63,0.62,0.61,0.59,0.57,0.6,0.59,0.59,0.6,0.58,0.58,0.6,0.61,0.59,0.61,0.61,0.58,0.59,0.59,0.58,0.6,0.59,0.57,0.6,0.6,0.61,0.61,0.57,0.61,0.6,0.58,0.59,0.58,0.54,0.59,0.6,0.55,0.59,0.56,0.59,0.57,0.57,0.58,0.57,0.61,0.59,0.6,0.56,0.58,0.58,0.56,0.59,0.58,0.58,0.59,0.59,0.6,0.54,0.58,0.58,0.58,0.57,0.53,0.58,0.56,0.58,0.58,0.57,0.56,0.57,0.58,0.58,0.56,0.58,0.54,0.57,0.57,0.6,0.57,0.58,0.53,0.57,0.59,0.57,0.58,0.58,0.56,0.56,0.56,0.56,0.59,0.61,0.57,0.57,0.58,0.57,0.58,0.58,0.55,0.56,0.56,0.59,0.57,0.57,0.56,0.59,0.58,0.56,0.57,0.58,0.55,0.58,0.55,0.56,0.56,0.57,0.57,0.56,0.56,0.56,0.53,0.55,0.57,0.55,0.55,0.57,0.56,0.56,0.54,0.56,0.52,0.56,0.55,0.58,0.52,0.55,0.55,0.56,0.58,0.55,0.56,0.56,0.53,0.55,0.55,0.56,0.57,0.54,0.56,0.57,0.53,0.54,0.54,0.53,0.51,0.53,0.53,0.54,0.52,0.48,0.5,0.46,0.47,0.41,0.43,0.39,0.29,0.15,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
07/16/2021,0.62,0.6,0.63,0.66,0.63,0.64,0.59,0.64,0.61,0.63,0.62,0.61,0.59,0.58,0.61,0.59,0.6,0.61,0.57,0.59,0.6,0.62,0.6,0.62,0.62,0.58,0.6,0.59,0.58,0.6,0.59,0.58,0.61,0.6,0.61,0.61,0.57,0.62,0.6,0.57,0.58,0.58,0.54,0.6,0.6,0.55,0.6,0.56,0.6,0.58,0.57,0.59,0.56,0.6,0.6,0.59,0.56,0.58,0.57,0.56,0.57,0.58,0.6,0.58,0.59,0.6,0.54,0.58,0.59,0.58,0.57,0.57,0.57,0.58,0.59,0.58,0.57,0.57,0.57,0.59,0.58,0.57,0.58,0.54,0.56,0.58,0.59,0.57,0.58,0.53,0.58,0.58,0.57,0.6,0.58,0.56,0.57,0.57,0.55,0.57,0.6,0.57,0.58,0.57,0.56,0.57,0.58,0.56,0.57,0.55,0.58,0.57,0.57,0.56,0.59,0.57,0.57,0.57,0.59,0.55,0.57,0.54,0.55,0.57,0.56,0.57,0.57,0.56,0.56,0.53,0.55,0.56,0.54,0.55,0.57,0.56,0.55,0.53,0.56,0.52,0.55,0.55,0.57,0.51,0.54,0.55,0.56,0.57,0.55,0.56,0.56,0.53,0.56,0.54,0.56,0.56,0.54,0.55,0.56,0.53,0.53,0.54,0.52,0.51,0.52,0.52,0.53,0.52,0.47,0.51,0.46,0.48,0.41,0.43,0.39,0.29,0.14,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/19/2021,0.54,0.46,0.59,0.57,0.54,0.6,0.54,0.58,0.56,0.57,0.57,0.58,0.54,0.51,0.59,0.57,0.57,0.57,0.54,0.55,0.58,0.59,0.55,0.6,0.59,0.55,0.58,0.58,0.57,0.58,0.56,0.55,0.59,0.58,0.58,0.6,0.52,0.58,0.57,0.56,0.56,0.56,0.56,0.59,0.56,0.52,0.58,0.52,0.58,0.53,0.0,0.57,0.55,0.55,0.59,0.57,0.55,0.58,0.52,0.55,0.56,0.58,0.6,0.58,0.59,0.6,0.51,0.57,0.59,0.57,0.55,0.59,0.56,0.6,0.58,0.6,0.57,0.54,0.57,0.56,0.59,0.56,0.58,0.56,0.53,0.58,0.58,0.56,0.59,0.53,0.59,0.57,0.57,0.56,0.59,0.54,0.56,0.55,0.54,0.58,0.6,0.56,0.59,0.56,0.55,0.58,0.59,0.55,0.58,0.55,0.57,0.55,0.58,0.56,0.6,0.59,0.57,0.57,0.56,0.54,0.55,0.55,0.55,0.56,0.6,0.59,0.58,0.58,0.57,0.55,0.57,0.58,0.54,0.57,0.58,0.57,0.58,0.54,0.59,0.55,0.58,0.58,0.61,0.53,0.58,0.58,0.59,0.62,0.59,0.58,0.6,0.56,0.0,0.57,0.6,0.59,0.56,0.6,0.59,0.53,0.57,0.58,0.56,0.53,0.57,0.57,0.58,0.56,0.51,0.55,0.54,0.4,0.42,0.55,0.59,0.34,0.13,0.08,0.0,0.6,0.59,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
07/23/2021,0.55,0.46,0.57,0.6,0.53,0.61,0.55,0.58,0.57,0.59,0.57,0.59,0.58,0.49,0.58,0.56,0.57,0.57,0.54,0.55,0.57,0.6,0.55,0.61,0.6,0.59,0.57,0.59,0.56,0.59,0.53,0.56,0.59,0.58,0.58,0.61,0.55,0.56,0.56,0.58,0.56,0.55,0.59,0.6,0.55,0.52,0.59,0.48,0.6,0.5,0.0,0.57,0.56,0.55,0.6,0.55,0.61,0.58,0.52,0.58,0.58,0.59,0.6,0.6,0.62,0.61,0.54,0.57,0.59,0.56,0.56,0.6,0.58,0.59,0.59,0.61,0.59,0.5,0.56,0.56,0.59,0.56,0.6,0.54,0.52,0.57,0.56,0.57,0.59,0.53,0.58,0.57,0.57,0.58,0.59,0.52,0.54,0.54,0.55,0.57,0.57,0.56,0.6,0.56,0.53,0.58,0.6,0.54,0.6,0.55,0.57,0.51,0.57,0.59,0.57,0.6,0.59,0.57,0.54,0.54,0.57,0.54,0.56,0.56,0.6,0.6,0.59,0.55,0.57,0.55,0.57,0.57,0.52,0.55,0.6,0.56,0.58,0.56,0.59,0.58,0.58,0.57,0.59,0.52,0.58,0.57,0.57,0.6,0.58,0.59,0.6,0.57,0.0,0.59,0.59,0.56,0.54,0.57,0.58,0.51,0.54,0.56,0.58,0.5,0.56,0.55,0.59,0.58,0.52,0.55,0.57,0.39,0.43,0.54,0.58,0.33,0.13,0.0,-0.02,0.62,0.58,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/03/2021,0.6,0.56,0.6,0.57,0.55,0.57,0.54,0.58,0.61,0.56,0.6,0.56,0.56,0.53,0.59,0.57,0.57,0.57,0.56,0.55,0.57,0.57,0.57,0.55,0.57,0.57,0.55,0.56,0.55,0.55,0.58,0.54,0.55,0.5,0.53,0.57,0.57,0.55,0.56,0.56,0.57,0.55,0.57,0.56,0.58,0.55,0.57,0.57,0.57,0.54,0.0,0.53,0.56,0.57,0.56,0.56,0.55,0.56,0.49,0.48,0.57,0.58,0.53,0.59,0.58,0.56,0.55,0.55,0.59,0.6,0.58,0.45,0.55,0.51,0.57,0.56,0.59,0.55,0.0,0.53,0.56,0.51,0.56,0.59,0.57,0.55,0.55,0.58,0.56,0.53,0.57,0.51,0.56,0.56,0.53,0.56,0.55,0.57,0.58,0.58,0.53,0.55,0.55,0.58,0.54,0.56,0.56,0.54,0.55,0.55,0.59,0.55,0.58,0.55,0.54,0.56,0.55,0.58,0.55,0.55,0.54,0.51,0.56,0.55,0.57,0.55,0.56,0.56,0.57,0.61,0.56,0.57,0.58,0.6,0.55,0.58,0.55,0.6,0.54,0.51,0.55,0.57,0.57,0.54,0.58,0.57,0.57,0.56,0.57,0.52,0.57,0.54,0.0,0.51,0.59,0.61,0.54,0.57,0.53,0.57,0.57,0.59,0.58,0.59,0.56,0.57,0.58,0.57,0.5,0.56,0.54,0.35,0.49,0.49,0.56,0.23,0.16,0.0,0.0,0.56,0.57,0.6,0.57,0.57,0.54,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
08/04/2021,0.6,0.56,0.6,0.57,0.55,0.57,0.54,0.58,0.61,0.56,0.6,0.56,0.56,0.53,0.59,0.57,0.57,0.57,0.56,0.55,0.57,0.57,0.57,0.55,0.57,0.57,0.55,0.56,0.55,0.55,0.58,0.54,0.55,0.5,0.53,0.57,0.57,0.55,0.56,0.56,0.57,0.55,0.57,0.56,0.58,0.55,0.57,0.57,0.57,0.54,0.0,0.53,0.56,0.57,0.56,0.56,0.55,0.56,0.49,0.48,0.57,0.58,0.53,0.59,0.58,0.56,0.55,0.55,0.59,0.6,0.58,0.45,0.55,0.51,0.57,0.56,0.59,0.55,0.0,0.53,0.56,0.51,0.56,0.59,0.57,0.55,0.55,0.58,0.56,0.53,0.57,0.51,0.56,0.56,0.53,0.56,0.55,0.57,0.58,0.58,0.53,0.55,0.55,0.58,0.54,0.56,0.56,0.54,0.55,0.55,0.59,0.55,0.58,0.55,0.54,0.56,0.55,0.58,0.55,0.55,0.54,0.51,0.56,0.55,0.57,0.55,0.56,0.56,0.57,0.61,0.56,0.57,0.58,0.6,0.55,0.58,0.55,0.6,0.54,0.51,0.55,0.57,0.57,0.54,0.58,0.57,0.57,0.56,0.57,0.52,0.57,0.54,0.0,0.51,0.59,0.61,0.54,0.57,0.53,0.57,0.57,0.59,0.58,0.59,0.56,0.57,0.58,0.57,0.5,0.56,0.54,0.35,0.49,0.49,0.56,0.23,0.16,0.0,0.0,0.56,0.57,0.6,0.57,0.57,0.54,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
08/05/2021,0.61,0.56,0.62,0.59,0.56,0.58,0.54,0.58,0.61,0.58,0.6,0.55,0.57,0.54,0.59,0.58,0.57,0.56,0.55,0.56,0.57,0.57,0.58,0.55,0.56,0.57,0.56,0.55,0.56,0.56,0.59,0.54,0.56,0.5,0.54,0.57,0.57,0.56,0.57,0.56,0.58,0.56,0.57,0.57,0.58,0.56,0.58,0.54,0.58,0.54,0.0,0.53,0.56,0.58,0.57,0.56,0.57,0.56,0.49,0.48,0.57,0.58,0.53,0.59,0.58,0.57,0.54,0.55,0.58,0.6,0.59,0.46,0.55,0.52,0.57,0.56,0.59,0.55,0.0,0.52,0.56,0.51,0.56,0.58,0.59,0.55,0.56,0.59,0.55,0.52,0.53,0.52,0.57,0.55,0.53,0.55,0.55,0.55,0.59,0.57,0.54,0.55,0.55,0.57,0.54,0.57,0.56,0.54,0.54,0.56,0.59,0.54,0.58,0.5,0.53,0.56,0.5,0.57,0.55,0.55,0.54,0.52,0.57,0.54,0.56,0.54,0.56,0.56,0.57,0.61,0.56,0.56,0.57,0.59,0.54,0.59,0.55,0.6,0.54,0.51,0.54,0.56,0.57,0.55,0.57,0.56,0.57,0.56,0.57,0.53,0.57,0.54,0.0,0.53,0.59,0.62,0.54,0.56,0.51,0.56,0.57,0.58,0.59,0.59,0.55,0.56,0.58,0.56,0.53,0.57,0.56,0.36,0.53,0.49,0.56,0.23,0.16,0.0,-0.04,0.59,0.57,0.57,0.56,0.57,0.54,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.15
