,MAC,DKS,AEO,NTLA,VVV,AYI,SKT,LPX,EVR,THG,SYNA,MSM,SBRA,AQUA,XEC,ISBC,XRX,HR,SONO,ADS,OFC,SAVA,IDA,TCBI,NCR,HRB,COMM,NUVA,VLY,RDN,ESI,SWX,VMI,SI,NAVI,WTS,CPE,WTFC,RIG,BDN,CNMD,CRNC,MC,GRA,WBS,AM,CC,COOP,AVT,WCC,JACK,HTH,R,SNX,SWCH,SJI,MCY,CR,FUL,RVLV,GT,SWAV,PCH,NHI,WSFS,BIG,EPRT,PBH,AAWW,MTDR,HE,VSTO,LGND,CNO,SIG,CW,PINC,CARG,BKU,DDS,IRBT,GEO,SFM,SXT,AXNX,EYE,LEVI,ABCB,CMC,AMCX,FHI,SLGN,CVLT,TDS,PPBI,TRTN,HCAT,BLKB,TGNA,CWH,EVTC,HOME,AGIO,ALKS,SNBR,NSIT,PGNY,BGS,ARVN,TEX,UMBF,NSP,IDCC,ATKR,PCRX,BMI,UFPI,CTRE,PRFT,PDCE,KFY,VSH,SFNC,EXLS,TWNK,AIMC,ASGN,AVNT,HOMB,HIBB,PDCO,REZI,CHX,IBTX,TSE,AVA,AMKR,NGVT,UCBI,IRWD,TPH,SHOO,CWT,SBH,SPB,AX,OI,ABG,AEIS,CATY,PHR,FELE,RLGY,RCII,AHCO,State Street Instl US Govt MMkt Premier,SATS,CBT,CCMP,SBGI,UE,HI,VCEL,JOE,OMI,CLVS,ENSG,LTC,HCSG,JW.A,OSIS,COWN,SFBS,BXS,VRTS,KW,DAN,RILY,MWA,EPC,HAIN,FWRD,MED,KREF,MATX,OPK,FIX,GPI,TMHC,GHC,TTEC,HRI,ENR,COHU,SEM,AIT,STC,ILPT,ABM,MD,SSTK,CLDX,LCII,NTGR,KTB,GOLF,INOV,SUM
07/09/2021,1.03,0.87,0.84,0.84,0.82,0.73,0.72,0.72,0.7,0.69,0.69,0.66,0.65,0.65,0.64,0.64,0.64,0.62,0.62,0.61,0.6,0.6,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.52,0.51,0.51,0.51,0.51,0.5,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.45,0.45,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.08
07/12/2021,1.03,0.87,0.84,0.84,0.82,0.73,0.72,0.72,0.7,0.69,0.69,0.66,0.65,0.65,0.64,0.64,0.64,0.62,0.62,0.61,0.6,0.6,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.52,0.51,0.51,0.51,0.51,0.5,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.45,0.45,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.08
07/13/2021,1.03,0.87,0.84,0.84,0.82,0.73,0.72,0.72,0.7,0.69,0.69,0.66,0.65,0.65,0.64,0.64,0.64,0.62,0.62,0.61,0.6,0.6,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.52,0.51,0.51,0.51,0.51,0.5,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.45,0.45,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.08
07/14/2021,1.03,0.87,0.84,0.84,0.82,0.73,0.72,0.72,0.7,0.69,0.69,0.66,0.65,0.65,0.64,0.64,0.64,0.62,0.62,0.61,0.6,0.6,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.52,0.51,0.51,0.51,0.51,0.5,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.45,0.45,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.08
07/15/2021,1.03,0.87,0.84,0.84,0.82,0.73,0.72,0.72,0.7,0.69,0.69,0.66,0.65,0.65,0.64,0.64,0.64,0.62,0.62,0.61,0.6,0.6,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.52,0.51,0.51,0.51,0.51,0.5,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.45,0.45,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.08
07/16/2021,1.03,0.87,0.84,0.84,0.82,0.73,0.72,0.72,0.7,0.69,0.69,0.66,0.65,0.65,0.64,0.64,0.64,0.62,0.62,0.61,0.6,0.6,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.52,0.51,0.51,0.51,0.51,0.5,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.45,0.45,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.08
07/19/2021,1.03,0.87,0.84,0.84,0.82,0.73,0.72,0.72,0.7,0.69,0.69,0.66,0.65,0.65,0.64,0.64,0.64,0.62,0.62,0.61,0.6,0.6,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.52,0.51,0.51,0.51,0.51,0.5,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.45,0.45,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.08
07/20/2021,1.03,0.87,0.84,0.84,0.82,0.73,0.72,0.72,0.7,0.69,0.69,0.66,0.65,0.65,0.64,0.64,0.64,0.62,0.62,0.61,0.6,0.6,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.52,0.51,0.51,0.51,0.51,0.5,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.45,0.45,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.08
07/21/2021,1.03,0.87,0.84,0.84,0.82,0.73,0.72,0.72,0.7,0.69,0.69,0.66,0.65,0.65,0.64,0.64,0.64,0.62,0.62,0.61,0.6,0.6,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.52,0.51,0.51,0.51,0.51,0.5,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.45,0.45,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.08
07/22/2021,0.99,0.86,0.8,0.73,0.81,0.69,0.71,0.66,0.69,0.74,0.67,0.67,0.69,0.62,0.62,0.62,0.65,0.68,0.6,0.61,0.68,0.58,0.66,0.61,0.59,0.61,0.57,0.56,0.56,0.58,0.56,0.61,0.54,0.43,0.56,0.52,0.38,0.51,0.4,0.54,0.49,0.51,0.48,0.51,0.45,0.46,0.46,0.5,0.48,0.47,0.45,0.44,0.44,0.43,0.44,0.45,0.43,0.45,0.44,0.41,0.4,0.4,0.43,0.43,0.4,0.38,0.43,0.4,0.39,0.37,0.42,0.35,0.35,0.39,0.33,0.39,0.41,0.41,0.36,0.37,0.35,0.35,0.39,0.35,0.35,0.36,0.37,0.34,0.34,0.29,0.36,0.35,0.35,0.34,0.32,0.33,0.34,0.32,0.32,0.31,0.32,0.33,0.33,0.32,0.32,0.31,0.29,0.29,0.31,0.29,0.29,0.32,0.28,0.3,0.28,0.3,0.29,0.31,0.31,0.25,0.27,0.27,0.27,0.29,0.28,0.27,0.28,0.26,0.25,0.26,0.27,0.24,0.24,0.25,0.23,0.27,0.25,0.26,0.25,0.25,0.23,0.24,0.28,0.24,0.25,0.25,0.23,0.27,0.21,0.23,0.26,0.24,0.23,0.23,0.22,0.24,0.22,0.22,0.22,0.19,0.23,0.23,0.23,0.22,0.24,0.2,0.23,0.24,0.22,0.21,0.22,0.21,0.22,0.21,0.21,0.22,0.21,0.2,0.22,0.2,0.21,0.21,0.2,0.21,0.22,0.0,0.19,0.22,0.0,0.21,0.2,0.2,0.19,0.0,0.0,0.19,0.2,0.21,0.21,0.0,0.2,0.2,0.19,0.19,0.19,0.0,0.0,73.35
