,AMC,OVV,THC,STAG,EME,SSB,CHK,VLY,M,ADC,ESNT,CIT,NVTA,SIGI,GT,TRNO,GBCI,PDCE,UBSI,HR,XTSLA,BXMT,RDN,HASI,PNM,ROLL,BKH,POR,CHX,CAR,TGNA,SBRA,AIMC,DOC,UMBF,OGS,ARNA,NJR,APG,SWX,ARNC,REZI,HOMB,RRC,HWC,ELY,DBRG,AVNT,SR,WCC,CBU,ENS,ALE,CMC,KFY,AR,BNL,LXP,CIM,ETRN,ADNT,MAC,PACB,BKU,AGIO,PCH,NAVI,EPRT,ESGR,TRTN,UNF,HP,MUR,NWE,CNO,ORA,QTS,EQC,APLE,FHI,MTH,PPBI,TPTX,RAMP,CNNE,SAVE,PEB,CATY,EBS,GATX,ITGR,ABCB,ASB,NHI,TMHC,AUB,RXN,VRNT,FCFS,NOVA,AVA,CWT,OUT,CNX,KMT,BIPC,ABM,KBH,SMPL,BBBY,EBC,KTOS,FUL,SJI,CVET,MGEE,VCYT,ACA,MATX,UFS,HL,MAXR,MPLN,REGI,IBTX,MLHR,SFNC,SM,PBH,VSH,MTX,SITC,MDRX,FULT,CVBF,ANF,PRMW.TO,JW.A,MARA,ONB,SHO,BRC,WD,AEL,GPI,BXS,RMBS,PRG,BCRX,OPCH,AX,PDM,MOG.A,CRC,RLJ,VSTO,FLOW,MYGN,SANM,WERN,KW,TROX,ASO,RPAI,GHC,FRME,PIPR,CSTM,IBOC,WAFD,TDS,TRN,HUBG,ODP,NSIT,BBIO,ABR,TPH,FLR,BDN,COOP,EPC,B,AMWL,SCL,MANT,AMRS,COLB,THS,IIPR,HTH,WSBC,ONTO,CTRE,AIN,PFSI,SKYW,PRLB,RLGY,MGLN,WSFS,XPER,ARI,GDOT,TWNK,WOR,FBC,LILAK,XHR,TOWN,MWA,OFC,FBP,ESE,UCBI,BIG,USD,INDB,OTTR,UNIT,BHVN,FCPT,UE,GTLS,BDC,MIC,CPK,JACK,WRE,SYKE,MDC,LC,ISBC,SUM
07/09/2021,1.41,0.52,0.44,0.43,0.4,0.38,0.37,0.37,0.36,0.34,0.34,0.34,0.34,0.33,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.28
07/12/2021,1.38,0.52,0.44,0.44,0.41,0.39,0.38,0.36,0.35,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.31,0.31,0.31,0.3,0.0,0.3,0.29,0.28,0.29,0.29,0.29,0.29,0.28,0.26,0.28,0.27,0.28,0.28,0.27,0.27,0.26,0.27,0.26,0.28,0.27,0.26,0.25,0.28,0.26,0.26,0.25,0.27,0.26,0.26,0.25,0.25,0.26,0.26,0.25,0.26,0.24,0.24,0.23,0.25,0.24,0.24,0.23,0.24,0.25,0.25,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.21,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.21,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.2,0.21,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.17,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.2,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.18,0.16,0.0,0.16,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.0,0.0,0.0,0.15,0.0,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
07/13/2021,1.38,0.52,0.44,0.44,0.41,0.39,0.38,0.36,0.35,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.31,0.31,0.31,0.3,0.0,0.3,0.29,0.28,0.29,0.29,0.29,0.29,0.28,0.26,0.28,0.27,0.28,0.28,0.27,0.27,0.26,0.27,0.26,0.28,0.27,0.26,0.25,0.28,0.26,0.26,0.25,0.27,0.26,0.26,0.25,0.25,0.26,0.26,0.25,0.26,0.24,0.24,0.23,0.25,0.24,0.24,0.23,0.24,0.25,0.25,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.21,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.21,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.2,0.21,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.17,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.2,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.18,0.16,0.0,0.16,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.0,0.0,0.0,0.15,0.0,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
07/14/2021,1.3,0.52,0.44,0.43,0.41,0.39,0.37,0.37,0.37,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.31,0.31,0.31,0.3,0.0,0.3,0.29,0.28,0.29,0.29,0.29,0.29,0.28,0.26,0.28,0.28,0.29,0.28,0.28,0.26,0.26,0.27,0.26,0.27,0.27,0.26,0.26,0.28,0.27,0.26,0.25,0.27,0.25,0.26,0.26,0.25,0.25,0.26,0.25,0.26,0.24,0.23,0.24,0.25,0.24,0.24,0.23,0.25,0.25,0.25,0.24,0.23,0.23,0.23,0.23,0.23,0.24,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.21,0.21,0.2,0.21,0.21,0.22,0.22,0.2,0.19,0.2,0.2,0.19,0.2,0.18,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.19,0.19,0.18,0.19,0.2,0.19,0.18,0.18,0.17,0.2,0.2,0.19,0.2,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.18,0.18,0.19,0.18,0.21,0.19,0.18,0.18,0.18,0.16,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.17,0.17,0.18,0.16,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.16,0.0,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.0,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.15,0.16,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.02
07/15/2021,1.3,0.52,0.44,0.43,0.41,0.39,0.37,0.37,0.37,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.31,0.31,0.31,0.3,0.0,0.3,0.29,0.28,0.29,0.29,0.29,0.29,0.28,0.26,0.28,0.28,0.29,0.28,0.28,0.26,0.26,0.27,0.26,0.27,0.27,0.26,0.26,0.28,0.27,0.26,0.25,0.27,0.25,0.26,0.26,0.25,0.25,0.26,0.25,0.26,0.24,0.23,0.24,0.25,0.24,0.24,0.23,0.25,0.25,0.25,0.24,0.23,0.23,0.23,0.23,0.23,0.24,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.21,0.21,0.2,0.21,0.21,0.22,0.22,0.2,0.19,0.2,0.2,0.19,0.2,0.18,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.19,0.19,0.18,0.19,0.2,0.19,0.18,0.18,0.17,0.2,0.2,0.19,0.2,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.18,0.18,0.19,0.18,0.21,0.19,0.18,0.18,0.18,0.16,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.17,0.17,0.18,0.16,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.16,0.0,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.0,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.15,0.16,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.02
07/16/2021,1.12,0.52,0.45,0.44,0.41,0.39,0.37,0.37,0.38,0.34,0.34,0.33,0.31,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.0,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.26,0.28,0.28,0.29,0.28,0.28,0.27,0.26,0.27,0.26,0.28,0.27,0.26,0.26,0.28,0.27,0.26,0.25,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.24,0.24,0.24,0.25,0.24,0.24,0.22,0.25,0.24,0.25,0.25,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.21,0.19,0.2,0.2,0.21,0.21,0.2,0.22,0.21,0.22,0.21,0.2,0.18,0.21,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.21,0.21,0.19,0.21,0.2,0.21,0.2,0.19,0.18,0.19,0.19,0.19,0.19,0.18,0.19,0.2,0.19,0.19,0.18,0.16,0.2,0.2,0.19,0.2,0.19,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.16,0.18,0.18,0.18,0.18,0.19,0.21,0.18,0.18,0.18,0.18,0.16,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.17,0.17,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.0,0.16,0.0,0.16,0.17,0.17,0.16,0.17,0.16,0.16,0.17,0.15,0.16,0.17,0.17,0.16,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.16,0.16,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.010000000000005
07/19/2021,1.04,0.49,0.45,0.45,0.42,0.4,0.35,0.38,0.36,0.35,0.35,0.35,0.3,0.33,0.32,0.33,0.32,0.29,0.32,0.31,0.0,0.3,0.3,0.28,0.29,0.3,0.31,0.3,0.27,0.27,0.28,0.28,0.29,0.28,0.28,0.28,0.25,0.27,0.26,0.29,0.26,0.25,0.26,0.26,0.27,0.25,0.25,0.28,0.27,0.26,0.26,0.25,0.27,0.26,0.25,0.25,0.25,0.25,0.23,0.24,0.23,0.25,0.2,0.25,0.24,0.25,0.25,0.23,0.25,0.24,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.2,0.18,0.19,0.19,0.21,0.21,0.21,0.22,0.21,0.22,0.22,0.21,0.18,0.21,0.2,0.19,0.2,0.17,0.21,0.21,0.19,0.2,0.21,0.19,0.22,0.2,0.21,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.18,0.18,0.2,0.2,0.19,0.17,0.17,0.2,0.2,0.19,0.2,0.17,0.18,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.18,0.17,0.16,0.19,0.18,0.18,0.19,0.19,0.21,0.19,0.18,0.18,0.18,0.16,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.16,0.16,0.18,0.18,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.0,0.16,0.0,0.16,0.17,0.17,0.16,0.17,0.0,0.16,0.17,0.0,0.17,0.16,0.17,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.18,0.16,0.16,0.16,0.0,0.26,0.16,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1
07/20/2021,1.04,0.49,0.45,0.45,0.42,0.4,0.35,0.38,0.36,0.35,0.35,0.35,0.3,0.33,0.32,0.33,0.32,0.29,0.32,0.31,0.0,0.3,0.3,0.28,0.29,0.3,0.31,0.3,0.27,0.27,0.28,0.28,0.29,0.28,0.28,0.28,0.25,0.27,0.26,0.29,0.26,0.25,0.26,0.26,0.27,0.25,0.25,0.28,0.27,0.26,0.26,0.25,0.27,0.26,0.25,0.25,0.25,0.25,0.23,0.24,0.23,0.25,0.2,0.25,0.24,0.25,0.25,0.23,0.25,0.24,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.2,0.18,0.19,0.19,0.21,0.21,0.21,0.22,0.21,0.22,0.22,0.21,0.18,0.21,0.2,0.19,0.2,0.17,0.21,0.21,0.19,0.2,0.21,0.19,0.22,0.2,0.21,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.18,0.18,0.2,0.2,0.19,0.17,0.17,0.2,0.2,0.19,0.2,0.17,0.18,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.18,0.17,0.16,0.19,0.18,0.18,0.19,0.19,0.21,0.19,0.18,0.18,0.18,0.16,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.16,0.16,0.18,0.18,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.0,0.16,0.0,0.16,0.17,0.17,0.16,0.17,0.0,0.16,0.17,0.0,0.17,0.16,0.17,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.18,0.16,0.16,0.16,0.0,0.26,0.16,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1
07/21/2021,1.02,0.46,0.45,0.46,0.42,0.39,0.36,0.37,0.35,0.36,0.35,0.34,0.31,0.34,0.31,0.33,0.32,0.28,0.32,0.32,0.0,0.31,0.3,0.28,0.3,0.3,0.31,0.31,0.27,0.26,0.28,0.28,0.28,0.29,0.28,0.28,0.26,0.27,0.26,0.3,0.26,0.25,0.25,0.26,0.27,0.25,0.25,0.27,0.27,0.26,0.26,0.25,0.27,0.26,0.25,0.24,0.25,0.25,0.24,0.24,0.23,0.24,0.2,0.24,0.25,0.25,0.25,0.24,0.26,0.23,0.23,0.22,0.21,0.23,0.22,0.22,0.22,0.23,0.22,0.23,0.22,0.22,0.2,0.19,0.2,0.19,0.21,0.21,0.22,0.22,0.21,0.22,0.22,0.21,0.18,0.21,0.2,0.19,0.2,0.17,0.21,0.22,0.19,0.2,0.2,0.19,0.22,0.2,0.21,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.2,0.2,0.18,0.17,0.17,0.21,0.19,0.18,0.2,0.16,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.16,0.19,0.17,0.0,0.18,0.18,0.18,0.19,0.19,0.21,0.19,0.18,0.18,0.18,0.16,0.18,0.17,0.17,0.16,0.17,0.16,0.17,0.17,0.17,0.18,0.17,0.15,0.16,0.18,0.18,0.16,0.0,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.0,0.16,0.0,0.16,0.17,0.17,0.16,0.17,0.0,0.17,0.17,0.0,0.17,0.17,0.17,0.16,0.16,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.2,0.16,0.16,0.15,0.0,0.0,0.16,0.0,0.0,0.16,0.16,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.96
07/22/2021,1.04,0.45,0.44,0.46,0.42,0.38,0.35,0.37,0.35,0.36,0.35,0.33,0.31,0.33,0.31,0.33,0.31,0.26,0.31,0.32,0.21,0.3,0.3,0.29,0.31,0.3,0.31,0.32,0.26,0.26,0.28,0.28,0.28,0.29,0.28,0.28,0.26,0.27,0.26,0.3,0.26,0.25,0.25,0.25,0.26,0.25,0.25,0.27,0.27,0.26,0.27,0.25,0.27,0.26,0.25,0.23,0.26,0.25,0.24,0.24,0.23,0.23,0.21,0.24,0.25,0.25,0.25,0.24,0.26,0.23,0.23,0.22,0.2,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.23,0.22,0.2,0.19,0.19,0.18,0.21,0.21,0.23,0.22,0.21,0.22,0.21,0.21,0.19,0.2,0.2,0.2,0.2,0.18,0.22,0.22,0.19,0.2,0.2,0.18,0.22,0.21,0.21,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.18,0.18,0.2,0.21,0.18,0.16,0.18,0.2,0.19,0.19,0.2,0.16,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.16,0.19,0.17,0.0,0.18,0.18,0.18,0.19,0.19,0.21,0.18,0.19,0.18,0.18,0.16,0.18,0.17,0.16,0.16,0.16,0.17,0.22,0.17,0.17,0.18,0.17,0.0,0.16,0.18,0.18,0.16,0.0,0.0,0.0,0.17,0.17,0.16,0.16,0.16,0.16,0.0,0.16,0.0,0.16,0.17,0.17,0.16,0.17,0.16,0.17,0.17,0.16,0.17,0.18,0.17,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.17,0.15,0.0,0.0,0.16,0.21,0.16,0.0,0.0,0.0,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.03
