,BRKR,PRGO,UHS,HRC,CHE,PINC,XRAY,EHC,ENSG,VRT,PEGA,BRKS,JBL,JNPR,CABO,SAIC,POWI,AEIS,SNX,NATI,XRX,AMKR,OLED,CDK,CCMP,DKS,AEO,WING,AAP,HOG,WEN,CHH,TPD.,IPG,LEG,FL,SCI,WMG,NXST,BWA,FUO.,FBHS,PHM,WH,NWL,NWSA,PII,TOL,WHR,PAG,TNL,LEA,COLM,ARMK,GNTX,HBI,KSS,SEB,TRGP,WSM,LANC,LAD,CHDN,KBH,NYT,DVN,LW,OVV,MRO,REYN,THO,INGR,FANG,ACI,FLO,ADT,BG,XEC,SEE,TXT,APA,AWI,AM,CSL,CASY,MAN,MSA,WSO,RHI,DCI,LII,ALLE,WMS,BAH,EME,G,GGG,JKHY,LECO,NDSN,SSD,TTC,WDFC,OSK,SON,OC,SC,EXP,BC,AYI,AOS,CCK,JBT,WWD,TPL,PWR,MSM,LPX,ITT,HII,FLS,ESI,CW,CR,ATR,MDU,WRK,VVV,VMI,CC,S9Q.,SNA,SLGN,RPM,COG,MMS,LSTR,KNX,KBR,HUBB,GPK,CHRW,APO,ALSN,NRG,UGI,WU,CG,TTEK,GRA,LFUS,HFC,EXPO,CNP,AGCO,LSI,NFG,VST,STLD,RBC,QTS,OLN,OGE,MKSI,EVRG,WTRG,CUBE,CPT,BWXT,LNT,AAON,NI,VER,RGLD,RXN,PNW,AFG,ELS,CBOE,AMH,AL,CF,SLG,POR,RYN,REXR,SAFE,STAG,SLM,SRC,TRNO,TW,UDR,ORI,OGS,MORN,IRM,COR,ARES,ATO,CLF,AMG,REG,LAMR,ACC,IFF,BRO,TPX,DLB,SPR,EGP,BKH,IDA,FR,FRT,HE,IIPR,LB,TXRH,CRI,RL,GPS,VNT,CLR,NEU,RS,ASH,KWR,TKR,SMG,HUN,MOS,WLK,X,WPC,ORA,COLD,HTA,CUZ,US Dollar,SUM
07/09/2021,1.57,1.5,1.46,1.36,1.35,1.35,1.28,1.28,1.21,1.04,0.92,0.83,0.82,0.8,0.79,0.78,0.77,0.76,0.76,0.74,0.73,0.72,0.69,0.68,0.61,0.55,0.54,0.53,0.49,0.49,0.49,0.48,0.48,0.48,0.47,0.46,0.46,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.41,0.41,0.41,0.41,0.41,0.4,0.39,0.39,0.39,0.39,0.39,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.39
07/12/2021,1.59,1.48,1.48,1.36,1.33,1.34,1.25,1.27,1.19,1.02,0.89,0.82,0.83,0.8,0.78,0.79,0.75,0.73,0.78,0.74,0.74,0.72,0.68,0.69,0.63,0.57,0.53,0.53,0.49,0.48,0.48,0.48,0.47,0.48,0.47,0.48,0.46,0.46,0.45,0.44,0.43,0.44,0.43,0.44,0.43,0.43,0.43,0.42,0.43,0.42,0.41,0.41,0.41,0.4,0.39,0.39,0.38,0.38,0.4,0.39,0.38,0.39,0.36,0.36,0.36,0.37,0.36,0.36,0.35,0.34,0.35,0.35,0.34,0.36,0.35,0.34,0.33,0.35,0.34,0.32,0.32,0.32,0.33,0.31,0.31,0.31,0.29,0.3,0.3,0.3,0.29,0.29,0.3,0.29,0.29,0.3,0.29,0.29,0.29,0.3,0.28,0.29,0.28,0.28,0.28,0.28,0.29,0.28,0.28,0.28,0.28,0.29,0.27,0.27,0.26,0.27,0.27,0.29,0.28,0.27,0.29,0.27,0.27,0.27,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.25,0.28,0.27,0.27,0.26,0.26,0.25,0.26,0.25,0.26,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.23,0.25,0.25,0.25,0.24,0.25,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.0,0.22,0.22,0.22,0.23,0.22,0.0,0.22,0.22,0.22,0.22,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.24,0.23,0.22,0.22,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.35
07/13/2021,1.59,1.48,1.48,1.36,1.33,1.34,1.25,1.27,1.19,1.02,0.89,0.82,0.83,0.8,0.78,0.79,0.75,0.73,0.78,0.74,0.74,0.72,0.68,0.69,0.63,0.57,0.53,0.53,0.49,0.48,0.48,0.48,0.47,0.48,0.47,0.48,0.46,0.46,0.45,0.44,0.43,0.44,0.43,0.44,0.43,0.43,0.43,0.42,0.43,0.42,0.41,0.41,0.41,0.4,0.39,0.39,0.38,0.38,0.4,0.39,0.38,0.39,0.36,0.36,0.36,0.37,0.36,0.36,0.35,0.34,0.35,0.35,0.34,0.36,0.35,0.34,0.33,0.35,0.34,0.32,0.32,0.32,0.33,0.31,0.31,0.31,0.29,0.3,0.3,0.3,0.29,0.29,0.3,0.29,0.29,0.3,0.29,0.29,0.29,0.3,0.28,0.29,0.28,0.28,0.28,0.28,0.29,0.28,0.28,0.28,0.28,0.29,0.27,0.27,0.26,0.27,0.27,0.29,0.28,0.27,0.29,0.27,0.27,0.27,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.25,0.28,0.27,0.27,0.26,0.26,0.25,0.26,0.25,0.26,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.23,0.25,0.25,0.25,0.24,0.25,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.0,0.22,0.22,0.22,0.23,0.22,0.0,0.22,0.22,0.22,0.22,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.24,0.23,0.22,0.22,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.35
07/14/2021,1.6,1.48,1.48,1.36,1.33,1.34,1.25,1.27,1.19,1.02,0.9,0.82,0.83,0.8,0.78,0.79,0.75,0.73,0.78,0.74,0.74,0.72,0.68,0.69,0.63,0.57,0.53,0.53,0.5,0.48,0.48,0.48,0.0,0.48,0.47,0.48,0.46,0.46,0.45,0.44,0.0,0.44,0.43,0.44,0.43,0.43,0.43,0.42,0.44,0.42,0.41,0.41,0.41,0.4,0.39,0.39,0.38,0.38,0.4,0.39,0.38,0.39,0.36,0.36,0.36,0.37,0.36,0.36,0.35,0.34,0.35,0.35,0.34,0.36,0.35,0.34,0.33,0.35,0.34,0.32,0.32,0.32,0.33,0.31,0.31,0.31,0.29,0.3,0.3,0.3,0.29,0.29,0.3,0.29,0.29,0.3,0.29,0.29,0.29,0.3,0.28,0.29,0.28,0.28,0.28,0.28,0.29,0.28,0.28,0.28,0.28,0.29,0.27,0.27,0.26,0.27,0.27,0.29,0.28,0.27,0.29,0.27,0.27,0.27,0.26,0.26,0.27,0.26,0.26,0.26,0.0,0.26,0.26,0.26,0.26,0.27,0.25,0.28,0.27,0.27,0.26,0.26,0.25,0.26,0.25,0.26,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.23,0.25,0.25,0.25,0.24,0.25,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.0,0.22,0.22,0.22,0.23,0.22,0.0,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.24,0.23,0.0,0.0,0.0,0.22,0.22,0.47,0.43,0.26,0.23,0.22,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4
07/15/2021,1.59,1.47,1.48,1.36,1.34,1.35,1.26,1.27,1.22,1.02,0.88,0.82,0.83,0.79,0.77,0.79,0.75,0.73,0.77,0.73,0.74,0.72,0.69,0.68,0.63,0.56,0.54,0.52,0.49,0.49,0.48,0.47,0.0,0.48,0.47,0.48,0.47,0.46,0.45,0.44,0.0,0.44,0.43,0.44,0.43,0.43,0.43,0.42,0.43,0.42,0.41,0.4,0.41,0.4,0.39,0.39,0.39,0.37,0.39,0.39,0.38,0.39,0.36,0.36,0.36,0.37,0.35,0.36,0.35,0.34,0.35,0.34,0.34,0.36,0.34,0.34,0.33,0.35,0.34,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.29,0.3,0.3,0.3,0.29,0.29,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.3,0.28,0.29,0.29,0.28,0.28,0.28,0.29,0.28,0.28,0.28,0.28,0.29,0.27,0.27,0.27,0.27,0.27,0.29,0.28,0.26,0.29,0.27,0.27,0.27,0.26,0.26,0.27,0.26,0.26,0.26,0.0,0.26,0.26,0.26,0.26,0.26,0.25,0.27,0.27,0.27,0.26,0.26,0.25,0.26,0.25,0.26,0.25,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.26,0.25,0.24,0.25,0.24,0.24,0.23,0.24,0.24,0.24,0.23,0.24,0.24,0.24,0.23,0.23,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.0,0.0,0.22,0.22,0.23,0.22,0.0,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.23,0.0,0.0,0.23,0.24,0.23,0.22,0.0,0.0,0.22,0.22,0.47,0.43,0.25,0.23,0.22,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.32000000000001
07/16/2021,1.6,1.47,1.49,1.37,1.35,1.34,1.26,1.27,1.21,1.03,0.89,0.82,0.82,0.81,0.77,0.8,0.76,0.73,0.76,0.74,0.73,0.73,0.68,0.68,0.64,0.57,0.54,0.54,0.49,0.48,0.48,0.47,0.0,0.48,0.47,0.47,0.47,0.47,0.45,0.44,0.0,0.43,0.42,0.44,0.43,0.43,0.42,0.41,0.43,0.42,0.4,0.4,0.41,0.4,0.39,0.4,0.38,0.36,0.4,0.39,0.39,0.39,0.35,0.36,0.37,0.37,0.35,0.36,0.35,0.33,0.35,0.34,0.35,0.36,0.35,0.34,0.33,0.35,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.32,0.29,0.3,0.3,0.3,0.29,0.29,0.3,0.3,0.29,0.3,0.29,0.3,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.27,0.29,0.28,0.28,0.28,0.28,0.29,0.27,0.27,0.27,0.27,0.27,0.28,0.28,0.27,0.29,0.27,0.27,0.27,0.26,0.27,0.27,0.26,0.26,0.26,0.0,0.26,0.26,0.26,0.27,0.27,0.25,0.28,0.27,0.27,0.26,0.26,0.24,0.26,0.25,0.25,0.26,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.26,0.25,0.24,0.25,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.24,0.23,0.23,0.0,0.22,0.22,0.22,0.22,0.22,0.0,0.0,0.0,0.22,0.23,0.0,0.0,0.0,0.23,0.0,0.0,0.23,0.24,0.22,0.0,0.0,0.0,0.22,0.22,0.47,0.43,0.25,0.23,0.23,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.46000000000001
07/19/2021,1.61,1.49,1.5,1.35,1.34,1.37,1.26,1.27,1.21,1.0,0.87,0.81,0.82,0.83,0.77,0.8,0.74,0.69,0.76,0.73,0.73,0.72,0.67,0.69,0.62,0.56,0.51,0.53,0.49,0.48,0.48,0.47,0.0,0.48,0.46,0.44,0.47,0.45,0.44,0.44,0.0,0.44,0.43,0.44,0.44,0.42,0.42,0.42,0.44,0.43,0.4,0.4,0.41,0.4,0.39,0.4,0.37,0.38,0.38,0.38,0.4,0.39,0.35,0.37,0.37,0.35,0.35,0.33,0.33,0.34,0.34,0.34,0.32,0.36,0.35,0.33,0.33,0.32,0.34,0.32,0.29,0.32,0.31,0.32,0.31,0.32,0.29,0.3,0.3,0.31,0.28,0.3,0.3,0.3,0.29,0.3,0.29,0.3,0.3,0.3,0.29,0.29,0.29,0.27,0.29,0.27,0.29,0.28,0.27,0.28,0.28,0.29,0.27,0.27,0.26,0.27,0.27,0.27,0.28,0.27,0.29,0.28,0.27,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.0,0.26,0.26,0.26,0.25,0.27,0.26,0.28,0.28,0.28,0.26,0.27,0.24,0.27,0.24,0.26,0.26,0.24,0.25,0.25,0.25,0.24,0.25,0.26,0.24,0.25,0.24,0.24,0.26,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.25,0.23,0.24,0.24,0.24,0.24,0.24,0.23,0.24,0.24,0.24,0.23,0.24,0.23,0.23,0.0,0.23,0.23,0.23,0.23,0.23,0.0,0.0,0.22,0.22,0.23,0.0,0.0,0.0,0.23,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.22,0.0,0.23,0.46,0.44,0.24,0.23,0.23,0.23,0.23,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.23
07/20/2021,1.61,1.49,1.5,1.37,1.35,1.38,1.26,1.28,1.22,1.02,0.89,0.8,0.81,0.83,0.78,0.82,0.74,0.68,0.74,0.73,0.71,0.71,0.66,0.69,0.6,0.55,0.5,0.53,0.49,0.47,0.48,0.47,0.0,0.47,0.46,0.44,0.48,0.45,0.44,0.43,0.0,0.44,0.43,0.43,0.44,0.42,0.42,0.41,0.44,0.42,0.39,0.4,0.41,0.4,0.39,0.39,0.36,0.38,0.37,0.38,0.4,0.38,0.35,0.37,0.37,0.34,0.35,0.31,0.32,0.35,0.35,0.34,0.31,0.37,0.36,0.33,0.33,0.32,0.33,0.32,0.29,0.32,0.31,0.32,0.32,0.31,0.3,0.3,0.3,0.31,0.28,0.3,0.3,0.3,0.29,0.31,0.29,0.31,0.3,0.3,0.29,0.29,0.29,0.27,0.29,0.27,0.29,0.28,0.27,0.27,0.28,0.29,0.28,0.27,0.26,0.27,0.26,0.26,0.28,0.27,0.29,0.27,0.27,0.26,0.27,0.27,0.26,0.25,0.26,0.25,0.0,0.26,0.26,0.27,0.25,0.27,0.26,0.28,0.28,0.28,0.26,0.27,0.24,0.27,0.25,0.26,0.26,0.24,0.25,0.25,0.25,0.23,0.25,0.26,0.24,0.26,0.24,0.25,0.26,0.25,0.24,0.24,0.25,0.23,0.25,0.25,0.25,0.25,0.24,0.25,0.24,0.25,0.24,0.23,0.23,0.25,0.24,0.24,0.23,0.24,0.23,0.22,0.0,0.23,0.23,0.23,0.23,0.23,0.0,0.0,0.23,0.23,0.24,0.0,0.23,0.0,0.23,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.46,0.43,0.23,0.23,0.24,0.24,0.23,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.22
07/21/2021,1.61,1.49,1.5,1.37,1.35,1.38,1.26,1.28,1.22,1.02,0.89,0.8,0.81,0.83,0.78,0.82,0.74,0.68,0.74,0.73,0.71,0.71,0.66,0.69,0.6,0.55,0.5,0.53,0.49,0.47,0.48,0.47,0.0,0.47,0.46,0.44,0.48,0.45,0.44,0.43,0.0,0.44,0.43,0.43,0.44,0.42,0.42,0.41,0.44,0.42,0.39,0.4,0.41,0.4,0.39,0.39,0.36,0.38,0.37,0.38,0.4,0.38,0.35,0.37,0.37,0.34,0.35,0.31,0.32,0.35,0.35,0.34,0.31,0.37,0.36,0.33,0.33,0.32,0.33,0.32,0.29,0.32,0.31,0.32,0.32,0.31,0.3,0.3,0.3,0.31,0.28,0.3,0.3,0.3,0.29,0.31,0.29,0.31,0.3,0.3,0.29,0.29,0.29,0.27,0.29,0.27,0.29,0.28,0.27,0.27,0.28,0.29,0.28,0.27,0.26,0.27,0.26,0.26,0.28,0.27,0.29,0.27,0.27,0.26,0.27,0.27,0.26,0.25,0.26,0.25,0.0,0.26,0.26,0.27,0.25,0.27,0.26,0.28,0.28,0.28,0.26,0.27,0.24,0.27,0.25,0.26,0.26,0.24,0.25,0.25,0.25,0.23,0.25,0.26,0.24,0.26,0.24,0.25,0.26,0.25,0.24,0.24,0.25,0.23,0.25,0.25,0.25,0.25,0.24,0.25,0.24,0.25,0.24,0.23,0.23,0.25,0.24,0.24,0.23,0.24,0.23,0.22,0.0,0.23,0.23,0.23,0.23,0.23,0.0,0.0,0.23,0.23,0.24,0.0,0.23,0.0,0.23,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.46,0.43,0.23,0.23,0.24,0.24,0.23,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.22
07/22/2021,1.42,1.37,1.38,1.4,1.36,1.4,1.32,1.38,1.37,0.74,0.72,0.67,0.7,0.83,0.83,0.74,0.72,0.63,0.68,0.73,0.71,0.68,0.7,0.72,0.69,0.4,0.37,0.41,0.42,0.38,0.39,0.4,0.41,0.4,0.38,0.37,0.44,0.41,0.39,0.39,0.75,0.27,0.39,0.39,0.4,0.39,0.39,0.39,0.41,0.42,0.37,0.39,0.41,0.37,0.4,0.39,0.36,0.35,0.29,0.41,0.35,0.41,0.38,0.41,0.41,0.28,0.32,0.26,0.27,0.33,0.39,0.33,0.25,0.36,0.35,0.27,0.33,0.0,0.27,0.27,0.26,0.27,0.3,0.29,0.34,0.27,0.28,0.28,0.27,0.29,0.26,0.28,0.28,0.3,0.27,0.3,0.29,0.3,0.29,0.29,0.28,0.29,0.34,0.26,0.28,0.27,0.23,0.27,0.27,0.25,0.28,0.29,0.26,0.26,0.29,0.27,0.28,0.25,0.29,0.27,0.28,0.25,0.27,0.27,0.28,0.28,0.26,0.24,0.27,0.23,0.24,0.28,0.28,0.28,0.29,0.28,0.28,0.3,0.76,0.29,0.27,0.29,0.0,0.28,0.23,0.23,0.29,0.0,0.29,0.0,0.27,0.27,0.29,0.24,0.27,0.0,0.0,0.23,0.25,0.27,0.0,0.23,0.24,0.25,0.25,0.25,0.0,0.23,0.27,0.25,0.28,0.24,0.0,0.26,0.28,0.25,0.0,0.23,0.0,0.23,0.27,0.23,0.0,0.25,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.24,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.25,0.0,0.0,0.24,0.0,0.41,0.39,0.39,0.37,0.35,0.28,0.28,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.0,0.0,0.0,77.07000000000001
