,NTLA,REXR,LSCC,CROX,FFIN,FR,STAA,SLAB,TTEK,HQY,EGP,DLB,PACB,RDFN,OMCL,TMX,DNLI,FOXF,COHR,VRNS,TNDM,BLD,GMED,HALO,PLNT,SPCE,SWAV,LFUS,NVTA,MSA,BL,SRPT,APPS,QTS,TWST,UPWK,EVBG,NVRO,WSC,ZI,QTWO,IONS,SAIA,RPD,APPN,GTLS,NEO,TDC,IBKR,AYX,MEDP,POWI,BPMC,FEYE,WK,INSP,HXL,NOVT,NVST,IIPR,IART,NEOG,OLLI,FSLY,MSTR,ROLL,PSTG,EXPO,WING,IRDM,IIVI,FCN,SSD,CDNA,SAIL,SKLZ,CRNC,MGNI,ITRI,TGTX,DDD,ACC,TRNO,ENSG,ACIW,SMTC,SKX,TRUP,APLS,SFIX,ICUI,EYE,ALKS,LAZR,RLI,LSI,AEIS,BCPC,LPRO,VIAV,ALRM,LPSN,AQUA,CDLX,EBC,BOX,STMP,IOVA,DEN,NEWR,SPSC,MRCY,ROG,ELY,SAFM,KNSL,AWI,OSTK,NTNX,GKOS,AMBA,ENV,FOUR,LANC,QLYS,WDFC,KTOS,SONO,RXN,LITE,ATRC,WTM,COR,NXST,CFX,LSTR,KFY,SRC,WMG,MED,NSP,BEAM,VC,ADPT,AMG,PRI,NUVA,KLIC,PZZA,SAVA,ALTR,RCM,SMPL,SFBS,VAC,RAMP,VVV,MMSI,BE,BWXT,INSM,WH,BAND,VSAT,EDIT,CSOD,MMS,STAG,TWOU,MIME,HAIN,CRUS,BMI,KOD,AGIO,TENB,CHX,DORM,MXL,OLN,AMRS,RIOT,UFPI,FELE,GO,PTCT,KWR,HLNE,ORA,COLM,LTHM,SHEN,CWST,EGHT,GBCI,JBT,ALGT,FUBO,FORM,BCRX,SDGR,FLS,POST,MDLA,CRI,BPOP,PNFP,CYRX,ACAD,CLH,SYNA,SKY,FLOW,WWW,ESI,JCOM,TNET,HTA,EME,MAN,RRR,SRCL,SEM,FIX,LEG,WEN,NSTG,XTSLA,RL,HELE,ARVN,MTSI,INOV,IBP,VCYT,THRM,SUM
07/09/2021,0.5,0.41,0.4,0.39,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.31,0.31,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.470000000000006
07/12/2021,0.52,0.42,0.39,0.4,0.37,0.37,0.36,0.35,0.36,0.35,0.36,0.35,0.34,0.34,0.35,0.34,0.33,0.35,0.34,0.34,0.33,0.33,0.34,0.32,0.32,0.38,0.33,0.32,0.3,0.32,0.32,0.31,0.26,0.29,0.29,0.28,0.28,0.29,0.3,0.29,0.29,0.3,0.29,0.3,0.28,0.29,0.29,0.29,0.28,0.26,0.27,0.26,0.27,0.28,0.27,0.26,0.27,0.26,0.26,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.25,0.25,0.24,0.25,0.24,0.23,0.23,0.23,0.24,0.23,0.24,0.25,0.24,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.22,0.22,0.21,0.22,0.23,0.22,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.19,0.2,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.2,0.21,0.2,0.19,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.19,0.2,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.18,0.18,0.18,0.16,0.17,0.17,0.19,0.18,0.18,0.17,0.19,0.21,0.16,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.0,0.17,0.17,0.17,0.16,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.0,0.16,0.17,0.16,0.17,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.0,0.15,0.0,0.16,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.370000000000005
07/13/2021,0.52,0.42,0.39,0.4,0.37,0.37,0.36,0.35,0.36,0.35,0.36,0.35,0.34,0.34,0.35,0.34,0.33,0.35,0.34,0.34,0.33,0.33,0.34,0.32,0.32,0.38,0.33,0.32,0.3,0.32,0.32,0.31,0.26,0.29,0.29,0.28,0.28,0.29,0.3,0.29,0.29,0.3,0.29,0.3,0.28,0.29,0.29,0.29,0.28,0.26,0.27,0.26,0.27,0.28,0.27,0.26,0.27,0.26,0.26,0.25,0.26,0.26,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.25,0.25,0.24,0.25,0.24,0.23,0.23,0.23,0.24,0.23,0.24,0.25,0.24,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.22,0.22,0.21,0.22,0.23,0.22,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.19,0.2,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.2,0.21,0.2,0.19,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.19,0.2,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.18,0.18,0.18,0.16,0.17,0.17,0.19,0.18,0.18,0.17,0.19,0.21,0.16,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.0,0.17,0.17,0.17,0.16,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.0,0.16,0.17,0.16,0.17,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.0,0.15,0.0,0.16,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.370000000000005
07/14/2021,0.51,0.42,0.39,0.41,0.38,0.37,0.36,0.35,0.36,0.35,0.36,0.35,0.34,0.34,0.35,0.34,0.31,0.35,0.34,0.34,0.32,0.33,0.33,0.32,0.32,0.35,0.32,0.33,0.31,0.32,0.31,0.31,0.27,0.28,0.29,0.28,0.28,0.28,0.3,0.29,0.29,0.29,0.29,0.3,0.28,0.29,0.28,0.29,0.28,0.26,0.27,0.26,0.27,0.27,0.28,0.27,0.27,0.25,0.26,0.26,0.26,0.25,0.27,0.26,0.26,0.27,0.26,0.25,0.25,0.25,0.24,0.25,0.25,0.24,0.25,0.24,0.23,0.23,0.23,0.25,0.23,0.24,0.25,0.24,0.23,0.22,0.23,0.2,0.21,0.21,0.22,0.22,0.22,0.21,0.22,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.22,0.2,0.19,0.32,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.19,0.2,0.19,0.19,0.19,0.2,0.19,0.2,0.2,0.19,0.18,0.18,0.16,0.17,0.17,0.19,0.18,0.18,0.18,0.2,0.19,0.17,0.16,0.17,0.17,0.17,0.16,0.17,0.17,0.0,0.17,0.17,0.17,0.16,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.16,0.17,0.16,0.17,0.17,0.16,0.17,0.16,0.17,0.0,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.16,0.16,0.16,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.48
07/15/2021,0.51,0.42,0.39,0.41,0.38,0.37,0.36,0.35,0.36,0.35,0.36,0.35,0.34,0.34,0.35,0.34,0.31,0.35,0.34,0.34,0.32,0.33,0.33,0.32,0.32,0.35,0.32,0.33,0.31,0.32,0.31,0.31,0.27,0.28,0.29,0.28,0.28,0.28,0.3,0.29,0.29,0.29,0.29,0.3,0.28,0.29,0.28,0.29,0.28,0.26,0.27,0.26,0.27,0.27,0.28,0.27,0.27,0.25,0.26,0.26,0.26,0.25,0.27,0.26,0.26,0.27,0.26,0.25,0.25,0.25,0.24,0.25,0.25,0.24,0.25,0.24,0.23,0.23,0.23,0.25,0.23,0.24,0.25,0.24,0.23,0.22,0.23,0.2,0.21,0.21,0.22,0.22,0.22,0.21,0.22,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.22,0.2,0.19,0.32,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.19,0.2,0.19,0.19,0.19,0.2,0.19,0.2,0.2,0.19,0.18,0.18,0.16,0.17,0.17,0.19,0.18,0.18,0.18,0.2,0.19,0.17,0.16,0.17,0.17,0.17,0.16,0.17,0.17,0.0,0.17,0.17,0.17,0.16,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.16,0.17,0.16,0.17,0.17,0.16,0.17,0.16,0.17,0.0,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.16,0.16,0.16,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.48
07/16/2021,0.49,0.42,0.39,0.41,0.38,0.38,0.34,0.36,0.37,0.35,0.37,0.35,0.32,0.32,0.35,0.34,0.3,0.35,0.34,0.34,0.32,0.33,0.34,0.33,0.33,0.27,0.31,0.33,0.29,0.32,0.31,0.3,0.27,0.29,0.27,0.3,0.28,0.28,0.31,0.29,0.29,0.28,0.29,0.3,0.27,0.29,0.29,0.28,0.28,0.25,0.28,0.27,0.26,0.27,0.28,0.28,0.27,0.26,0.26,0.27,0.26,0.26,0.27,0.25,0.24,0.27,0.25,0.25,0.26,0.25,0.24,0.25,0.26,0.24,0.25,0.23,0.23,0.22,0.24,0.24,0.2,0.25,0.25,0.25,0.23,0.23,0.23,0.2,0.2,0.21,0.22,0.22,0.21,0.21,0.22,0.23,0.22,0.23,0.22,0.21,0.21,0.21,0.21,0.22,0.2,0.18,0.32,0.19,0.2,0.19,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.23,0.19,0.18,0.2,0.2,0.2,0.21,0.19,0.19,0.18,0.19,0.2,0.19,0.2,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.19,0.18,0.18,0.0,0.17,0.17,0.19,0.18,0.19,0.18,0.2,0.21,0.17,0.16,0.17,0.17,0.17,0.0,0.17,0.17,0.0,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.18,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.16,0.16,0.0,0.0,0.16,0.17,0.16,0.16,0.17,0.16,0.17,0.17,0.17,0.0,0.16,0.16,0.16,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.16,0.16,0.16,0.0,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.35
07/19/2021,0.48,0.44,0.39,0.42,0.39,0.39,0.34,0.36,0.37,0.35,0.38,0.36,0.3,0.32,0.36,0.35,0.29,0.35,0.35,0.33,0.33,0.34,0.34,0.32,0.34,0.23,0.29,0.33,0.28,0.33,0.31,0.3,0.26,0.3,0.26,0.25,0.27,0.28,0.31,0.28,0.28,0.28,0.3,0.31,0.25,0.29,0.28,0.29,0.29,0.25,0.28,0.27,0.26,0.26,0.27,0.26,0.27,0.25,0.26,0.27,0.26,0.26,0.28,0.24,0.23,0.28,0.25,0.26,0.25,0.24,0.25,0.26,0.27,0.23,0.24,0.21,0.23,0.21,0.24,0.24,0.19,0.26,0.26,0.25,0.23,0.22,0.23,0.2,0.2,0.2,0.21,0.23,0.21,0.2,0.23,0.24,0.21,0.23,0.21,0.21,0.2,0.2,0.21,0.22,0.2,0.18,0.33,0.18,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.19,0.0,0.19,0.21,0.2,0.21,0.18,0.19,0.18,0.18,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.18,0.19,0.0,0.17,0.16,0.19,0.19,0.18,0.18,0.2,0.17,0.17,0.16,0.17,0.18,0.17,0.0,0.17,0.16,0.0,0.17,0.17,0.18,0.16,0.18,0.16,0.17,0.19,0.19,0.18,0.18,0.18,0.16,0.16,0.0,0.16,0.0,0.16,0.17,0.0,0.16,0.0,0.0,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.0,0.17,0.0,0.17,0.17,0.0,0.0,0.15,0.16,0.0,0.16,0.0,0.0,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.21
07/20/2021,0.48,0.44,0.39,0.42,0.39,0.39,0.34,0.36,0.37,0.35,0.38,0.36,0.3,0.32,0.36,0.35,0.29,0.35,0.35,0.33,0.33,0.34,0.34,0.32,0.34,0.23,0.29,0.33,0.28,0.33,0.31,0.3,0.26,0.3,0.26,0.25,0.27,0.28,0.31,0.28,0.28,0.28,0.3,0.31,0.25,0.29,0.28,0.29,0.29,0.25,0.28,0.27,0.26,0.26,0.27,0.26,0.27,0.25,0.26,0.27,0.26,0.26,0.28,0.24,0.23,0.28,0.25,0.26,0.25,0.24,0.25,0.26,0.27,0.23,0.24,0.21,0.23,0.21,0.24,0.24,0.19,0.26,0.26,0.25,0.23,0.22,0.23,0.2,0.2,0.2,0.21,0.23,0.21,0.2,0.23,0.24,0.21,0.23,0.21,0.21,0.2,0.2,0.21,0.22,0.2,0.18,0.33,0.18,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.19,0.0,0.19,0.21,0.2,0.21,0.18,0.19,0.18,0.18,0.2,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.18,0.19,0.0,0.17,0.16,0.19,0.19,0.18,0.18,0.2,0.17,0.17,0.16,0.17,0.18,0.17,0.0,0.17,0.16,0.0,0.17,0.17,0.18,0.16,0.18,0.16,0.17,0.19,0.19,0.18,0.18,0.18,0.16,0.16,0.0,0.16,0.0,0.16,0.17,0.0,0.16,0.0,0.0,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.0,0.17,0.0,0.17,0.17,0.0,0.0,0.15,0.16,0.0,0.16,0.0,0.0,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.21
07/21/2021,0.48,0.44,0.38,0.41,0.39,0.4,0.34,0.35,0.38,0.35,0.39,0.36,0.29,0.31,0.37,0.36,0.29,0.35,0.35,0.34,0.34,0.34,0.35,0.32,0.34,0.22,0.3,0.33,0.29,0.33,0.32,0.3,0.26,0.3,0.26,0.25,0.27,0.28,0.31,0.29,0.29,0.29,0.29,0.31,0.26,0.3,0.29,0.27,0.29,0.25,0.28,0.26,0.27,0.26,0.28,0.28,0.27,0.26,0.26,0.28,0.27,0.27,0.28,0.24,0.23,0.28,0.25,0.26,0.26,0.24,0.24,0.26,0.27,0.23,0.25,0.2,0.23,0.21,0.23,0.24,0.18,0.26,0.26,0.25,0.23,0.22,0.23,0.2,0.2,0.19,0.22,0.23,0.21,0.2,0.24,0.24,0.21,0.24,0.21,0.21,0.2,0.2,0.21,0.23,0.2,0.18,0.33,0.18,0.18,0.2,0.19,0.21,0.2,0.19,0.2,0.21,0.2,0.2,0.19,0.0,0.19,0.21,0.2,0.22,0.19,0.19,0.18,0.18,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.19,0.18,0.19,0.0,0.17,0.17,0.19,0.19,0.19,0.18,0.2,0.17,0.16,0.16,0.17,0.18,0.17,0.15,0.17,0.17,0.0,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.19,0.19,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.0,0.0,0.16,0.15,0.16,0.0,0.0,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.0,0.17,0.16,0.17,0.17,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.15,0.16,0.16,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.39
07/22/2021,0.49,0.44,0.39,0.42,0.38,0.4,0.35,0.35,0.37,0.34,0.39,0.36,0.3,0.32,0.37,0.36,0.3,0.36,0.35,0.34,0.34,0.35,0.34,0.31,0.32,0.24,0.3,0.33,0.29,0.33,0.32,0.3,0.27,0.3,0.27,0.26,0.28,0.29,0.3,0.29,0.3,0.28,0.29,0.32,0.26,0.29,0.29,0.28,0.28,0.25,0.28,0.27,0.28,0.27,0.29,0.27,0.25,0.26,0.25,0.27,0.26,0.27,0.29,0.25,0.22,0.28,0.26,0.27,0.26,0.25,0.24,0.26,0.27,0.23,0.25,0.21,0.23,0.21,0.23,0.24,0.18,0.26,0.26,0.25,0.23,0.22,0.22,0.21,0.21,0.2,0.22,0.23,0.21,0.2,0.24,0.24,0.21,0.24,0.21,0.21,0.2,0.22,0.21,0.22,0.2,0.18,0.34,0.19,0.18,0.2,0.2,0.21,0.2,0.19,0.2,0.21,0.2,0.2,0.19,0.15,0.19,0.21,0.19,0.22,0.19,0.2,0.18,0.18,0.19,0.19,0.2,0.2,0.2,0.19,0.19,0.2,0.2,0.2,0.19,0.17,0.19,0.0,0.17,0.18,0.19,0.19,0.18,0.18,0.21,0.17,0.17,0.16,0.17,0.18,0.16,0.16,0.17,0.17,0.0,0.17,0.16,0.17,0.17,0.19,0.17,0.17,0.18,0.19,0.18,0.18,0.19,0.16,0.16,0.0,0.16,0.0,0.15,0.17,0.0,0.16,0.0,0.0,0.16,0.17,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.15,0.17,0.0,0.16,0.17,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.51
