,2330.TW,005930.KS,NPN.JO,RELIANCE.NS,VALE3.SA,INFY.NS,000660.KS,HDFC.NS,005935.KQ,2317.TW,2454.TW,GAZP.ME,ICICIBANK.NS,035420.KS,035720.KS,TCS.NS,SBER.ME,006400.KS,LKOH.ME,051910.KS,1120.SR,1180.SR,005380.KS,2010.SR,ITUB4.SA,HINDUNILVR.NS,AMXL.MX,PETR4.SA,GMKN.ME,QNBK.QA,005490.KS,068270.KS,BBDC4.SA,BAJFINANCE.NS,2303.TW,NVTK.L,YNDX,000270.KS,7010.SR,PETR3.SA,2603.TW,AXISBANK.NS,105560.KS,2222.SR,2308.TW,FSR.JO,B3SA3.SA,NBK.,2881.TW,WALMEX.MX,FEMSAUBD.MX,BHARTIARTL.NS,066570.KS,ABEV3.SA,2002.TW,012330.KS,GFNORTEO.MX,FAB.,1301.TW,055550.KS,051900.KS,1303.TW,GMEXICOB.MX,ASIANPAINT.NS,2891.TW,2882.TW,PTT-R.BK,PBBANK.KL,IMP.JO,096770.KS,2412.TW,1216.TW,207940.KS,MARUTI.NS,HCLTECH.NS,LT.NS,3711.TW,OTP.BD,036570.KS,2886.TW,SSW.JO,TATASTEEL.NS,MTN.JO,2884.TW,TCS.L,MGLU3.SA,WEGE3.SA,KOTAKBANK.NS,CEMEXCPO.MX,SBK.JO,ETISALAT.,CPALL-R.BK,2357.TW,KFH.,086790.KS,2609.TW,SCVUF,TECHM.NS,2885.TW,2382.TW,SBIN.NS,NTCO3.SA,ULTRACEMCO.NS,009150.KS,1326.TW,3034.TW,SUNPHARMA.NS,HINDALCO.NS,028260.KS,BBCA.JK,033780.KS,ALI.PM,AOT-R.BK,ITSA4.SA,EMIRATESNBD.DB,M&M.NS,1101.TW,1010.SR,JSWSTEEL.NS,ASII.JK,XTSLA,NTPC.NS,CPI.JO,SUZB3.SA,PKO.WA,BID.JO,DRREDDY.NS,DIVISLAB.NS,SOL.JO,034730.KS,2892.TW,WIPRO.NS,ITC.NS,BAP,DMART.NS,TITAN.NS,GLOB,TATACONSUM.NS,6415.TW,SLM.JO,PKN.WA,NESTLEIND.NS,6505.TW,091990.KQ,HDFCLIFE.NS,3008.TW,017670.KS,5880.TW,CIMB.KL,TLEVISACPO.MX,TATAMOTORS.NS,GNDI3.SA,AMS.JO,BPAC11.SA,3037.TW,MAYBANK.KL,GODREJCP.NS,RENT3.SA,018260.KS,5871.TW,POWERGRID.NS,VEDL.NS,SNGSP,003550.KS,TATN.ME,ALE.WA,090430.KS,IQCD.QA,2379.TW,BDMS-R.BK,NAUKRI.NS,BMRI.JK,3481.TW,PMETAL.KL,2409.TW,ABG.JO,HEROMOTOCO.NS,2887.TW,BJFIN.NS,KGH.WA,2880.TW,PIDILITIND.NS,5876.TW,APOLLOHOSP.NS,NVAA.,LREN3.SA,NHM.JO,PZU.WA,SBILIFE.NS,1050.SR,TOWR.JK,2883.TW,CIPLA.NS,2020.SR,PTTEP-R.BK,4938.TW,3045.TW,MOTHERSUMI.NS,DABUR.NS,SQM/B.SN,JBSS3.SA,BHARATFORG.NS,RADL3.SA,GGBR4.SA,UPL.NS,TRENT.NS,BRDT3.SA,MUTHOOTFIN.NS,GRASIM.NS,DLF.NS,ALPA4.SA,QIBK.QA,USD,CSNA3.SA,1211.SR,2890.TW,BIDI11.SA,MDKA.JK,4904.TW,ANSGR.IS,TWD,CHMF.ME,ROSN.ME,INR,BBRI.JK,011200.KS,ZAR,TLKM.JK,CLP,VOD.JO,CLS.JO,ALRS.ME,SUM
07/09/2021,9.81,6.45,1.59,1.57,1.56,1.37,1.16,1.08,1.03,1.01,0.92,0.88,0.88,0.88,0.81,0.78,0.77,0.72,0.72,0.68,0.68,0.64,0.57,0.54,0.54,0.52,0.49,0.47,0.46,0.45,0.45,0.44,0.44,0.44,0.43,0.41,0.4,0.4,0.4,0.4,0.39,0.38,0.37,0.37,0.36,0.36,0.35,0.34,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.33
07/12/2021,9.84,6.35,1.58,1.57,1.56,1.39,1.12,1.1,1.02,1.01,0.93,0.88,0.87,0.9,0.84,0.79,0.78,0.7,0.7,0.67,0.67,0.63,0.55,0.54,0.54,0.52,0.48,0.47,0.47,0.46,0.44,0.44,0.44,0.44,0.43,0.41,0.41,0.4,0.41,0.39,0.36,0.38,0.36,0.37,0.36,0.37,0.35,0.35,0.35,0.34,0.33,0.33,0.31,0.31,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.27,0.28,0.27,0.26,0.27,0.26,0.26,0.26,0.27,0.26,0.26,0.25,0.25,0.25,0.24,0.25,0.25,0.24,0.24,0.25,0.24,0.24,0.23,0.24,0.22,0.22,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.17,0.18,0.17,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.2,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.14,0.15,0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.25
07/13/2021,9.84,6.35,1.58,1.57,1.56,1.39,1.12,1.1,1.02,1.01,0.93,0.88,0.87,0.9,0.84,0.79,0.78,0.7,0.7,0.67,0.67,0.63,0.55,0.54,0.54,0.52,0.48,0.47,0.47,0.46,0.44,0.44,0.44,0.44,0.43,0.41,0.41,0.4,0.41,0.39,0.36,0.38,0.36,0.37,0.36,0.37,0.35,0.35,0.35,0.34,0.33,0.33,0.31,0.31,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.27,0.28,0.27,0.26,0.27,0.26,0.26,0.26,0.27,0.26,0.26,0.25,0.25,0.25,0.24,0.25,0.25,0.24,0.24,0.25,0.24,0.24,0.23,0.24,0.22,0.22,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.17,0.18,0.17,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.2,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.14,0.15,0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.25
07/14/2021,9.78,6.31,1.59,1.56,1.57,1.39,1.1,1.1,1.01,1.0,0.93,0.9,0.87,0.89,0.83,0.78,0.79,0.7,0.71,0.65,0.67,0.64,0.55,0.54,0.54,0.52,0.49,0.47,0.48,0.46,0.44,0.43,0.44,0.44,0.43,0.41,0.4,0.39,0.41,0.4,0.33,0.38,0.35,0.37,0.35,0.38,0.36,0.35,0.35,0.34,0.33,0.34,0.3,0.31,0.31,0.32,0.32,0.31,0.3,0.29,0.29,0.3,0.3,0.29,0.29,0.28,0.27,0.28,0.27,0.26,0.27,0.26,0.26,0.26,0.27,0.26,0.26,0.26,0.24,0.25,0.25,0.26,0.26,0.25,0.24,0.25,0.24,0.24,0.24,0.25,0.22,0.22,0.22,0.22,0.21,0.2,0.21,0.21,0.2,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.17,0.18,0.17,0.18,0.19,0.18,0.18,0.18,0.19,0.19,0.21,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.14,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.17,0.16,0.15,0.15,0.13,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.15,0.13,0.0,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.0,0.0,0.12,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.0,0.12,0.12,0.0,0.0,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.23
07/15/2021,9.78,6.31,1.59,1.56,1.57,1.39,1.1,1.1,1.01,1.0,0.93,0.9,0.87,0.89,0.83,0.78,0.79,0.7,0.71,0.65,0.67,0.64,0.55,0.54,0.54,0.52,0.49,0.47,0.48,0.46,0.44,0.43,0.44,0.44,0.43,0.41,0.4,0.39,0.41,0.4,0.33,0.38,0.35,0.37,0.35,0.38,0.36,0.35,0.35,0.34,0.33,0.34,0.3,0.31,0.31,0.32,0.32,0.31,0.3,0.29,0.29,0.3,0.3,0.29,0.29,0.28,0.27,0.28,0.27,0.26,0.27,0.26,0.26,0.26,0.27,0.26,0.26,0.26,0.24,0.25,0.25,0.26,0.26,0.25,0.24,0.25,0.24,0.24,0.24,0.25,0.22,0.22,0.22,0.22,0.21,0.2,0.21,0.21,0.2,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.17,0.18,0.17,0.18,0.19,0.18,0.18,0.18,0.19,0.19,0.21,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.14,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.17,0.16,0.15,0.15,0.13,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.15,0.13,0.0,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.0,0.0,0.12,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.0,0.12,0.12,0.0,0.0,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.23
07/16/2021,10.08,6.29,1.58,1.56,1.61,1.37,1.13,1.11,1.01,1.01,0.91,0.89,0.9,0.93,0.82,0.76,0.76,0.71,0.7,0.65,0.65,0.61,0.55,0.53,0.55,0.51,0.49,0.48,0.49,0.45,0.44,0.43,0.45,0.44,0.44,0.4,0.41,0.4,0.4,0.4,0.28,0.38,0.35,0.37,0.36,0.35,0.38,0.35,0.35,0.34,0.32,0.33,0.31,0.32,0.3,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.27,0.27,0.28,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.25,0.23,0.25,0.25,0.26,0.24,0.24,0.23,0.26,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.18,0.21,0.21,0.19,0.21,0.21,0.21,0.21,0.2,0.2,0.18,0.19,0.19,0.19,0.19,0.17,0.17,0.18,0.18,0.18,0.19,0.18,0.18,0.19,0.18,0.19,0.18,0.16,0.17,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.17,0.15,0.16,0.16,0.14,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.16,0.15,0.16,0.16,0.15,0.15,0.15,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.0,0.13,0.0,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.13,0.0,0.14,0.13,0.13,0.0,0.0,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.0,2.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.22999999999999
07/19/2021,10.16,6.33,1.64,1.54,1.61,1.39,1.13,1.1,1.01,1.04,0.94,0.84,0.9,0.95,0.81,0.76,0.77,0.71,0.67,0.63,0.65,0.61,0.55,0.54,0.55,0.5,0.52,0.47,0.49,0.45,0.44,0.44,0.45,0.43,0.45,0.39,0.4,0.4,0.39,0.39,0.27,0.38,0.35,0.37,0.38,0.35,0.38,0.35,0.37,0.35,0.33,0.33,0.3,0.32,0.3,0.32,0.31,0.3,0.3,0.29,0.29,0.3,0.3,0.29,0.29,0.3,0.26,0.27,0.28,0.26,0.27,0.25,0.26,0.25,0.28,0.28,0.28,0.25,0.24,0.25,0.25,0.26,0.24,0.24,0.23,0.27,0.24,0.24,0.23,0.22,0.22,0.21,0.22,0.22,0.21,0.18,0.21,0.22,0.19,0.21,0.21,0.21,0.21,0.2,0.2,0.18,0.19,0.2,0.19,0.19,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.19,0.18,0.0,0.18,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.17,0.17,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.16,0.16,0.16,0.17,0.15,0.15,0.15,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.0,0.0,0.0,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.13,0.12,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.12,0.0,0.0,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.27000000000001
07/20/2021,10.16,6.33,1.64,1.54,1.61,1.39,1.13,1.1,1.01,1.04,0.94,0.84,0.9,0.95,0.81,0.76,0.77,0.71,0.67,0.63,0.65,0.61,0.55,0.54,0.55,0.5,0.52,0.47,0.49,0.45,0.44,0.44,0.45,0.43,0.45,0.39,0.4,0.4,0.39,0.39,0.27,0.38,0.35,0.37,0.38,0.35,0.38,0.35,0.37,0.35,0.33,0.33,0.3,0.32,0.3,0.32,0.31,0.3,0.3,0.29,0.29,0.3,0.3,0.29,0.29,0.3,0.26,0.27,0.28,0.26,0.27,0.25,0.26,0.25,0.28,0.28,0.28,0.25,0.24,0.25,0.25,0.26,0.24,0.24,0.23,0.27,0.24,0.24,0.23,0.22,0.22,0.21,0.22,0.22,0.21,0.18,0.21,0.22,0.19,0.21,0.21,0.21,0.21,0.2,0.2,0.18,0.19,0.2,0.19,0.19,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.19,0.18,0.0,0.18,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.17,0.17,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.16,0.16,0.16,0.17,0.15,0.15,0.15,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.0,0.0,0.0,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.13,0.12,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.12,0.0,0.0,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.27000000000001
07/21/2021,9.77,6.31,1.68,1.57,1.6,1.37,1.12,1.1,1.02,1.04,0.94,0.84,0.89,0.95,0.8,0.76,0.77,0.71,0.67,0.64,0.66,0.62,0.55,0.54,0.55,0.51,0.53,0.47,0.48,0.45,0.44,0.44,0.45,0.43,0.44,0.39,0.4,0.4,0.4,0.39,0.3,0.38,0.36,0.37,0.38,0.35,0.37,0.35,0.38,0.36,0.33,0.34,0.31,0.32,0.29,0.32,0.31,0.31,0.3,0.3,0.29,0.31,0.3,0.29,0.29,0.31,0.27,0.27,0.27,0.25,0.27,0.25,0.27,0.25,0.27,0.28,0.27,0.25,0.25,0.25,0.24,0.27,0.25,0.25,0.23,0.28,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.19,0.21,0.22,0.2,0.21,0.21,0.21,0.21,0.2,0.2,0.18,0.19,0.2,0.19,0.2,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.16,0.16,0.16,0.17,0.16,0.18,0.16,0.17,0.17,0.19,0.18,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.13,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.16,0.15,0.16,0.17,0.15,0.15,0.15,0.13,0.15,0.14,0.14,0.13,0.14,0.13,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.12,0.0,0.12,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,0.13,0.12,0.0,0.0,0.12,0.13,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.22999999999999
07/22/2021,9.79,6.31,1.67,1.58,1.57,1.38,1.11,1.09,1.02,1.03,0.92,0.84,0.9,0.95,0.8,0.77,0.75,0.71,0.66,0.64,0.67,0.63,0.55,0.55,0.54,0.51,0.52,0.46,0.48,0.46,0.44,0.44,0.44,0.43,0.43,0.38,0.4,0.39,0.4,0.38,0.32,0.37,0.35,0.38,0.37,0.35,0.37,0.35,0.39,0.35,0.33,0.34,0.3,0.31,0.3,0.32,0.31,0.31,0.3,0.29,0.29,0.31,0.29,0.29,0.3,0.32,0.26,0.27,0.26,0.25,0.27,0.26,0.28,0.25,0.28,0.28,0.28,0.26,0.25,0.25,0.23,0.27,0.25,0.25,0.23,0.27,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.23,0.21,0.19,0.21,0.22,0.2,0.21,0.21,0.21,0.22,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.17,0.17,0.17,0.18,0.18,0.19,0.18,0.18,0.19,0.18,0.14,0.19,0.16,0.16,0.16,0.16,0.17,0.18,0.16,0.17,0.18,0.19,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.15,0.15,0.16,0.13,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.15,0.16,0.17,0.15,0.15,0.15,0.13,0.15,0.14,0.14,0.0,0.13,0.13,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.0,0.0,0.0,0.13,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.0,0.12,0.0,0.0,0.0,0.13,0.12,0.12,0.0,0.0,0.12,0.13,0.0,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.12,0.0,0.0,0.13,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.18
