,Suncor Energy Inc. 2.8%,State Street Instl US Govt MMkt Premier,SunTrust Bank 2.45%,VOLVO FINANCIAL EQUIPMENT MASTER 0.59%,MUFG Union Bank N.A. 0.75%,New York Life Global Funding 1.7%,Fifth Third Bancorp 2.6%,Citigroup Inc. 1.56%,Metropolitan Life Global Funding I 0.9%,Siemens Financieringsmaatschappij N.V. 0.48%,Dominion Energy Inc 2.72%,Oracle Corporation 1.9%,The Bank of New York Mellon Corporation 0.28%,"Tyson Foods, Inc. 2.25%","Goldman Sachs Group, Inc. 0.56%","Gilead Sciences, Inc. 0.75%",AMERICREDIT AUTOMOBILE RECEIVABLES TRUST 0.28%,Honeywell International Inc. 0.48%,Wells Fargo & Company 1.2%,T 2.625 12/01/22,Westlake Chemical Corporation 3.6%,DTE Energy Company 2.6%,Sprint Spectrum Co LLC / Sprint Spectrum Co II LLC / Sprint Spectrum Co III,Morgan Stanley 0.72%,MCD F 10/28/21 MTN,ING Bank N.V. 1.04%,The Toronto-Dominion Bank 0.26%,CARMAX AUTO OWNER TRUST 0.27%,NTT Finance Corp 0.37%,Dominion Energy Inc 0.65%,NAVIENT PRIVATE EDUCATION REFI LOAN TRUST 1.69%,WESTLAKE AUTOMOBILE RECEIVABLES TRUST 0.93%,HPEFS EQUIPMENT TRUST 0.27%,MMAF EQUIPMENT FINANCE LLC 0.3%,Florida Power & Light Company 0.27%,CPS AUTO RECEIVABLES TRUST 0.37%,Sbm Private Education Loan Trsut 2015-B 1.27%,SANTANDER DRIVE AUTO RECEIVABLES TRUST 0.46%,SPRNTS 3.36 09/20/21 144A,GreatAmerica Leasing Receivables Funding LLC 0.27%,WORLD OMNI AUTO RECEIVABLES TRUST 0.17%,SANTANDER DRIVE AUTO RECEIVABLE TRUST 0.29%,Fidelity National Information Services Inc 0.38%,SDART 2020-2 A2A,CPS Auto Receivables Trust 2.09%,SANTANDER DRIVE AUTO RECEIVABLES TRUST 0.62%,Truist Bank (North Carolina) 2.45%,Oneok Partners Lp 5%,"Goldman Sachs Group, Inc. 0.57%",The Toronto-Dominion Bank 0.29%,Florida Power & Light Company 0.28%,The Bank of New York Mellon Corporation 0.29%,Trafigura Securitisation Finance PLC 0.61%,Morgan Stanley 0.75%,LORL,Us Dollar,Bank of America Corporation 1.31%,The Bank of New York Mellon Corporation 0.31%,Royal Bank of Canada 0.41%,AT&T Inc 2.62%,CPS AUTO RECEIVABLES TRUST 0.33%,SUM
07/09/2021,4.82,4.44,4.14,3.76,3.49,3.37,3.3,2.94,2.92,2.91,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.83,2.63,2.37,2.37,2.33,2.32,2.32,2.32,2.32,2.32,2.32,1.74,1.72,1.59,1.16,1.16,1.16,1.05,0.91,0.88,0.8,0.58,0.58,0.49,0.29,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/12/2021,4.82,4.44,4.14,3.76,3.49,3.37,3.3,2.94,2.92,2.91,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.83,2.63,2.37,2.37,2.33,2.32,2.32,2.32,2.32,2.32,2.32,1.74,1.72,1.59,1.16,1.16,1.16,1.05,0.91,0.88,0.8,0.58,0.58,0.49,0.29,0.0,0.08,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/13/2021,4.82,4.44,4.14,3.76,3.49,3.37,3.3,2.94,2.92,2.91,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.83,2.63,2.37,2.37,2.33,2.32,2.32,2.32,2.32,2.32,2.32,1.74,1.72,1.59,1.16,1.16,1.16,1.05,0.91,0.88,0.8,0.58,0.58,0.49,0.29,0.0,0.08,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/14/2021,4.82,4.44,4.14,3.76,3.49,3.37,3.3,2.94,2.92,2.91,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.83,2.63,2.37,2.37,2.33,2.32,2.32,2.32,2.32,2.32,2.32,1.74,1.72,1.59,1.16,1.16,1.16,1.05,0.91,0.88,0.8,0.58,0.58,0.49,0.29,0.0,0.08,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/15/2021,4.82,4.44,4.14,3.76,3.49,3.37,3.3,2.94,2.92,2.91,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.83,2.63,2.37,2.37,2.33,2.32,2.32,2.32,2.32,2.32,2.32,1.74,1.72,1.59,1.16,1.16,1.16,1.05,0.91,0.88,0.8,0.58,0.58,0.49,0.29,0.0,0.08,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/16/2021,4.82,4.44,4.14,3.76,3.49,3.37,3.3,2.94,2.92,2.91,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.83,2.63,2.37,2.37,2.33,2.32,2.32,2.32,2.32,2.32,2.32,1.74,1.72,1.59,1.16,1.16,1.16,1.05,0.91,0.88,0.8,0.58,0.58,0.49,0.29,0.0,0.08,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/20/2021,4.82,4.44,4.14,3.76,3.49,3.37,3.3,2.94,2.92,2.91,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.83,2.63,2.37,2.37,2.33,2.32,2.32,2.32,2.32,2.32,2.32,1.74,1.72,1.59,1.16,1.16,1.16,1.05,0.91,0.88,0.8,0.58,0.58,0.49,0.29,0.0,0.08,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/22/2021,4.82,8.42,0.0,0.0,3.5,3.37,3.3,2.94,2.93,2.92,2.9,2.9,2.91,2.9,0.0,2.9,2.9,2.9,2.83,2.63,2.37,0.0,2.32,2.32,2.32,2.32,0.0,2.32,2.32,1.74,1.65,1.41,1.16,1.16,0.0,0.98,0.8,0.54,0.8,0.58,0.56,0.39,0.29,0.0,0.01,0.0,4.14,3.13,2.91,2.32,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/23/2021,4.82,8.42,0.0,0.0,3.5,3.37,3.3,2.94,2.93,2.92,2.9,2.9,2.91,2.9,0.0,2.9,2.9,2.9,2.83,2.63,2.37,0.0,2.32,2.32,2.32,2.32,0.0,2.32,2.32,1.74,1.65,1.41,1.16,1.16,0.0,0.98,0.8,0.54,0.8,0.58,0.56,0.39,0.29,0.0,0.01,0.0,4.14,3.13,2.91,2.32,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/29/2021,4.71,6.8,0.0,0.0,3.42,3.29,3.22,2.87,2.86,2.85,2.84,2.84,0.0,0.0,0.0,2.82,2.57,2.83,0.0,2.57,2.31,0.0,2.27,0.0,2.27,2.27,0.0,2.27,2.27,1.7,1.61,1.38,1.13,1.13,0.0,0.96,0.78,0.53,0.78,0.57,0.55,0.39,0.28,0.0,0.01,0.0,4.05,3.05,2.84,2.27,1.13,2.84,2.83,2.27,2.27,2.25,2.25,0.0,0.0,0.0,0.0,100.0
08/03/2021,4.68,6.75,0.0,0.0,3.4,3.27,3.2,2.84,2.85,2.84,2.82,2.82,0.0,0.0,0.0,2.82,2.55,2.82,0.0,0.0,2.3,0.0,2.26,0.0,2.26,2.25,0.0,2.25,2.25,1.69,1.6,1.37,1.13,1.13,0.0,0.96,0.77,0.53,0.78,0.56,0.54,0.38,0.28,0.0,0.01,0.0,4.02,3.04,2.82,2.26,1.13,0.0,2.82,2.26,0.0,0.0,2.24,2.83,2.82,2.55,2.25,100.0
08/04/2021,4.68,6.75,0.0,0.0,3.4,3.27,3.2,2.84,2.85,2.84,2.82,2.82,0.0,0.0,0.0,2.82,2.55,2.82,0.0,2.55,2.3,0.0,2.26,0.0,2.26,2.25,0.0,2.25,2.25,1.69,1.6,1.37,1.13,1.13,0.0,0.96,0.77,0.53,0.78,0.56,0.54,0.38,0.28,0.0,0.01,0.0,4.02,3.04,2.82,2.26,1.13,0.0,2.82,2.26,0.0,0.0,2.24,2.83,2.82,0.0,2.25,100.0
