,BG,SJM,TSN,CAG,REYN,ADM,SPB,CVS,HLF,POST,CTVA,FLO,CASY,PPC,GIS,KR,PG,HRL,CPB,MDLZ,K,DAR,STZ,ACI,CHD,KMB,FRPT,GO,KDP,MNST,PM,BYND,CL,PEP,CLX,HSY,MKC,MCK,KHC,SAM,US Dollar,MISXX,Morgan Stanley Instl Lqudty Trs Instl,Interest/Overdraft,n/a,8174.T,688101.SS,688001.SS,SUM
07/09/2021,4.18,4.17,4.16,4.15,4.15,4.13,4.11,4.09,3.38,3.38,3.35,3.35,3.34,3.32,3.3,3.29,2.54,2.53,2.52,2.52,2.5,2.49,2.48,2.47,1.69,1.69,1.67,1.67,1.67,1.67,1.67,1.55,0.85,0.85,0.85,0.85,0.84,0.83,0.82,0.76,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
07/12/2021,4.15,4.23,4.17,4.16,4.09,4.17,4.04,4.08,3.36,3.39,3.28,3.32,3.39,3.31,3.28,3.34,2.55,2.49,2.51,2.53,2.51,2.49,2.44,2.58,1.71,1.69,1.66,1.69,1.66,1.65,1.68,1.49,0.85,0.84,0.84,0.85,0.83,0.83,0.82,0.8,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/13/2021,4.15,4.23,4.17,4.16,4.09,4.17,4.04,4.08,3.36,3.39,3.28,3.32,3.39,3.31,3.28,3.34,2.55,2.49,2.51,2.53,2.51,2.49,2.44,2.58,1.71,1.69,1.66,1.69,1.66,1.65,1.68,1.49,0.85,0.84,0.84,0.85,0.83,0.83,0.82,0.8,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/14/2021,4.15,4.23,4.18,4.16,4.09,4.17,4.04,4.08,3.36,3.4,3.28,3.33,3.4,3.32,3.28,3.35,2.55,2.5,2.52,2.54,2.51,2.49,2.45,2.58,1.71,1.69,1.66,1.7,1.66,1.66,1.68,1.49,0.85,0.85,0.84,0.85,0.83,0.83,0.82,0.8,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/15/2021,4.17,4.23,4.14,4.15,4.05,4.16,4.04,4.12,3.33,3.4,3.32,3.34,3.38,3.28,3.27,3.36,2.56,2.49,2.52,2.54,2.5,2.52,2.44,2.56,1.71,1.69,1.66,1.69,1.67,1.68,1.67,1.48,0.86,0.85,0.84,0.85,0.83,0.84,0.82,0.81,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,99.95
07/16/2021,4.16,4.26,4.14,3.97,4.04,4.16,3.99,4.16,3.32,3.35,3.3,3.34,3.39,3.29,3.3,3.38,2.59,2.52,2.5,2.58,2.51,2.51,2.46,2.55,1.72,1.71,1.69,1.7,1.69,1.71,1.68,1.47,0.86,0.88,0.85,0.86,0.83,0.84,0.82,0.78,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,99.98999999999998
07/19/2021,4.09,4.31,4.11,4.03,4.05,4.12,4.08,4.16,3.27,3.32,3.23,3.38,3.38,3.27,3.32,3.43,2.62,2.54,2.51,2.6,2.52,2.53,2.44,2.55,1.71,1.72,1.59,1.69,1.73,1.73,1.69,1.39,0.87,0.89,0.85,0.87,0.83,0.84,0.82,0.77,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,100.0
07/20/2021,4.09,4.31,4.11,4.03,4.05,4.12,4.08,4.16,3.27,3.32,3.23,3.38,3.38,3.27,3.32,3.43,2.62,2.54,2.51,2.6,2.52,2.53,2.44,2.55,1.71,1.72,1.59,1.69,1.73,1.73,1.69,1.39,0.87,0.89,0.85,0.87,0.83,0.84,0.82,0.77,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,100.0
07/21/2021,3.98,4.34,4.09,4.05,4.09,4.06,4.21,4.14,3.29,3.3,3.19,3.4,3.39,3.22,3.33,3.47,2.64,2.56,2.53,2.61,2.53,2.46,2.43,2.56,1.73,1.75,1.59,1.71,1.72,1.72,1.69,1.34,0.88,0.89,0.87,0.87,0.84,0.84,0.81,0.77,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,100.04
07/22/2021,3.99,4.37,4.07,4.12,4.08,4.01,4.05,4.09,3.25,3.25,3.12,3.41,3.36,3.13,3.37,3.63,2.64,2.57,2.56,2.6,2.56,2.41,2.41,2.65,1.74,1.76,1.59,1.73,1.71,1.71,1.67,1.35,0.87,0.89,0.88,0.87,0.85,0.83,0.82,0.79,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/23/2021,4.03,4.31,4.07,4.05,4.04,4.03,4.14,4.13,3.31,3.27,3.17,3.36,3.4,3.21,3.31,3.57,2.62,2.53,2.51,2.61,2.53,2.54,2.43,2.66,1.72,1.73,1.62,1.76,1.72,1.73,1.61,1.4,0.86,0.89,0.85,0.87,0.84,0.86,0.81,0.77,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/26/2021,4.07,4.25,4.09,4.0,4.02,4.04,4.25,4.22,3.29,3.25,3.25,3.32,3.38,3.23,3.29,3.54,2.61,2.51,2.48,2.62,2.5,2.56,2.45,2.62,1.7,1.72,1.64,1.63,1.73,1.74,1.67,1.39,0.86,0.89,0.86,0.87,0.82,0.89,0.81,0.79,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/27/2021,4.06,4.26,4.09,3.99,4.0,4.05,4.31,4.23,3.33,3.25,3.22,3.32,3.4,3.29,3.3,3.53,2.63,2.52,2.48,2.64,2.5,2.52,2.44,2.62,1.72,1.72,1.64,1.6,1.73,1.79,1.68,1.36,0.87,0.9,0.87,0.87,0.82,0.9,0.81,0.58,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/28/2021,4.06,4.26,4.09,3.99,4.0,4.05,4.31,4.23,3.33,3.25,3.22,3.32,3.4,3.29,3.3,3.53,2.63,2.52,2.48,2.64,2.5,2.52,2.44,2.62,1.72,1.72,1.64,1.6,1.73,1.79,1.68,1.36,0.87,0.9,0.87,0.87,0.82,0.9,0.81,0.58,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/29/2021,4.03,4.26,4.08,3.97,4.06,4.07,4.34,4.19,3.35,3.25,3.22,3.33,3.41,3.3,3.29,3.51,2.63,2.51,2.47,2.63,2.49,2.57,2.43,2.63,1.71,1.7,1.62,1.6,1.73,1.77,1.69,1.35,0.87,0.89,0.87,0.86,0.82,0.89,0.82,0.6,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/30/2021,4.05,4.29,4.1,3.96,4.03,4.09,4.34,4.22,3.26,3.23,3.23,3.33,3.4,3.36,3.29,3.52,2.64,2.52,2.48,2.64,2.5,2.54,2.45,2.61,1.72,1.72,1.58,1.61,1.7,1.76,1.7,1.32,0.87,0.9,0.86,0.87,0.82,0.9,0.81,0.59,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,99.99
08/02/2021,4.28,4.27,4.1,3.89,4.01,4.14,4.35,4.19,3.3,3.17,3.28,3.27,3.42,3.4,3.25,3.58,2.61,2.48,2.43,2.56,2.47,2.6,2.42,2.77,1.72,1.71,1.52,1.63,1.67,1.74,1.7,1.33,0.86,0.89,0.85,0.86,0.8,0.9,0.8,0.58,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/03/2021,4.19,4.27,4.09,3.89,3.96,4.16,4.34,4.17,3.26,3.19,3.26,3.29,3.43,3.37,3.26,3.59,2.67,2.46,2.43,2.57,2.5,2.59,2.43,2.78,1.72,1.71,1.52,1.61,1.69,1.74,1.71,1.32,0.83,0.89,0.85,0.87,0.8,0.9,0.8,0.59,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/04/2021,4.19,4.27,4.09,3.89,3.96,4.16,4.34,4.17,3.26,3.19,3.26,3.29,3.43,3.37,3.26,3.59,2.67,2.46,2.43,2.57,2.5,2.59,2.43,2.78,1.72,1.71,1.52,1.61,1.69,1.74,1.71,1.32,0.83,0.89,0.85,0.87,0.8,0.9,0.8,0.59,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/05/2021,4.19,4.27,4.09,3.89,3.96,4.16,4.34,4.17,3.26,3.19,3.26,3.29,3.43,3.37,3.26,3.59,2.67,2.46,2.43,2.57,2.5,2.59,2.43,2.78,1.72,1.71,1.52,1.61,1.69,1.74,1.71,1.32,0.83,0.89,0.85,0.87,0.8,0.9,0.8,0.59,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/06/2021,4.17,4.33,4.1,3.84,3.87,4.16,4.26,4.25,3.25,3.18,3.28,3.28,3.42,3.3,3.29,3.76,2.7,2.46,2.41,2.57,2.5,2.61,2.4,3.01,1.69,1.71,1.46,1.64,1.67,1.72,1.71,1.31,0.82,0.89,0.77,0.87,0.8,0.91,0.81,0.56,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/09/2021,4.14,4.28,4.11,3.83,3.97,4.19,4.22,4.14,3.12,3.16,3.23,3.27,3.48,3.27,3.26,3.78,2.74,2.47,2.4,2.57,2.52,2.68,2.43,3.05,1.7,1.72,1.45,1.64,1.69,1.74,1.74,1.34,0.84,0.9,0.79,0.89,0.81,0.9,0.78,0.56,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/10/2021,4.19,4.22,4.12,3.85,3.91,4.25,4.02,4.16,3.11,3.4,3.45,3.23,3.43,3.28,3.25,3.73,2.69,2.44,2.38,2.54,2.52,2.69,2.4,3.2,1.68,1.7,1.43,1.61,1.66,1.81,1.71,1.34,0.83,0.89,0.77,0.88,0.81,0.89,0.78,0.55,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/11/2021,4.19,4.22,4.12,3.85,3.91,4.25,4.02,4.16,3.11,3.4,3.45,3.23,3.43,3.28,3.25,3.73,2.69,2.44,2.38,2.54,2.52,2.69,2.4,3.2,1.68,1.7,1.43,1.61,1.66,1.81,1.71,1.34,0.83,0.89,0.77,0.88,0.81,0.89,0.78,0.55,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/13/2021,4.2,4.19,4.5,3.83,4.02,4.23,4.02,4.16,3.05,3.38,3.44,3.16,3.39,3.41,3.21,3.73,2.64,2.4,2.34,2.49,2.5,2.74,2.33,3.7,1.65,1.67,1.38,1.49,1.63,1.81,1.68,1.34,0.81,0.87,0.76,0.86,0.8,0.85,0.77,0.54,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,100.01
08/16/2021,4.21,4.2,4.51,3.84,4.09,4.24,3.92,4.24,3.09,3.47,3.46,3.14,3.39,3.4,3.22,3.7,2.64,2.37,2.33,2.49,2.5,2.86,2.26,3.76,1.65,1.67,1.34,1.31,1.62,1.78,1.68,1.31,0.81,0.87,0.77,0.85,0.81,0.86,0.76,0.52,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/17/2021,4.15,4.19,4.55,3.83,4.0,4.22,3.83,4.14,3.07,3.45,3.4,3.3,3.35,4.04,3.22,3.66,2.62,2.37,2.33,2.49,2.51,2.86,2.25,3.73,1.64,1.67,1.32,1.26,1.6,1.76,1.68,1.26,0.8,0.87,0.77,0.84,0.8,0.85,0.76,0.51,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/19/2021,4.16,4.21,4.49,3.82,3.97,4.23,3.82,4.18,3.01,3.46,3.33,3.33,3.34,4.05,3.23,3.71,2.63,2.38,2.34,2.5,2.52,2.87,2.24,3.66,1.65,1.69,1.3,1.26,1.63,1.76,1.69,1.23,0.8,0.87,0.77,0.85,0.81,0.85,0.76,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/20/2021,4.11,4.26,4.46,3.81,3.96,4.13,3.82,4.22,2.98,3.5,3.31,3.39,3.35,4.06,3.25,3.86,2.62,2.41,2.35,2.51,2.54,2.75,2.23,3.67,1.65,1.69,1.29,1.27,1.6,1.74,1.68,1.22,0.8,0.87,0.77,0.85,0.81,0.86,0.76,0.5,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/23/2021,3.95,4.24,4.51,3.82,3.99,4.06,3.73,4.18,3.04,3.46,3.18,3.39,3.41,4.06,3.27,3.98,2.67,2.42,2.36,2.54,2.56,2.71,2.27,3.63,1.68,1.72,1.3,1.23,1.64,1.76,1.7,1.21,0.8,0.89,0.79,0.86,0.82,0.86,0.75,0.49,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/24/2021,3.91,4.2,4.5,3.85,3.96,4.04,3.78,4.22,3.08,3.48,3.14,3.37,3.42,4.07,3.28,4.07,2.68,2.42,2.36,2.53,2.56,2.57,2.28,3.65,1.68,1.71,1.3,1.24,1.64,1.76,1.7,1.24,0.8,0.89,0.78,0.86,0.82,0.87,0.74,0.48,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/25/2021,3.91,4.2,4.5,3.85,3.96,4.04,3.78,4.22,3.08,3.48,3.14,3.37,3.42,4.07,3.28,4.07,2.68,2.42,2.36,2.53,2.56,2.57,2.28,3.65,1.68,1.71,1.3,1.24,1.64,1.76,1.7,1.24,0.8,0.89,0.78,0.86,0.82,0.87,0.74,0.48,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/26/2021,3.97,4.16,4.47,3.82,3.94,4.06,3.79,4.2,3.12,3.46,3.14,3.34,3.45,4.07,3.25,4.05,2.66,2.4,2.32,2.51,2.54,2.69,2.3,3.62,1.65,1.7,1.36,1.24,1.65,1.76,1.69,1.28,0.8,0.88,0.78,0.85,0.81,0.88,0.75,0.49,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/27/2021,4.03,4.09,4.47,3.79,3.93,4.1,3.88,4.19,3.15,3.47,3.2,3.29,3.46,4.1,3.2,3.98,2.66,2.38,2.31,2.49,2.53,2.72,2.32,3.61,1.63,1.69,1.36,1.22,1.66,1.76,1.69,1.32,0.8,0.88,0.77,0.84,0.81,0.87,0.75,0.5,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/30/2021,4.05,4.02,4.45,3.79,3.91,4.14,3.89,4.18,3.28,3.44,3.33,3.29,3.48,4.18,3.16,3.96,2.66,2.36,2.23,2.48,2.48,2.77,2.31,3.59,1.62,1.71,1.3,1.22,1.67,1.78,1.72,1.28,0.8,0.88,0.77,0.84,0.81,0.87,0.74,0.48,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
08/31/2021,4.11,3.97,4.43,3.78,3.87,4.16,3.95,4.17,3.28,3.44,3.32,3.29,3.48,4.2,3.15,3.95,2.63,2.35,2.27,2.47,2.46,2.87,2.27,3.61,1.62,1.7,1.33,1.21,1.66,1.77,1.71,1.28,0.79,0.87,0.76,0.84,0.8,0.87,0.74,0.48,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,100.0
09/01/2021,4.11,3.97,4.43,3.78,3.87,4.16,3.95,4.17,3.28,3.44,3.32,3.29,3.48,4.2,3.15,3.95,2.63,2.35,2.27,2.47,2.46,2.87,2.27,3.61,1.62,1.7,1.33,1.21,1.66,1.77,1.71,1.28,0.79,0.87,0.76,0.84,0.8,0.87,0.74,0.48,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/02/2021,4.04,3.93,4.42,3.74,3.89,4.13,3.88,4.23,3.24,3.44,3.29,3.32,3.5,4.17,3.15,4.02,2.65,2.37,2.25,2.49,2.46,2.82,2.26,3.71,1.64,1.7,1.3,1.22,1.67,1.79,1.73,1.27,0.8,0.88,0.77,0.85,0.81,0.88,0.74,0.47,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.00000000000001
