,SPY,IVV,QQQ,VIXY,VXX,SLQD,SCHJ,NEAR,SPSB,ULST,SHV,IGSB,MINT,n/a,SHY,BIL,DOG,SDOW,DIA,IJR,UGL,SLV,TQQQ,UVXY,SUM
08/16/2021,36.79,26.2,25.7,8.81,2.39,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000004
08/17/2021,36.12,26.27,25.83,9.34,2.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000003
08/18/2021,36.12,26.27,25.83,9.34,2.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000003
08/19/2021,36.12,26.27,25.83,9.34,2.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000003
08/20/2021,36.13,26.28,25.79,9.36,2.34,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
08/23/2021,37.23,25.16,25.5,8.6,3.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/24/2021,33.9,24.72,26.03,11.43,3.82,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
08/25/2021,33.9,24.72,26.03,11.43,3.82,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
08/26/2021,33.9,24.72,26.03,11.43,3.82,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
08/27/2021,33.49,23.44,26.45,11.52,5.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
08/30/2021,37.88,23.86,26.04,7.59,4.53,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
08/31/2021,37.91,24.08,26.07,7.5,4.33,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000004
09/01/2021,37.91,24.08,26.07,7.5,4.33,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000004
09/02/2021,37.91,24.08,26.07,7.5,4.33,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000004
09/03/2021,37.93,23.8,26.26,7.39,4.5,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000005
09/06/2021,37.62,24.1,25.97,7.8,4.4,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
09/07/2021,37.6,25.24,25.95,7.83,3.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000005
09/08/2021,37.6,25.24,25.95,7.83,3.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000005
09/09/2021,37.6,25.24,25.95,7.83,3.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000005
09/10/2021,37.44,25.14,25.96,8.0,3.34,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000005
09/13/2021,37.92,25.2,25.65,7.77,3.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
09/14/2021,36.67,24.99,25.47,9.2,3.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000004
09/15/2021,36.67,24.99,25.47,9.2,3.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000004
09/16/2021,36.67,24.99,25.47,9.2,3.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000004
09/17/2021,37.88,24.0,25.54,7.87,4.59,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000005
09/20/2021,33.13,23.95,25.88,12.36,4.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000005
09/21/2021,32.53,23.68,25.59,13.27,4.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000005
09/22/2021,32.53,23.68,25.59,13.27,4.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000005
09/23/2021,32.53,23.68,25.59,13.27,4.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000005
09/24/2021,31.16,24.4,24.87,15.61,3.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
09/27/2021,30.33,23.2,26.05,14.78,5.52,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/28/2021,33.31,23.74,26.05,12.0,4.79,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
09/29/2021,33.31,23.74,26.05,12.0,4.79,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
09/30/2021,33.31,23.74,26.05,12.0,4.79,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
10/01/2021,37.04,23.3,25.23,8.94,5.37,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000005
10/04/2021,36.77,24.87,25.19,9.36,3.69,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000005
10/05/2021,29.27,24.75,25.15,8.99,8.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,2.54,0.98,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/06/2021,29.27,24.75,25.15,8.99,8.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,2.54,0.98,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/07/2021,29.11,24.62,27.31,9.32,8.51,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/08/2021,29.11,24.62,27.31,9.32,8.51,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/11/2021,25.61,17.84,21.41,7.05,9.66,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,7.47,5.15,3.09,1.23,0.88,0.47,100.00000000000001
