,AAPL,MSFT,FB,JNJ,ROG.SW,GOOG,NESN.SW,V,NVDA,ADBE,UNH,GOOGL,WMT,MRK,NOVOB.CO,CSCO,MA,INTC,NOVN.SW,ACN,ASML.AS,VZ,PYPL,TXN,TGT,REGN,PEP,DTE.DE,JPM,COST,WM,NEE,KO,BRK.B,TMUS,NEM,VRTX,LLY,PG,ULVR.L,NKE,ADP,BAC,KR,PSA,T,PAYX,GILD,HON,UNP,DG,ALL,INTU,SO,AMZN,FNV.TO,LOGN.SW,EA,RSG,MSI,HSY,MMM,9432.T,SAP.DE,GIVN.SW,COLO B.CO,PGR,AMAT,BLK,RMS.PA,WFC,ED,DUK,9433.T,CMCSA,7203.T,PFE,AON,KEYS,MCD,XEL,RIO.L,GSK.L,XOM,KNIN.SW,LMT,ZTS,HD,TD.TO,IFC.TO,CSL.AX,ATVI,9434.T,7974.T,4519.T,MMC,AMD,LRCX,D,OR.PA,APH,MDT,TYL,DIS,C,SCMN.SW,ISRG,Z74.SI,DHR,Royal Dutch Shell Plc Class A,WES.AX,HRL,6861.T,HSBA.L,TTWO,6178.T,11.HK,ORA.PA,ORCL,WEC,BIIB,8306.T,CHD,ERF.PA,BP.L,EXPD,8001.T,SCHP.SW,CHRW,WCN.TO,CCI,7751.T,AD.AS,J36.SI,RKT.L,8411.T,KRZ.IR,CTXS,JKHY,PGHN.SW,8035.T,CLX,BR,DAI.DE,388.HK,CNR.TO,AEM.TO,IBM,BKI,K,EXR,6701.T,MKC,CME,AMGN,BNP.PA,WOW.AX,EMR,AEP,CVS,FIS,4901.T,4661.T,GM,GIB.A.TO,SBUX,ANTM,6098.T,ELISA.HE,GS,RY.TO,NOC,AZO,TROW,PRU.L,TRV,823.HK,ITW,SHW,SOON.SW,FISV,KLAC,EW,SAN.MC,IDXX,7267.T,KNEBV.HE,WST,BATS.L,TTE.PA,BRO,T.TO,ERIC B.ST,BAX,ICE,6758.T,9735.T,LISP.SW,INGA.AS,F,2.HK,6869.T,NOVO B.CO,RDSA.AS,ALV.DE,VOW3.DE,CTSH,ATCO A.ST,KMB,CL,SUM
07/09/2021,2.35,2.33,1.9,1.54,1.38,1.34,1.29,1.24,1.07,1.05,1.03,0.99,0.89,0.89,0.82,0.77,0.75,0.71,0.71,0.7,0.68,0.65,0.64,0.57,0.55,0.54,0.53,0.52,0.5,0.49,0.49,0.47,0.46,0.46,0.42,0.41,0.4,0.4,0.4,0.39,0.38,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.35,0.34,0.33,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67
07/12/2021,2.38,2.34,1.87,1.55,1.41,1.34,1.32,1.23,1.03,1.07,1.03,0.98,0.9,0.9,0.84,0.78,0.74,0.71,0.71,0.72,0.67,0.65,0.65,0.57,0.56,0.54,0.54,0.52,0.5,0.5,0.49,0.47,0.46,0.45,0.42,0.41,0.4,0.4,0.4,0.4,0.39,0.38,0.36,0.38,0.37,0.36,0.37,0.36,0.35,0.33,0.34,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.29,0.28,0.28,0.28,0.27,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.23,0.24,0.24,0.23,0.24,0.22,0.23,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.12,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.19,0.2,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.85
07/13/2021,2.38,2.34,1.87,1.55,1.41,1.34,1.32,1.23,1.03,1.07,1.03,0.98,0.9,0.9,0.84,0.78,0.74,0.71,0.71,0.72,0.67,0.65,0.65,0.57,0.56,0.54,0.54,0.52,0.5,0.5,0.49,0.47,0.46,0.45,0.42,0.41,0.4,0.4,0.4,0.4,0.39,0.38,0.36,0.38,0.37,0.36,0.37,0.36,0.35,0.33,0.34,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.29,0.28,0.28,0.28,0.27,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.23,0.24,0.24,0.23,0.24,0.22,0.23,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.12,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.19,0.2,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.85
07/14/2021,2.39,2.32,1.88,1.55,1.39,1.34,1.3,1.23,1.03,1.06,1.03,0.98,0.89,0.89,0.0,0.78,0.74,0.71,0.71,0.72,0.68,0.65,0.66,0.57,0.55,0.54,0.53,0.53,0.51,0.5,0.49,0.47,0.46,0.46,0.42,0.41,0.4,0.4,0.4,0.39,0.38,0.38,0.37,0.38,0.37,0.36,0.37,0.35,0.36,0.34,0.34,0.33,0.32,0.32,0.32,0.31,0.31,0.3,0.31,0.31,0.31,0.31,0.3,0.31,0.3,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.27,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.23,0.24,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.12,0.2,0.0,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.83,0.21,0.11,0.0,0.0,0.0,0.0,0.0,66.71000000000001
07/15/2021,2.37,2.31,1.88,1.54,1.4,1.34,1.3,1.22,1.05,1.05,1.03,0.99,0.89,0.88,0.0,0.77,0.74,0.71,0.72,0.71,0.69,0.64,0.66,0.57,0.56,0.53,0.53,0.53,0.51,0.5,0.48,0.47,0.46,0.46,0.42,0.4,0.39,0.4,0.4,0.39,0.38,0.38,0.37,0.37,0.37,0.36,0.37,0.35,0.36,0.33,0.33,0.33,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.3,0.31,0.31,0.3,0.31,0.3,0.3,0.29,0.28,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.27,0.27,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.24,0.22,0.23,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.23,0.21,0.21,0.21,0.12,0.2,0.0,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.83,0.2,0.11,0.11,0.0,0.0,0.0,0.0,66.64
07/16/2021,2.39,2.34,1.88,1.54,1.4,1.35,1.3,1.24,1.04,1.06,1.04,0.99,0.89,0.88,0.83,0.77,0.76,0.72,0.71,0.72,0.7,0.64,0.66,0.57,0.56,0.53,0.54,0.53,0.51,0.5,0.48,0.47,0.47,0.46,0.42,0.41,0.39,0.4,0.4,0.4,0.38,0.38,0.37,0.37,0.37,0.35,0.37,0.35,0.36,0.33,0.33,0.32,0.32,0.32,0.32,0.31,0.3,0.31,0.3,0.3,0.3,0.31,0.31,0.32,0.3,0.3,0.28,0.28,0.29,0.29,0.27,0.27,0.28,0.28,0.27,0.27,0.27,0.26,0.27,0.27,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.23,0.24,0.24,0.23,0.24,0.22,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.21,0.21,0.21,0.12,0.2,0.2,0.2,0.19,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,66.75
07/19/2021,2.44,2.35,1.84,1.53,1.39,1.35,1.29,1.28,0.98,1.06,1.05,0.99,0.9,0.89,0.84,0.78,0.77,0.7,0.7,0.72,0.7,0.65,0.65,0.56,0.56,0.54,0.55,0.53,0.51,0.5,0.49,0.48,0.48,0.46,0.42,0.41,0.4,0.39,0.4,0.39,0.38,0.38,0.36,0.38,0.37,0.36,0.37,0.35,0.37,0.33,0.34,0.32,0.32,0.32,0.31,0.32,0.3,0.31,0.31,0.3,0.31,0.31,0.31,0.31,0.3,0.3,0.28,0.28,0.28,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.28,0.26,0.27,0.27,0.26,0.26,0.25,0.24,0.25,0.25,0.25,0.25,0.23,0.24,0.23,0.22,0.24,0.22,0.22,0.23,0.21,0.22,0.23,0.22,0.22,0.21,0.22,0.23,0.21,0.21,0.21,0.12,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.2,0.18,0.18,0.18,0.19,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,66.89
07/20/2021,2.42,2.35,1.83,1.54,1.41,1.36,1.3,1.28,0.94,1.07,1.05,0.99,0.9,0.89,0.0,0.78,0.77,0.7,0.71,0.72,0.69,0.65,0.65,0.56,0.56,0.54,0.55,0.53,0.5,0.5,0.5,0.49,0.48,0.46,0.43,0.4,0.4,0.39,0.41,0.4,0.38,0.38,0.35,0.39,0.37,0.36,0.37,0.36,0.37,0.33,0.34,0.32,0.32,0.33,0.31,0.32,0.29,0.31,0.31,0.3,0.31,0.31,0.31,0.31,0.3,0.3,0.28,0.27,0.28,0.29,0.28,0.28,0.29,0.28,0.27,0.27,0.28,0.26,0.27,0.27,0.26,0.25,0.25,0.23,0.25,0.25,0.25,0.25,0.23,0.24,0.24,0.23,0.24,0.22,0.22,0.23,0.21,0.21,0.23,0.23,0.21,0.22,0.22,0.22,0.21,0.21,0.21,0.12,0.21,0.0,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.2,0.18,0.18,0.18,0.19,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.18,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.85,0.2,0.0,0.0,0.0,0.12,0.11,0.11,66.94
07/21/2021,2.42,2.35,1.83,1.54,1.41,1.36,1.3,1.28,0.94,1.07,1.05,0.99,0.9,0.89,0.0,0.78,0.77,0.7,0.71,0.72,0.69,0.65,0.65,0.56,0.56,0.54,0.55,0.53,0.5,0.5,0.5,0.49,0.48,0.46,0.43,0.4,0.4,0.39,0.41,0.4,0.38,0.38,0.35,0.39,0.37,0.36,0.37,0.36,0.37,0.33,0.34,0.32,0.32,0.33,0.31,0.32,0.29,0.31,0.31,0.3,0.31,0.31,0.31,0.31,0.3,0.3,0.28,0.27,0.28,0.29,0.28,0.28,0.29,0.28,0.27,0.27,0.28,0.26,0.27,0.27,0.26,0.25,0.25,0.23,0.25,0.25,0.25,0.25,0.23,0.24,0.24,0.23,0.24,0.22,0.22,0.23,0.21,0.21,0.23,0.23,0.21,0.22,0.22,0.22,0.21,0.21,0.21,0.12,0.21,0.0,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.2,0.18,0.18,0.18,0.19,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.18,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.85,0.2,0.0,0.0,0.0,0.12,0.11,0.11,66.94
07/22/2021,2.42,2.35,1.83,1.54,1.41,1.36,1.3,1.28,0.94,1.07,1.05,0.99,0.9,0.89,0.0,0.78,0.77,0.7,0.71,0.72,0.69,0.65,0.65,0.56,0.56,0.54,0.55,0.53,0.5,0.5,0.5,0.49,0.48,0.46,0.43,0.4,0.4,0.39,0.41,0.4,0.38,0.38,0.35,0.39,0.37,0.36,0.37,0.36,0.37,0.33,0.34,0.32,0.32,0.33,0.31,0.32,0.29,0.31,0.31,0.3,0.31,0.31,0.31,0.31,0.3,0.3,0.28,0.27,0.28,0.29,0.28,0.28,0.29,0.28,0.27,0.27,0.28,0.26,0.27,0.27,0.26,0.25,0.25,0.23,0.25,0.25,0.25,0.25,0.23,0.24,0.24,0.23,0.24,0.22,0.22,0.23,0.21,0.21,0.23,0.23,0.21,0.22,0.22,0.22,0.21,0.21,0.21,0.12,0.21,0.0,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.2,0.18,0.18,0.18,0.19,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.18,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.12,0.0,0.85,0.2,0.0,0.0,0.0,0.12,0.11,0.11,66.94
