,Cash,Portfolio Swap Dow Jones Thematic Neu Anti-Beta,MRNA,MDB,FGEN,AZO,SMAR,RMD,PTON,DKS,MSCI,ZM,SPLK,ARES,ACAD,DPZ,ALKS,DDOG,LLY,TYL,IONS,SPGI,EXAS,DBX,RNG,ORLY,AYX,KEYS,LSI,EQIX,EXR,CRUS,COR,BKI,HELE,FIVE,OLLI,COG,NEWR,DG,TREE,CBOE,PSA,EQT,TGT,CUBE,ETRN,FIVN,ALLO,NDAQ,CPT,PEN,TW,QDEL,OTIS,SBAC,MORN,ICE,GILD,ADP,DLB,SUI,KR,FFIV,WSO,TSCO,SRPT,WMB,NFG,BR,BRO,MCY,LNG,SCI,DGX,OZK,MCD,MKTX,VRSK,RLI,DOX,NUAN,BAH,ZNGA,BDX,MMC,CCI,INCY,POOL,UTHR,EXPD,TMX,NYT,NOC,JBHT,MAT,WM,VVV,ROL,VRSN,HOG,ORCL,AMED,PGR,TTC,RSG,PFPT,GGG,FOXA,BRK.B,CME,CTXS,LOPE,CSCO,FCFS,AKAM,EVRG,SAIC,FLO,WEN,NLOK,LH,PNM,OKTA,MUSA,CHTR,XLRN,AIZ,HAIN,HII,VZ,THO,DLR,CACI,KMI,ALL,BAX,DUK,MMM,SFM,IRM,CHRW,SHW,TTWO,CLX,HE,CHD,FCN,CTSH,D,VRNT,EA,COLD,CBSH,KNX,VIR,MMS,NYCB,LSTR,HRL,SLGN,SJM,AJG,IP,NEU,MSM,VIRT,NLY,GIS,ERIE,JNJ,WTM,ATVI,MAS,AEE,APD,CONE,VRTX,AMZN,CPB,WEC,CMS,EQC,LMT,KSU,ED,CMI,ATR,FTDR,DD,STX,BWXT,AON,NLSN,RGLD,AGNC,THS,PKG,NEM,EXEL,SUM
07/09/2021,97.1,3.79,0.58,0.55,0.55,0.54,0.53,0.53,0.52,0.52,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.36,0.36,188.12
07/12/2021,95.24,3.75,0.54,0.54,0.51,0.54,0.54,0.53,0.52,0.49,0.52,0.5,0.49,0.5,0.47,0.5,0.5,0.5,0.49,0.5,0.47,0.49,0.45,0.49,0.49,0.48,0.47,0.47,0.48,0.48,0.48,0.46,0.48,0.47,0.46,0.45,0.47,0.44,0.46,0.46,0.43,0.45,0.47,0.42,0.46,0.47,0.44,0.47,0.41,0.45,0.46,0.45,0.45,0.42,0.46,0.46,0.45,0.44,0.44,0.45,0.44,0.46,0.43,0.43,0.45,0.44,0.4,0.43,0.43,0.45,0.44,0.42,0.44,0.44,0.44,0.42,0.44,0.42,0.44,0.43,0.43,0.43,0.44,0.43,0.44,0.43,0.44,0.42,0.44,0.43,0.44,0.44,0.41,0.43,0.43,0.42,0.44,0.42,0.44,0.43,0.41,0.46,0.44,0.43,0.43,0.44,0.42,0.44,0.41,0.42,0.41,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.43,0.42,0.42,0.44,0.42,0.43,0.39,0.42,0.41,0.41,0.42,0.4,0.43,0.42,0.41,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.42,0.4,0.43,0.41,0.42,0.42,0.41,0.42,0.4,0.42,0.42,0.4,0.44,0.36,0.41,0.4,0.4,0.41,0.41,0.4,0.41,0.41,0.39,0.41,0.4,0.4,0.41,0.4,0.41,0.41,0.4,0.4,0.41,0.41,0.42,0.39,0.43,0.4,0.41,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.4,0.39,0.39,0.38,0.4,0.38,0.38,0.38,0.36,0.34,184.8
07/13/2021,95.24,3.75,0.54,0.54,0.51,0.54,0.54,0.53,0.52,0.49,0.52,0.5,0.49,0.5,0.47,0.5,0.5,0.5,0.49,0.5,0.47,0.49,0.45,0.49,0.49,0.48,0.47,0.47,0.48,0.48,0.48,0.46,0.48,0.47,0.46,0.45,0.47,0.44,0.46,0.46,0.43,0.45,0.47,0.42,0.46,0.47,0.44,0.47,0.41,0.45,0.46,0.45,0.45,0.42,0.46,0.46,0.45,0.44,0.44,0.45,0.44,0.46,0.43,0.43,0.45,0.44,0.4,0.43,0.43,0.45,0.44,0.42,0.44,0.44,0.44,0.42,0.44,0.42,0.44,0.43,0.43,0.43,0.44,0.43,0.44,0.43,0.44,0.42,0.44,0.43,0.44,0.44,0.41,0.43,0.43,0.42,0.44,0.42,0.44,0.43,0.41,0.46,0.44,0.43,0.43,0.44,0.42,0.44,0.41,0.42,0.41,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.43,0.42,0.42,0.44,0.42,0.43,0.39,0.42,0.41,0.41,0.42,0.4,0.43,0.42,0.41,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.42,0.4,0.43,0.41,0.42,0.42,0.41,0.42,0.4,0.42,0.42,0.4,0.44,0.36,0.41,0.4,0.4,0.41,0.41,0.4,0.41,0.41,0.39,0.41,0.4,0.4,0.41,0.4,0.41,0.41,0.4,0.4,0.41,0.41,0.42,0.39,0.43,0.4,0.41,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.4,0.39,0.39,0.38,0.4,0.38,0.38,0.38,0.36,0.34,184.8
07/14/2021,94.79,3.64,0.57,0.53,0.53,0.53,0.53,0.52,0.52,0.49,0.51,0.49,0.48,0.49,0.47,0.49,0.49,0.5,0.49,0.49,0.46,0.48,0.45,0.48,0.47,0.47,0.46,0.46,0.48,0.48,0.47,0.45,0.47,0.46,0.43,0.44,0.46,0.44,0.46,0.46,0.42,0.44,0.46,0.43,0.46,0.46,0.45,0.46,0.4,0.44,0.47,0.44,0.45,0.42,0.45,0.46,0.44,0.44,0.43,0.44,0.43,0.45,0.43,0.43,0.43,0.43,0.4,0.42,0.43,0.44,0.42,0.41,0.43,0.44,0.43,0.41,0.43,0.42,0.44,0.42,0.42,0.43,0.44,0.42,0.44,0.43,0.44,0.41,0.43,0.43,0.43,0.43,0.41,0.43,0.41,0.41,0.43,0.41,0.43,0.43,0.4,0.46,0.44,0.42,0.42,0.43,0.42,0.43,0.4,0.41,0.41,0.42,0.41,0.42,0.41,0.42,0.42,0.42,0.41,0.41,0.42,0.42,0.42,0.44,0.43,0.43,0.39,0.41,0.41,0.4,0.41,0.39,0.43,0.42,0.41,0.41,0.41,0.42,0.41,0.42,0.41,0.4,0.41,0.39,0.42,0.41,0.42,0.41,0.4,0.42,0.39,0.41,0.42,0.39,0.44,0.36,0.41,0.39,0.39,0.41,0.4,0.4,0.4,0.4,0.39,0.41,0.39,0.39,0.4,0.39,0.41,0.39,0.39,0.39,0.41,0.4,0.41,0.39,0.43,0.4,0.41,0.4,0.4,0.4,0.36,0.4,0.38,0.39,0.38,0.38,0.39,0.38,0.38,0.37,0.39,0.37,0.39,0.38,0.36,0.33,183.1
07/15/2021,96.54,3.81,0.59,0.54,0.52,0.56,0.54,0.53,0.51,0.51,0.53,0.49,0.48,0.5,0.48,0.51,0.49,0.51,0.5,0.51,0.45,0.48,0.45,0.49,0.47,0.49,0.45,0.48,0.5,0.49,0.49,0.47,0.49,0.47,0.43,0.45,0.48,0.46,0.46,0.47,0.43,0.46,0.48,0.44,0.48,0.48,0.46,0.47,0.41,0.47,0.49,0.45,0.46,0.43,0.46,0.47,0.45,0.45,0.44,0.46,0.44,0.47,0.45,0.44,0.45,0.44,0.4,0.44,0.44,0.46,0.44,0.43,0.44,0.46,0.45,0.44,0.44,0.44,0.45,0.43,0.44,0.44,0.45,0.43,0.44,0.43,0.45,0.42,0.45,0.44,0.44,0.44,0.42,0.44,0.43,0.43,0.44,0.42,0.44,0.43,0.42,0.47,0.44,0.44,0.44,0.44,0.43,0.44,0.42,0.43,0.42,0.42,0.43,0.43,0.43,0.42,0.43,0.43,0.42,0.42,0.43,0.43,0.42,0.43,0.45,0.42,0.39,0.43,0.42,0.41,0.42,0.41,0.45,0.43,0.43,0.43,0.42,0.43,0.42,0.44,0.44,0.42,0.43,0.41,0.42,0.42,0.43,0.42,0.42,0.43,0.4,0.42,0.44,0.41,0.45,0.36,0.42,0.42,0.41,0.41,0.41,0.41,0.42,0.42,0.4,0.42,0.39,0.41,0.4,0.4,0.42,0.4,0.4,0.41,0.42,0.41,0.44,0.4,0.44,0.4,0.41,0.41,0.42,0.4,0.38,0.41,0.4,0.4,0.39,0.4,0.41,0.4,0.38,0.38,0.4,0.39,0.4,0.39,0.36,0.34,187.38
07/16/2021,96.54,3.81,0.59,0.54,0.52,0.56,0.54,0.53,0.51,0.51,0.53,0.49,0.48,0.5,0.48,0.51,0.49,0.51,0.5,0.51,0.45,0.48,0.45,0.49,0.47,0.49,0.45,0.48,0.5,0.49,0.49,0.47,0.49,0.47,0.43,0.45,0.48,0.46,0.46,0.47,0.43,0.46,0.48,0.44,0.48,0.48,0.46,0.47,0.41,0.47,0.49,0.45,0.46,0.43,0.46,0.47,0.45,0.45,0.44,0.46,0.44,0.47,0.45,0.44,0.45,0.44,0.4,0.44,0.44,0.46,0.44,0.43,0.44,0.46,0.45,0.44,0.44,0.44,0.45,0.43,0.44,0.44,0.45,0.43,0.44,0.43,0.45,0.42,0.45,0.44,0.44,0.44,0.42,0.44,0.43,0.43,0.44,0.42,0.44,0.43,0.42,0.47,0.44,0.44,0.44,0.44,0.43,0.44,0.42,0.43,0.42,0.42,0.43,0.43,0.43,0.42,0.43,0.43,0.42,0.42,0.43,0.43,0.42,0.43,0.45,0.42,0.39,0.43,0.42,0.41,0.42,0.41,0.45,0.43,0.43,0.43,0.42,0.43,0.42,0.44,0.44,0.42,0.43,0.41,0.42,0.42,0.43,0.42,0.42,0.43,0.4,0.42,0.44,0.41,0.45,0.36,0.42,0.42,0.41,0.41,0.41,0.41,0.42,0.42,0.4,0.42,0.39,0.41,0.4,0.4,0.42,0.4,0.4,0.41,0.42,0.41,0.44,0.4,0.44,0.4,0.41,0.41,0.42,0.4,0.38,0.41,0.4,0.4,0.39,0.4,0.41,0.4,0.38,0.38,0.4,0.39,0.4,0.39,0.36,0.34,187.38
07/19/2021,94.86,3.59,0.63,0.5,0.5,0.55,0.51,0.52,0.46,0.49,0.52,0.45,0.46,0.48,0.46,0.51,0.46,0.48,0.48,0.5,0.43,0.48,0.43,0.47,0.44,0.48,0.43,0.47,0.49,0.48,0.48,0.46,0.48,0.46,0.43,0.43,0.48,0.42,0.44,0.46,0.39,0.45,0.47,0.41,0.47,0.47,0.43,0.43,0.38,0.45,0.48,0.41,0.45,0.41,0.46,0.46,0.43,0.44,0.43,0.46,0.44,0.47,0.45,0.43,0.43,0.44,0.38,0.41,0.42,0.45,0.43,0.41,0.41,0.45,0.43,0.43,0.44,0.42,0.45,0.43,0.43,0.43,0.44,0.41,0.43,0.42,0.44,0.41,0.43,0.43,0.43,0.43,0.41,0.42,0.43,0.41,0.44,0.4,0.44,0.42,0.4,0.46,0.42,0.41,0.43,0.44,0.42,0.42,0.4,0.42,0.41,0.41,0.41,0.42,0.42,0.42,0.43,0.42,0.42,0.4,0.4,0.42,0.42,0.41,0.44,0.41,0.37,0.42,0.41,0.4,0.42,0.38,0.44,0.42,0.4,0.41,0.41,0.43,0.42,0.42,0.43,0.41,0.42,0.39,0.42,0.42,0.42,0.4,0.41,0.42,0.38,0.41,0.43,0.4,0.45,0.34,0.41,0.41,0.4,0.41,0.4,0.41,0.41,0.4,0.39,0.4,0.38,0.38,0.4,0.38,0.41,0.39,0.39,0.4,0.42,0.4,0.42,0.39,0.42,0.39,0.42,0.41,0.41,0.39,0.37,0.4,0.39,0.38,0.37,0.4,0.39,0.38,0.37,0.37,0.4,0.36,0.38,0.38,0.36,0.33,182.9
07/20/2021,94.86,3.59,0.63,0.5,0.5,0.55,0.51,0.52,0.46,0.49,0.52,0.45,0.46,0.48,0.46,0.51,0.46,0.48,0.48,0.5,0.43,0.48,0.43,0.47,0.44,0.48,0.43,0.47,0.49,0.48,0.48,0.46,0.48,0.46,0.43,0.43,0.48,0.42,0.44,0.46,0.39,0.45,0.47,0.41,0.47,0.47,0.43,0.43,0.38,0.45,0.48,0.41,0.45,0.41,0.46,0.46,0.43,0.44,0.43,0.46,0.44,0.47,0.45,0.43,0.43,0.44,0.38,0.41,0.42,0.45,0.43,0.41,0.41,0.45,0.43,0.43,0.44,0.42,0.45,0.43,0.43,0.43,0.44,0.41,0.43,0.42,0.44,0.41,0.43,0.43,0.43,0.43,0.41,0.42,0.43,0.41,0.44,0.4,0.44,0.42,0.4,0.46,0.42,0.41,0.43,0.44,0.42,0.42,0.4,0.42,0.41,0.41,0.41,0.42,0.42,0.42,0.43,0.42,0.42,0.4,0.4,0.42,0.42,0.41,0.44,0.41,0.37,0.42,0.41,0.4,0.42,0.38,0.44,0.42,0.4,0.41,0.41,0.43,0.42,0.42,0.43,0.41,0.42,0.39,0.42,0.42,0.42,0.4,0.41,0.42,0.38,0.41,0.43,0.4,0.45,0.34,0.41,0.41,0.4,0.41,0.4,0.41,0.41,0.4,0.39,0.4,0.38,0.38,0.4,0.38,0.41,0.39,0.39,0.4,0.42,0.4,0.42,0.39,0.42,0.39,0.42,0.41,0.41,0.39,0.37,0.4,0.39,0.38,0.37,0.4,0.39,0.38,0.37,0.37,0.4,0.36,0.38,0.38,0.36,0.33,182.9
07/21/2021,93.79,3.53,0.69,0.49,0.29,0.55,0.5,0.52,0.46,0.47,0.52,0.46,0.46,0.47,0.46,0.5,0.46,0.48,0.48,0.49,0.43,0.47,0.43,0.47,0.44,0.48,0.42,0.46,0.48,0.48,0.47,0.45,0.47,0.45,0.42,0.42,0.46,0.41,0.43,0.46,0.38,0.44,0.47,0.38,0.46,0.47,0.41,0.43,0.38,0.45,0.48,0.41,0.44,0.43,0.46,0.46,0.43,0.43,0.43,0.45,0.42,0.46,0.45,0.42,0.42,0.43,0.37,0.4,0.41,0.45,0.43,0.4,0.41,0.44,0.43,0.41,0.43,0.42,0.45,0.43,0.42,0.43,0.44,0.41,0.43,0.42,0.44,0.39,0.42,0.42,0.42,0.43,0.41,0.42,0.42,0.4,0.43,0.39,0.44,0.42,0.38,0.46,0.41,0.41,0.42,0.44,0.42,0.42,0.39,0.41,0.41,0.41,0.41,0.42,0.41,0.42,0.44,0.42,0.42,0.39,0.4,0.41,0.41,0.4,0.44,0.41,0.38,0.41,0.41,0.39,0.41,0.38,0.43,0.42,0.39,0.4,0.41,0.43,0.41,0.41,0.42,0.41,0.42,0.39,0.43,0.41,0.42,0.4,0.4,0.42,0.38,0.41,0.43,0.39,0.43,0.34,0.4,0.4,0.39,0.41,0.39,0.41,0.4,0.39,0.39,0.39,0.37,0.38,0.4,0.38,0.4,0.39,0.39,0.4,0.42,0.39,0.41,0.39,0.41,0.39,0.41,0.4,0.41,0.39,0.37,0.4,0.38,0.38,0.36,0.37,0.38,0.38,0.37,0.36,0.38,0.36,0.38,0.37,0.35,0.31,180.6
07/22/2021,93.79,3.53,0.69,0.49,0.29,0.55,0.5,0.52,0.46,0.47,0.52,0.46,0.46,0.47,0.46,0.5,0.46,0.48,0.48,0.49,0.43,0.47,0.43,0.47,0.44,0.48,0.42,0.46,0.48,0.48,0.47,0.45,0.47,0.45,0.42,0.42,0.46,0.41,0.43,0.46,0.38,0.44,0.47,0.38,0.46,0.47,0.41,0.43,0.38,0.45,0.48,0.41,0.44,0.43,0.46,0.46,0.43,0.43,0.43,0.45,0.42,0.46,0.45,0.42,0.42,0.43,0.37,0.4,0.41,0.45,0.43,0.4,0.41,0.44,0.43,0.41,0.43,0.42,0.45,0.43,0.42,0.43,0.44,0.41,0.43,0.42,0.44,0.39,0.42,0.42,0.42,0.43,0.41,0.42,0.42,0.4,0.43,0.39,0.44,0.42,0.38,0.46,0.41,0.41,0.42,0.44,0.42,0.42,0.39,0.41,0.41,0.41,0.41,0.42,0.41,0.42,0.44,0.42,0.42,0.39,0.4,0.41,0.41,0.4,0.44,0.41,0.38,0.41,0.41,0.39,0.41,0.38,0.43,0.42,0.39,0.4,0.41,0.43,0.41,0.41,0.42,0.41,0.42,0.39,0.43,0.41,0.42,0.4,0.4,0.42,0.38,0.41,0.43,0.39,0.43,0.34,0.4,0.4,0.39,0.41,0.39,0.41,0.4,0.39,0.39,0.39,0.37,0.38,0.4,0.38,0.4,0.39,0.39,0.4,0.42,0.39,0.41,0.39,0.41,0.39,0.41,0.4,0.41,0.39,0.37,0.4,0.38,0.38,0.36,0.37,0.38,0.38,0.37,0.36,0.38,0.36,0.38,0.37,0.35,0.31,180.60000000000002
