,XTSLA,GME,OMCL,SAIA,GTLS,M,NEO,POWI,MSTR,ADC,IIPR,EXPO,AMN,ENSG,PDCE,DDD,SEM,UFPI,ITRI,JBT,BCPC,AEIS,REZI,SIG,RRC,TRUP,CNMD,WTS,LPSN,VIAV,ALRM,PPBI,GKOS,SHAK,CBU,MTDR,FHB,ROG,SPSC,STMP,KFY,BKU,AJRD,MTH,WDFC,LGIH,EXLS,NSIT,KLIC,SWN,ONTO,AIT,HP,FN,ARNC,LXP,FUL,LCII,DIOD,MED,UNF,ABG,SHOO,HI,ABCB,EPRT,BBBY,CCOI,KWR,ITGR,OMI,SMPL,MMSI,RCII,FELE,LTHM,SFBS,SHEN,EGHT,AWR,BMI,CWT,AVA,ABM,MXL,REGI,SJI,WD,DORM,MATX,FIX,MDC,SPXC,ANF,FORM,EAT,SFNC,ALGT,ONB,UFS,WWW,PRFT,ACA,KTB,FLOW,AIN,BRC,IBP,ISBC,CPE,MDRX,SCL,GPI,AAON,ATI,PBH,SM,JJSF,CVET,MD,EVTC,IBTX,AEL,RMBS,SNBR,VG,ESE,RPAI,UNIT,ROCK,SANM,ODP,UCBI,CVBF,VCEL,IRBT,PRLB,PLXS,OI,PCRX,MOG.A,BDN,MLI,FSS,VSTO,CELH,MYGN,BOOT,CAKE,SBH,COLB,GDOT,FWRD,THRM,INDB,HUBG,FBP,VICR,UCTT,CADE,EPC,B,HSKA,AX,MANT,CORT,TSE,SKYW,FCPT,BLMN,IOSP,MGLN,AVAV,IDCC,AGO,CTRE,BCC,WGO,SSTK,PRGS,COOP,FMBI,SITC,PMT,XHR,RNST,XPER,SYKE,HTH,MNRO,RLGY,CPK,RAVN,FFBC,MODV,PSMT,ROIC,FBC,NPO,VRTS,UNFI,WRE,BGS,ARI,TWO,DRH,BIG,CYH,IRT,WSFS,CYTK,SUM
07/09/2021,1.45,1.06,0.63,0.53,0.51,0.51,0.51,0.49,0.47,0.47,0.46,0.45,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.41,0.41,0.41,0.4,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.38
07/12/2021,1.33,1.04,0.64,0.52,0.52,0.5,0.52,0.48,0.47,0.48,0.46,0.46,0.45,0.44,0.43,0.42,0.43,0.43,0.42,0.41,0.41,0.4,0.4,0.38,0.42,0.37,0.39,0.39,0.38,0.38,0.38,0.36,0.35,0.37,0.36,0.37,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.34,0.35,0.35,0.35,0.34,0.31,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.31,0.32,0.32,0.34,0.31,0.32,0.31,0.31,0.3,0.31,0.3,0.3,0.31,0.31,0.31,0.3,0.3,0.29,0.3,0.27,0.29,0.3,0.28,0.29,0.28,0.28,0.28,0.29,0.29,0.28,0.29,0.27,0.27,0.26,0.27,0.26,0.26,0.27,0.27,0.27,0.25,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.23,0.25,0.25,0.27,0.25,0.26,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.24,0.25,0.25,0.25,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.24,0.23,0.22,0.23,0.23,0.24,0.24,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.22,0.23,0.23,0.22,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.22,0.22,0.22,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.43000000000001
07/13/2021,1.33,1.04,0.64,0.52,0.52,0.5,0.52,0.48,0.47,0.48,0.46,0.46,0.45,0.44,0.43,0.42,0.43,0.43,0.42,0.41,0.41,0.4,0.4,0.38,0.42,0.37,0.39,0.39,0.38,0.38,0.38,0.36,0.35,0.37,0.36,0.37,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.34,0.35,0.35,0.35,0.34,0.31,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.31,0.32,0.32,0.34,0.31,0.32,0.31,0.31,0.3,0.31,0.3,0.3,0.31,0.31,0.31,0.3,0.3,0.29,0.3,0.27,0.29,0.3,0.28,0.29,0.28,0.28,0.28,0.29,0.29,0.28,0.29,0.27,0.27,0.26,0.27,0.26,0.26,0.27,0.27,0.27,0.25,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.23,0.25,0.25,0.27,0.25,0.26,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.24,0.25,0.25,0.25,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.24,0.23,0.22,0.23,0.23,0.24,0.24,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.22,0.23,0.23,0.22,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.22,0.22,0.22,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.43000000000001
07/14/2021,1.29,1.01,0.62,0.52,0.52,0.52,0.51,0.48,0.47,0.47,0.47,0.45,0.44,0.43,0.42,0.41,0.42,0.43,0.42,0.41,0.4,0.39,0.4,0.38,0.42,0.36,0.38,0.38,0.38,0.37,0.37,0.36,0.34,0.37,0.36,0.37,0.36,0.35,0.34,0.57,0.36,0.36,0.34,0.33,0.33,0.34,0.34,0.33,0.31,0.34,0.33,0.33,0.33,0.33,0.34,0.32,0.32,0.32,0.31,0.32,0.32,0.34,0.31,0.32,0.32,0.31,0.3,0.31,0.3,0.29,0.32,0.3,0.3,0.3,0.3,0.3,0.3,0.26,0.28,0.29,0.28,0.28,0.28,0.28,0.28,0.29,0.28,0.29,0.29,0.28,0.27,0.26,0.27,0.26,0.26,0.27,0.28,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.25,0.28,0.25,0.27,0.25,0.25,0.24,0.25,0.24,0.25,0.26,0.25,0.25,0.25,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.25,0.24,0.24,0.25,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.24,0.23,0.23,0.23,0.23,0.24,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.23,0.23,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.22,0.22,0.22,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.0,0.0,0.2,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,59.3
07/15/2021,1.29,1.01,0.62,0.52,0.52,0.52,0.51,0.48,0.47,0.47,0.47,0.45,0.44,0.43,0.42,0.41,0.42,0.43,0.42,0.41,0.4,0.39,0.4,0.38,0.42,0.36,0.38,0.38,0.38,0.37,0.37,0.36,0.34,0.37,0.36,0.37,0.36,0.35,0.34,0.57,0.36,0.36,0.34,0.33,0.33,0.34,0.34,0.33,0.31,0.34,0.33,0.33,0.33,0.33,0.34,0.32,0.32,0.32,0.31,0.32,0.32,0.34,0.31,0.32,0.32,0.31,0.3,0.31,0.3,0.29,0.32,0.3,0.3,0.3,0.3,0.3,0.3,0.26,0.28,0.29,0.28,0.28,0.28,0.28,0.28,0.29,0.28,0.29,0.29,0.28,0.27,0.26,0.27,0.26,0.26,0.27,0.28,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.25,0.28,0.25,0.27,0.25,0.25,0.24,0.25,0.24,0.25,0.26,0.25,0.25,0.25,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.25,0.24,0.24,0.25,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.24,0.23,0.23,0.23,0.23,0.24,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.23,0.23,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.22,0.22,0.22,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.0,0.0,0.2,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,59.3
07/16/2021,1.37,0.97,0.63,0.53,0.52,0.53,0.52,0.48,0.44,0.48,0.48,0.45,0.45,0.44,0.42,0.36,0.43,0.44,0.42,0.41,0.41,0.4,0.4,0.38,0.42,0.35,0.37,0.39,0.37,0.38,0.37,0.36,0.33,0.36,0.37,0.38,0.36,0.36,0.34,0.57,0.35,0.35,0.34,0.33,0.33,0.33,0.35,0.33,0.33,0.34,0.33,0.33,0.33,0.33,0.32,0.33,0.32,0.33,0.31,0.31,0.32,0.35,0.31,0.32,0.32,0.32,0.3,0.32,0.3,0.29,0.32,0.3,0.3,0.3,0.3,0.31,0.3,0.26,0.28,0.29,0.28,0.28,0.28,0.29,0.28,0.29,0.28,0.28,0.29,0.28,0.27,0.25,0.28,0.26,0.26,0.28,0.28,0.27,0.26,0.27,0.26,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.28,0.24,0.26,0.25,0.24,0.24,0.25,0.24,0.26,0.26,0.26,0.25,0.26,0.24,0.24,0.24,0.24,0.23,0.24,0.24,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.25,0.24,0.24,0.23,0.23,0.24,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.22,0.23,0.23,0.23,0.23,0.22,0.22,0.2,0.21,0.22,0.21,0.21,0.21,0.2,0.22,0.21,0.21,0.21,0.22,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.19,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,59.53
07/19/2021,1.23,0.91,0.64,0.53,0.52,0.51,0.49,0.48,0.41,0.49,0.48,0.46,0.45,0.44,0.41,0.34,0.41,0.43,0.42,0.42,0.42,0.38,0.39,0.36,0.4,0.35,0.37,0.39,0.35,0.38,0.36,0.37,0.26,0.33,0.38,0.35,0.37,0.36,0.34,0.58,0.36,0.35,0.35,0.33,0.35,0.34,0.36,0.34,0.32,0.32,0.32,0.34,0.31,0.33,0.32,0.35,0.33,0.33,0.31,0.32,0.32,0.36,0.31,0.32,0.32,0.32,0.29,0.32,0.3,0.29,0.32,0.3,0.29,0.31,0.31,0.31,0.31,0.26,0.27,0.3,0.28,0.29,0.29,0.31,0.28,0.3,0.28,0.29,0.3,0.28,0.27,0.26,0.28,0.25,0.26,0.26,0.28,0.27,0.27,0.27,0.26,0.27,0.26,0.26,0.26,0.25,0.26,0.25,0.26,0.21,0.25,0.25,0.28,0.25,0.26,0.25,0.22,0.25,0.25,0.24,0.26,0.26,0.26,0.25,0.26,0.24,0.24,0.25,0.25,0.23,0.24,0.24,0.25,0.25,0.24,0.24,0.23,0.25,0.24,0.24,0.23,0.24,0.23,0.23,0.23,0.2,0.24,0.23,0.23,0.23,0.24,0.24,0.24,0.22,0.23,0.22,0.23,0.22,0.21,0.24,0.22,0.23,0.22,0.24,0.23,0.21,0.21,0.21,0.22,0.21,0.22,0.22,0.21,0.2,0.23,0.22,0.2,0.21,0.22,0.2,0.21,0.2,0.21,0.0,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.2,0.2,0.21,0.0,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,59.3
07/20/2021,1.23,0.91,0.64,0.53,0.52,0.51,0.49,0.48,0.41,0.49,0.48,0.46,0.45,0.44,0.41,0.34,0.41,0.43,0.42,0.42,0.42,0.38,0.39,0.36,0.4,0.35,0.37,0.39,0.35,0.38,0.36,0.37,0.26,0.33,0.38,0.35,0.37,0.36,0.34,0.58,0.36,0.35,0.35,0.33,0.35,0.34,0.36,0.34,0.32,0.32,0.32,0.34,0.31,0.33,0.32,0.35,0.33,0.33,0.31,0.32,0.32,0.36,0.31,0.32,0.32,0.32,0.29,0.32,0.3,0.29,0.32,0.3,0.29,0.31,0.31,0.31,0.31,0.26,0.27,0.3,0.28,0.29,0.29,0.31,0.28,0.3,0.28,0.29,0.3,0.28,0.27,0.26,0.28,0.25,0.26,0.26,0.28,0.27,0.27,0.27,0.26,0.27,0.26,0.26,0.26,0.25,0.26,0.25,0.26,0.21,0.25,0.25,0.28,0.25,0.26,0.25,0.22,0.25,0.25,0.24,0.26,0.26,0.26,0.25,0.26,0.24,0.24,0.25,0.25,0.23,0.24,0.24,0.25,0.25,0.24,0.24,0.23,0.25,0.24,0.24,0.23,0.24,0.23,0.23,0.23,0.2,0.24,0.23,0.23,0.23,0.24,0.24,0.24,0.22,0.23,0.22,0.23,0.22,0.21,0.24,0.22,0.23,0.22,0.24,0.23,0.21,0.21,0.21,0.22,0.21,0.22,0.22,0.21,0.2,0.23,0.22,0.2,0.21,0.22,0.2,0.21,0.2,0.21,0.0,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.2,0.2,0.21,0.0,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,59.3
07/21/2021,1.23,0.94,0.65,0.52,0.53,0.53,0.51,0.47,0.41,0.5,0.5,0.47,0.45,0.45,0.39,0.32,0.42,0.43,0.4,0.43,0.42,0.37,0.38,0.35,0.39,0.35,0.38,0.39,0.36,0.38,0.36,0.36,0.26,0.34,0.39,0.35,0.36,0.36,0.35,0.59,0.36,0.37,0.36,0.33,0.35,0.34,0.36,0.34,0.31,0.31,0.31,0.34,0.31,0.33,0.32,0.35,0.33,0.34,0.31,0.31,0.33,0.36,0.31,0.33,0.33,0.33,0.29,0.33,0.3,0.29,0.33,0.31,0.29,0.31,0.31,0.28,0.31,0.26,0.28,0.32,0.28,0.31,0.3,0.31,0.27,0.31,0.29,0.3,0.29,0.28,0.27,0.26,0.28,0.25,0.26,0.26,0.29,0.27,0.28,0.27,0.26,0.27,0.25,0.26,0.26,0.25,0.26,0.25,0.29,0.0,0.25,0.25,0.28,0.25,0.26,0.26,0.21,0.25,0.24,0.24,0.26,0.26,0.27,0.25,0.26,0.33,0.25,0.25,0.26,0.23,0.24,0.24,0.26,0.25,0.23,0.24,0.24,0.24,0.24,0.24,0.23,0.24,0.23,0.23,0.23,0.2,0.24,0.23,0.23,0.23,0.25,0.25,0.24,0.23,0.23,0.22,0.25,0.22,0.2,0.24,0.22,0.23,0.24,0.24,0.24,0.21,0.2,0.2,0.22,0.21,0.22,0.22,0.21,0.2,0.35,0.23,0.0,0.21,0.22,0.2,0.22,0.21,0.25,0.0,0.2,0.21,0.21,0.21,0.22,0.21,0.2,0.21,0.21,0.22,0.21,0.21,0.21,0.2,0.0,0.0,0.0,0.21,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.21,0.0,59.95
07/22/2021,1.25,0.98,0.66,0.52,0.52,0.48,0.52,0.48,0.4,0.51,0.49,0.48,0.45,0.45,0.36,0.33,0.42,0.44,0.41,0.42,0.43,0.37,0.38,0.34,0.38,0.37,0.37,0.4,0.39,0.38,0.36,0.35,0.27,0.34,0.37,0.32,0.36,0.36,0.35,0.6,0.35,0.34,0.36,0.34,0.35,0.35,0.36,0.34,0.33,0.3,0.32,0.34,0.31,0.34,0.31,0.35,0.33,0.34,0.31,0.31,0.33,0.36,0.3,0.33,0.31,0.33,0.29,0.33,0.3,0.29,0.35,0.31,0.3,0.31,0.31,0.28,0.31,0.27,0.28,0.32,0.28,0.31,0.3,0.3,0.27,0.3,0.29,0.3,0.3,0.28,0.27,0.27,0.28,0.24,0.27,0.25,0.28,0.26,0.26,0.28,0.26,0.28,0.25,0.26,0.33,0.25,0.26,0.25,0.26,0.0,0.25,0.26,0.28,0.25,0.25,0.26,0.2,0.25,0.24,0.25,0.25,0.25,0.26,0.26,0.27,0.25,0.24,0.25,0.26,0.23,0.24,0.24,0.24,0.25,0.24,0.26,0.23,0.24,0.23,0.25,0.23,0.23,0.23,0.23,0.23,0.21,0.23,0.23,0.22,0.24,0.23,0.25,0.24,0.23,0.22,0.22,0.23,0.22,0.21,0.23,0.22,0.23,0.24,0.24,0.24,0.22,0.2,0.19,0.22,0.2,0.21,0.22,0.21,0.2,0.22,0.22,0.0,0.22,0.22,0.2,0.21,0.2,0.2,0.0,0.0,0.2,0.2,0.22,0.2,0.21,0.2,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.0,0.0,0.0,0.21,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.2,59.53
